eigenvector_centrality,[5]
0,"[0.102, 0.086, 0.12, 0.122, 0.097, 0.13, 0.109, 0.098, 0.091, 0.091]"
1,"[0.102, 0.085, 0.108, 0.122, 0.11, 0.175, 0.102, 0.098, 0.103, 0.171]"
2,"[0.1, 0.086, 0.144, 0.122, 0.094, 0.105, 0.129, 0.1, 0.1, 0.091]"
3,"[0.102, 0.085, 0.222, 0.2, 0.083, 0.196, 0.138, 0.126, 0.103, 0.22]"
4,"[0.208, 0.086, 0.116, 0.295, 0.094, 0.105, 0.109, 0.195, 0.1, 0.312]"
5,"[0.293, 0.113, 0.203, 0.233, 0.083, 0.213, 0.167, 0.228, 0.105, 0.239]"
6,"[0.207, 0.21, 0.118, 0.293, 0.149, 0.314, 0.118, 0.226, 0.183, 0.449]"
7,"[0.336, 0.196, 0.197, 0.35, 0.138, 0.248, 0.218, 0.441, 0.234, 0.204]"
8,"[0.269, 0.245, 0.168, 0.369, 0.31, 0.39, 0.192, 0.28, 0.229, 0.489]"
9,"[0.375, 0.248, 0.195, 0.422, 0.157, 0.198, 0.235, 0.296, 0.257, 0.208]"
10,"[0.214, 0.219, 0.19, 0.333, 0.341, 0.397, 0.216, 0.264, 0.238, 0.453]"
11,"[0.363, 0.253, 0.334, 0.355, 0.172, 0.199, 0.362, 0.287, 0.345, 0.261]"
12,"[0.223, 0.307, 0.196, 0.341, 0.525, 0.413, 0.217, 0.237, 0.252, 0.483]"
13,"[0.37, 0.254, 0.431, 0.325, 0.173, 0.219, 0.472, 0.342, 0.431, 0.281]"
14,"[0.196, 0.366, 0.206, 0.347, 0.494, 0.429, 0.223, 0.24, 0.215, 0.432]"
15,"[0.384, 0.2, 0.45, 0.339, 0.183, 0.232, 0.474, 0.397, 0.411, 0.282]"
16,"[0.255, 0.348, 0.212, 0.36, 0.477, 0.438, 0.258, 0.262, 0.207, 0.391]"
17,"[0.397, 0.157, 0.435, 0.358, 0.233, 0.309, 0.462, 0.383, 0.38, 0.29]"
18,"[0.371, 0.336, 0.292, 0.365, 0.469, 0.459, 0.281, 0.295, 0.259, 0.378]"
19,"[0.407, 0.207, 0.439, 0.369, 0.222, 0.398, 0.439, 0.368, 0.38, 0.31]"
20,"[0.397, 0.308, 0.35, 0.361, 0.433, 0.414, 0.289, 0.321, 0.32, 0.395]"
21,"[0.363, 0.273, 0.438, 0.359, 0.231, 0.412, 0.426, 0.353, 0.397, 0.32]"
22,"[0.363, 0.306, 0.323, 0.336, 0.37, 0.395, 0.283, 0.342, 0.347, 0.394]"
23,"[0.384, 0.316, 0.442, 0.364, 0.254, 0.368, 0.395, 0.357, 0.395, 0.34]"
24,"[0.374, 0.324, 0.309, 0.378, 0.368, 0.423, 0.295, 0.364, 0.353, 0.404]"
25,"[0.393, 0.341, 0.42, 0.365, 0.265, 0.577, 0.437, 0.363, 0.41, 0.346]"
26,"[0.433, 0.354, 0.301, 0.4, 0.397, 0.589, 0.308, 0.381, 0.367, 0.408]"
27,"[0.436, 0.368, 0.39, 0.405, 0.274, 0.596, 0.45, 0.381, 0.424, 0.353]"
28,"[0.439, 0.375, 0.32, 0.4, 0.401, 0.493, 0.336, 0.389, 0.384, 0.435]"
29,"[0.449, 0.375, 0.39, 0.429, 0.294, 0.363, 0.445, 0.385, 0.429, 0.353]"
30,"[0.433, 0.391, 0.347, 0.425, 0.402, 0.263, 0.362, 0.416, 0.394, 0.434]"
31,"[0.423, 0.387, 0.396, 0.422, 0.312, 0.406, 0.446, 0.381, 0.434, 0.338]"
32,"[0.398, 0.395, 0.365, 0.392, 0.412, 0.293, 0.385, 0.429, 0.396, 0.405]"
33,"[0.403, 0.406, 0.401, 0.396, 0.328, 0.438, 0.451, 0.359, 0.43, 0.316]"
34,"[0.359, 0.388, 0.365, 0.308, 0.423, 0.192, 0.39, 0.431, 0.404, 0.385]"
35,"[0.373, 0.418, 0.402, 0.405, 0.341, 0.404, 0.455, 0.329, 0.434, 0.32]"
36,"[0.31, 0.388, 0.379, 0.253, 0.437, 0.131, 0.402, 0.441, 0.421, 0.376]"
37,"[0.379, 0.437, 0.415, 0.427, 0.344, 0.417, 0.471, 0.297, 0.438, 0.248]"
38,"[0.263, 0.383, 0.4, 0.261, 0.459, 0.159, 0.411, 0.448, 0.429, 0.365]"
39,"[0.393, 0.46, 0.419, 0.399, 0.35, 0.413, 0.483, 0.259, 0.432, 0.215]"
40,"[0.237, 0.371, 0.424, 0.244, 0.477, 0.163, 0.415, 0.454, 0.445, 0.327]"
41,"[0.37, 0.487, 0.41, 0.372, 0.351, 0.39, 0.496, 0.218, 0.414, 0.19]"
42,"[0.209, 0.36, 0.437, 0.226, 0.489, 0.187, 0.413, 0.459, 0.453, 0.265]"
43,"[0.334, 0.49, 0.423, 0.329, 0.348, 0.367, 0.494, 0.187, 0.407, 0.175]"
44,"[0.201, 0.353, 0.434, 0.217, 0.496, 0.24, 0.409, 0.426, 0.469, 0.232]"
45,"[0.28, 0.5, 0.429, 0.271, 0.341, 0.28, 0.514, 0.182, 0.406, 0.169]"
46,"[0.239, 0.333, 0.435, 0.197, 0.504, 0.305, 0.412, 0.413, 0.497, 0.204]"
