eigenvector_centrality,[5]
0,"[0.08, 0.099, 0.106, 0.093, 0.094, 0.092, 0.095, 0.098, 0.098, 0.097]"
1,"[0.102, 0.085, 0.122, 0.097, 0.094, 0.086, 0.114, 0.106, 0.098, 0.103]"
2,"[0.08, 0.099, 0.106, 0.097, 0.094, 0.092, 0.095, 0.098, 0.1, 0.12]"
3,"[0.098, 0.085, 0.106, 0.097, 0.103, 0.089, 0.129, 0.12, 0.098, 0.103]"
4,"[0.08, 0.099, 0.106, 0.097, 0.094, 0.092, 0.095, 0.098, 0.1, 0.129]"
5,"[0.12, 0.085, 0.106, 0.176, 0.103, 0.092, 0.114, 0.085, 0.098, 0.103]"
6,"[0.08, 0.099, 0.106, 0.104, 0.094, 0.092, 0.095, 0.098, 0.1, 0.127]"
7,"[0.103, 0.085, 0.106, 0.097, 0.103, 0.092, 0.114, 0.085, 0.098, 0.18]"
8,"[0.08, 0.099, 0.106, 0.101, 0.094, 0.092, 0.095, 0.098, 0.1, 0.12]"
9,"[0.178, 0.085, 0.096, 0.097, 0.103, 0.092, 0.092, 0.085, 0.098, 0.188]"
10,"[0.095, 0.099, 0.106, 0.179, 0.095, 0.092, 0.095, 0.098, 0.1, 0.12]"
11,"[0.22, 0.085, 0.096, 0.097, 0.103, 0.086, 0.092, 0.085, 0.098, 0.352]"
12,"[0.095, 0.099, 0.106, 0.24, 0.154, 0.093, 0.095, 0.098, 0.1, 0.12]"
13,"[0.163, 0.085, 0.096, 0.097, 0.103, 0.086, 0.092, 0.085, 0.098, 0.218]"
14,"[0.095, 0.167, 0.177, 0.272, 0.1, 0.098, 0.12, 0.098, 0.1, 0.12]"
15,"[0.153, 0.085, 0.096, 0.097, 0.198, 0.144, 0.111, 0.085, 0.098, 0.25]"
16,"[0.095, 0.169, 0.176, 0.113, 0.1, 0.126, 0.114, 0.119, 0.1, 0.12]"
17,"[0.184, 0.085, 0.096, 0.097, 0.177, 0.103, 0.089, 0.085, 0.099, 0.139]"
18,"[0.095, 0.147, 0.119, 0.101, 0.1, 0.114, 0.114, 0.185, 0.1, 0.12]"
19,"[0.179, 0.085, 0.096, 0.097, 0.195, 0.103, 0.089, 0.085, 0.179, 0.133]"
20,"[0.095, 0.111, 0.159, 0.101, 0.1, 0.13, 0.118, 0.161, 0.198, 0.12]"
21,"[0.18, 0.157, 0.096, 0.097, 0.208, 0.103, 0.089, 0.085, 0.196, 0.143]"
22,"[0.095, 0.094, 0.181, 0.101, 0.1, 0.162, 0.145, 0.28, 0.205, 0.12]"
23,"[0.126, 0.185, 0.096, 0.12, 0.283, 0.103, 0.089, 0.085, 0.186, 0.142]"
24,"[0.119, 0.091, 0.186, 0.113, 0.1, 0.168, 0.164, 0.354, 0.203, 0.12]"
25,"[0.172, 0.187, 0.096, 0.18, 0.299, 0.092, 0.089, 0.085, 0.181, 0.182]"
26,"[0.196, 0.097, 0.189, 0.147, 0.1, 0.202, 0.189, 0.338, 0.199, 0.135]"
27,"[0.207, 0.189, 0.096, 0.194, 0.321, 0.092, 0.089, 0.086, 0.175, 0.189]"
28,"[0.198, 0.121, 0.187, 0.199, 0.1, 0.101, 0.252, 0.258, 0.189, 0.151]"
29,"[0.207, 0.188, 0.096, 0.194, 0.298, 0.092, 0.089, 0.093, 0.186, 0.202]"
30,"[0.2, 0.148, 0.187, 0.277, 0.1, 0.093, 0.271, 0.248, 0.189, 0.148]"
31,"[0.223, 0.199, 0.096, 0.194, 0.255, 0.136, 0.089, 0.101, 0.194, 0.208]"
32,"[0.248, 0.162, 0.186, 0.211, 0.1, 0.092, 0.272, 0.265, 0.198, 0.138]"
33,"[0.246, 0.212, 0.096, 0.194, 0.242, 0.271, 0.089, 0.107, 0.195, 0.258]"
34,"[0.256, 0.166, 0.186, 0.202, 0.1, 0.092, 0.266, 0.266, 0.213, 0.124]"
35,"[0.198, 0.225, 0.103, 0.194, 0.241, 0.269, 0.099, 0.109, 0.194, 0.208]"
36,"[0.237, 0.172, 0.186, 0.168, 0.1, 0.092, 0.269, 0.225, 0.269, 0.12]"
37,"[0.196, 0.274, 0.136, 0.216, 0.241, 0.27, 0.135, 0.129, 0.195, 0.216]"
38,"[0.238, 0.176, 0.186, 0.13, 0.101, 0.092, 0.27, 0.263, 0.272, 0.12]"
39,"[0.196, 0.294, 0.165, 0.247, 0.237, 0.267, 0.152, 0.149, 0.195, 0.232]"
40,"[0.234, 0.174, 0.198, 0.099, 0.106, 0.092, 0.271, 0.288, 0.285, 0.144]"
41,"[0.196, 0.26, 0.173, 0.19, 0.235, 0.27, 0.163, 0.157, 0.193, 0.252]"
42,"[0.222, 0.172, 0.229, 0.097, 0.138, 0.092, 0.286, 0.276, 0.333, 0.177]"
43,"[0.196, 0.243, 0.176, 0.19, 0.228, 0.255, 0.167, 0.176, 0.189, 0.293]"
44,"[0.206, 0.165, 0.257, 0.097, 0.171, 0.092, 0.303, 0.22, 0.345, 0.205]"
45,"[0.198, 0.243, 0.172, 0.198, 0.266, 0.262, 0.169, 0.197, 0.188, 0.302]"
46,"[0.205, 0.158, 0.266, 0.097, 0.202, 0.092, 0.297, 0.204, 0.359, 0.246]"
47,"[0.198, 0.227, 0.177, 0.24, 0.268, 0.23, 0.171, 0.236, 0.181, 0.256]"
48,"[0.2, 0.226, 0.278, 0.097, 0.225, 0.092, 0.297, 0.204, 0.393, 0.338]"
