eigenvector_centrality,[0]
0,"[0.095, 0.093, 0.083, 0.122, 0.173, 0.107, 0.097, 0.102, 0.088, 0.179]"
1,"[0.244, 0.086, 0.132, 0.204, 0.1, 0.128, 0.094, 0.112, 0.091, 0.138]"
2,"[0.089, 0.085, 0.239, 0.122, 0.171, 0.102, 0.15, 0.224, 0.144, 0.1]"
3,"[0.28, 0.103, 0.106, 0.117, 0.096, 0.113, 0.186, 0.122, 0.313, 0.251]"
4,"[0.089, 0.149, 0.299, 0.119, 0.322, 0.216, 0.182, 0.255, 0.157, 0.21]"
5,"[0.306, 0.235, 0.16, 0.2, 0.101, 0.328, 0.255, 0.129, 0.331, 0.292]"
6,"[0.155, 0.318, 0.263, 0.163, 0.38, 0.274, 0.179, 0.288, 0.224, 0.352]"
7,"[0.298, 0.277, 0.215, 0.343, 0.28, 0.366, 0.32, 0.154, 0.28, 0.262]"
8,"[0.172, 0.39, 0.256, 0.233, 0.331, 0.255, 0.198, 0.325, 0.219, 0.34]"
9,"[0.339, 0.269, 0.166, 0.354, 0.373, 0.324, 0.358, 0.21, 0.313, 0.263]"
10,"[0.141, 0.428, 0.304, 0.238, 0.272, 0.209, 0.264, 0.316, 0.141, 0.313]"
11,"[0.4, 0.236, 0.159, 0.299, 0.397, 0.281, 0.335, 0.251, 0.355, 0.237]"
12,"[0.121, 0.39, 0.315, 0.244, 0.228, 0.227, 0.294, 0.275, 0.172, 0.307]"
13,"[0.406, 0.263, 0.206, 0.294, 0.34, 0.281, 0.334, 0.266, 0.365, 0.308]"
14,"[0.131, 0.3, 0.312, 0.269, 0.213, 0.29, 0.3, 0.297, 0.207, 0.312]"
15,"[0.397, 0.273, 0.184, 0.314, 0.309, 0.291, 0.353, 0.278, 0.332, 0.35]"
16,"[0.206, 0.291, 0.289, 0.287, 0.207, 0.296, 0.298, 0.317, 0.253, 0.298]"
17,"[0.376, 0.24, 0.233, 0.32, 0.315, 0.285, 0.353, 0.28, 0.353, 0.405]"
18,"[0.262, 0.286, 0.34, 0.281, 0.208, 0.325, 0.314, 0.327, 0.302, 0.291]"
19,"[0.376, 0.209, 0.266, 0.359, 0.327, 0.291, 0.379, 0.274, 0.334, 0.422]"
20,"[0.288, 0.314, 0.332, 0.251, 0.213, 0.355, 0.281, 0.393, 0.299, 0.285]"
21,"[0.367, 0.199, 0.279, 0.355, 0.315, 0.292, 0.399, 0.256, 0.323, 0.436]"
22,"[0.301, 0.308, 0.32, 0.237, 0.232, 0.352, 0.256, 0.351, 0.295, 0.294]"
23,"[0.362, 0.229, 0.273, 0.318, 0.323, 0.296, 0.379, 0.244, 0.321, 0.458]"
24,"[0.326, 0.333, 0.331, 0.258, 0.251, 0.353, 0.254, 0.319, 0.324, 0.302]"
25,"[0.462, 0.272, 0.264, 0.328, 0.345, 0.303, 0.369, 0.227, 0.316, 0.463]"
26,"[0.593, 0.35, 0.494, 0.294, 0.271, 0.388, 0.263, 0.316, 0.347, 0.308]"
27,"[0.465, 0.289, 0.38, 0.337, 0.395, 0.31, 0.395, 0.227, 0.404, 0.47]"
28,"[0.416, 0.327, 0.392, 0.296, 0.277, 0.408, 0.276, 0.341, 0.409, 0.332]"
29,"[0.395, 0.301, 0.362, 0.335, 0.382, 0.311, 0.41, 0.24, 0.334, 0.47]"
30,"[0.423, 0.279, 0.296, 0.246, 0.283, 0.392, 0.328, 0.355, 0.477, 0.344]"
31,"[0.443, 0.319, 0.302, 0.317, 0.359, 0.311, 0.401, 0.251, 0.282, 0.474]"
32,"[0.449, 0.301, 0.282, 0.236, 0.297, 0.398, 0.33, 0.361, 0.45, 0.347]"
33,"[0.415, 0.316, 0.298, 0.341, 0.378, 0.305, 0.403, 0.267, 0.247, 0.496]"
34,"[0.477, 0.312, 0.27, 0.261, 0.292, 0.406, 0.345, 0.376, 0.31, 0.348]"
35,"[0.427, 0.287, 0.282, 0.337, 0.383, 0.312, 0.42, 0.283, 0.245, 0.469]"
36,"[0.461, 0.304, 0.247, 0.284, 0.326, 0.409, 0.392, 0.361, 0.225, 0.352]"
37,"[0.419, 0.205, 0.257, 0.322, 0.363, 0.329, 0.442, 0.28, 0.208, 0.466]"
38,"[0.473, 0.299, 0.228, 0.265, 0.302, 0.405, 0.397, 0.36, 0.145, 0.37]"
39,"[0.442, 0.112, 0.245, 0.302, 0.352, 0.34, 0.476, 0.278, 0.214, 0.439]"
40,"[0.403, 0.288, 0.198, 0.21, 0.251, 0.404, 0.363, 0.362, 0.094, 0.386]"
41,"[0.407, 0.098, 0.234, 0.311, 0.35, 0.309, 0.465, 0.32, 0.22, 0.431]"
42,"[0.465, 0.293, 0.133, 0.175, 0.219, 0.412, 0.396, 0.358, 0.089, 0.366]"
43,"[0.464, 0.097, 0.236, 0.326, 0.385, 0.278, 0.419, 0.284, 0.22, 0.417]"
44,"[0.382, 0.291, 0.123, 0.15, 0.209, 0.433, 0.349, 0.357, 0.088, 0.317]"
45,"[0.423, 0.094, 0.232, 0.34, 0.401, 0.26, 0.396, 0.248, 0.214, 0.418]"
46,"[0.403, 0.293, 0.114, 0.142, 0.196, 0.448, 0.278, 0.362, 0.088, 0.292]"
47,"[0.358, 0.094, 0.228, 0.347, 0.41, 0.244, 0.399, 0.221, 0.209, 0.426]"
48,"[0.422, 0.292, 0.112, 0.136, 0.176, 0.429, 0.245, 0.384, 0.088, 0.279]"
49,"[0.344, 0.092, 0.215, 0.353, 0.377, 0.234, 0.41, 0.205, 0.215, 0.41]"
50,"[0.431, 0.277, 0.101, 0.122, 0.15, 0.423, 0.229, 0.4, 0.088, 0.283]"
51,"[0.363, 0.091, 0.199, 0.337, 0.364, 0.202, 0.401, 0.188, 0.206, 0.395]"
52,"[0.369, 0.261, 0.1, 0.103, 0.113, 0.395, 0.213, 0.333, 0.088, 0.264]"
53,"[0.36, 0.091, 0.145, 0.321, 0.357, 0.173, 0.366, 0.16, 0.195, 0.384]"
54,"[0.368, 0.243, 0.098, 0.097, 0.104, 0.377, 0.197, 0.348, 0.088, 0.218]"
55,"[0.398, 0.091, 0.103, 0.315, 0.355, 0.127, 0.359, 0.128, 0.181, 0.362]"
56,"[0.385, 0.251, 0.097, 0.097, 0.104, 0.353, 0.164, 0.336, 0.088, 0.181]"
57,"[0.418, 0.091, 0.097, 0.303, 0.342, 0.108, 0.369, 0.119, 0.158, 0.347]"
58,"[0.371, 0.254, 0.097, 0.097, 0.104, 0.352, 0.115, 0.348, 0.088, 0.139]"
59,"[0.445, 0.091, 0.097, 0.299, 0.336, 0.107, 0.356, 0.119, 0.136, 0.348]"
60,"[0.37, 0.264, 0.097, 0.097, 0.104, 0.34, 0.096, 0.344, 0.088, 0.105]"
61,"[0.451, 0.091, 0.097, 0.294, 0.329, 0.107, 0.344, 0.119, 0.123, 0.338]"
