eigenvector_centrality,[3]
0,"[0.159, 0.086, 0.109, 0.102, 0.083, 0.105, 0.089, 0.099, 0.106, 0.079]"
1,"[0.105, 0.085, 0.091, 0.122, 0.1, 0.105, 0.089, 0.104, 0.091, 0.091]"
2,"[0.103, 0.109, 0.109, 0.103, 0.109, 0.105, 0.089, 0.098, 0.106, 0.103]"
3,"[0.105, 0.109, 0.083, 0.122, 0.1, 0.105, 0.089, 0.104, 0.176, 0.103]"
4,"[0.103, 0.109, 0.109, 0.097, 0.083, 0.105, 0.089, 0.082, 0.106, 0.103]"
5,"[0.105, 0.109, 0.091, 0.142, 0.1, 0.105, 0.089, 0.104, 0.176, 0.103]"
6,"[0.117, 0.109, 0.109, 0.097, 0.083, 0.105, 0.089, 0.085, 0.106, 0.098]"
7,"[0.105, 0.085, 0.197, 0.117, 0.1, 0.105, 0.109, 0.104, 0.176, 0.161]"
8,"[0.199, 0.126, 0.215, 0.097, 0.083, 0.238, 0.089, 0.085, 0.106, 0.103]"
9,"[0.105, 0.085, 0.195, 0.117, 0.1, 0.105, 0.109, 0.104, 0.179, 0.14]"
10,"[0.205, 0.137, 0.121, 0.097, 0.083, 0.086, 0.089, 0.085, 0.113, 0.103]"
11,"[0.141, 0.085, 0.207, 0.131, 0.1, 0.105, 0.109, 0.104, 0.179, 0.129]"
12,"[0.205, 0.127, 0.116, 0.097, 0.083, 0.086, 0.089, 0.093, 0.215, 0.109]"
13,"[0.217, 0.085, 0.16, 0.178, 0.184, 0.105, 0.109, 0.104, 0.179, 0.192]"
14,"[0.205, 0.157, 0.116, 0.097, 0.083, 0.086, 0.089, 0.089, 0.205, 0.131]"
15,"[0.229, 0.085, 0.126, 0.238, 0.205, 0.105, 0.109, 0.104, 0.186, 0.211]"
16,"[0.205, 0.172, 0.116, 0.097, 0.083, 0.086, 0.09, 0.089, 0.202, 0.166]"
17,"[0.241, 0.085, 0.135, 0.202, 0.205, 0.105, 0.109, 0.104, 0.238, 0.204]"
18,"[0.205, 0.167, 0.116, 0.097, 0.083, 0.086, 0.097, 0.093, 0.202, 0.186]"
19,"[0.267, 0.085, 0.144, 0.17, 0.205, 0.105, 0.109, 0.104, 0.25, 0.204]"
20,"[0.205, 0.09, 0.193, 0.097, 0.094, 0.086, 0.115, 0.12, 0.202, 0.191]"
21,"[0.255, 0.085, 0.178, 0.145, 0.204, 0.108, 0.109, 0.105, 0.202, 0.208]"
22,"[0.205, 0.087, 0.295, 0.097, 0.094, 0.086, 0.136, 0.147, 0.197, 0.17]"
23,"[0.259, 0.085, 0.183, 0.141, 0.204, 0.114, 0.109, 0.112, 0.188, 0.131]"
24,"[0.205, 0.11, 0.313, 0.097, 0.094, 0.086, 0.147, 0.156, 0.199, 0.164]"
25,"[0.259, 0.085, 0.177, 0.154, 0.192, 0.121, 0.109, 0.113, 0.18, 0.145]"
26,"[0.205, 0.139, 0.309, 0.097, 0.094, 0.086, 0.158, 0.157, 0.214, 0.219]"
27,"[0.257, 0.093, 0.171, 0.127, 0.157, 0.128, 0.109, 0.104, 0.179, 0.198]"
28,"[0.205, 0.088, 0.313, 0.097, 0.094, 0.086, 0.173, 0.129, 0.201, 0.238]"
29,"[0.256, 0.087, 0.176, 0.158, 0.148, 0.171, 0.109, 0.123, 0.198, 0.208]"
30,"[0.205, 0.103, 0.335, 0.097, 0.094, 0.086, 0.187, 0.138, 0.219, 0.229]"
31,"[0.246, 0.093, 0.169, 0.205, 0.164, 0.226, 0.109, 0.107, 0.246, 0.205]"
32,"[0.218, 0.136, 0.359, 0.097, 0.094, 0.086, 0.186, 0.14, 0.202, 0.238]"
33,"[0.247, 0.11, 0.186, 0.342, 0.186, 0.25, 0.109, 0.104, 0.308, 0.126]"
34,"[0.256, 0.179, 0.364, 0.097, 0.094, 0.086, 0.191, 0.176, 0.215, 0.246]"
35,"[0.257, 0.155, 0.249, 0.36, 0.188, 0.441, 0.109, 0.104, 0.333, 0.103]"
36,"[0.304, 0.181, 0.37, 0.097, 0.094, 0.086, 0.34, 0.243, 0.224, 0.308]"
37,"[0.255, 0.202, 0.235, 0.359, 0.212, 0.447, 0.109, 0.104, 0.354, 0.103]"
38,"[0.281, 0.153, 0.37, 0.097, 0.094, 0.086, 0.4, 0.293, 0.262, 0.329]"
39,"[0.25, 0.197, 0.227, 0.396, 0.226, 0.444, 0.109, 0.104, 0.349, 0.103]"
40,"[0.271, 0.125, 0.366, 0.097, 0.094, 0.086, 0.382, 0.291, 0.261, 0.34]"
41,"[0.246, 0.212, 0.236, 0.348, 0.202, 0.38, 0.109, 0.105, 0.305, 0.103]"
42,"[0.27, 0.109, 0.362, 0.097, 0.095, 0.086, 0.384, 0.297, 0.253, 0.414]"
43,"[0.254, 0.262, 0.241, 0.325, 0.215, 0.387, 0.109, 0.107, 0.254, 0.103]"
44,"[0.266, 0.109, 0.368, 0.097, 0.101, 0.086, 0.385, 0.283, 0.252, 0.384]"
45,"[0.269, 0.273, 0.233, 0.317, 0.225, 0.348, 0.109, 0.163, 0.243, 0.103]"
46,"[0.27, 0.109, 0.373, 0.097, 0.131, 0.086, 0.362, 0.283, 0.224, 0.4]"
47,"[0.278, 0.288, 0.251, 0.343, 0.255, 0.371, 0.109, 0.196, 0.248, 0.103]"
48,"[0.274, 0.109, 0.369, 0.097, 0.22, 0.086, 0.364, 0.286, 0.197, 0.372]"
49,"[0.295, 0.256, 0.245, 0.336, 0.284, 0.344, 0.109, 0.207, 0.259, 0.103]"
50,"[0.279, 0.109, 0.322, 0.099, 0.246, 0.086, 0.38, 0.305, 0.194, 0.325]"
51,"[0.297, 0.261, 0.248, 0.334, 0.327, 0.385, 0.109, 0.218, 0.261, 0.168]"
52,"[0.284, 0.11, 0.265, 0.176, 0.245, 0.086, 0.38, 0.371, 0.192, 0.294]"
53,"[0.29, 0.304, 0.25, 0.331, 0.379, 0.404, 0.131, 0.194, 0.262, 0.197]"
54,"[0.283, 0.157, 0.267, 0.186, 0.25, 0.098, 0.358, 0.347, 0.213, 0.369]"
55,"[0.295, 0.357, 0.264, 0.354, 0.315, 0.357, 0.222, 0.148, 0.261, 0.254]"
56,"[0.283, 0.219, 0.26, 0.09, 0.168, 0.197, 0.321, 0.279, 0.269, 0.28]"
57,"[0.298, 0.182, 0.314, 0.217, 0.365, 0.323, 0.185, 0.158, 0.261, 0.267]"
58,"[0.283, 0.295, 0.257, 0.09, 0.166, 0.199, 0.29, 0.261, 0.228, 0.208]"
59,"[0.29, 0.118, 0.198, 0.128, 0.301, 0.261, 0.12, 0.189, 0.262, 0.251]"
60,"[0.287, 0.307, 0.255, 0.148, 0.187, 0.249, 0.273, 0.278, 0.183, 0.26]"
61,"[0.284, 0.283, 0.203, 0.162, 0.3, 0.26, 0.168, 0.261, 0.26, 0.289]"
62,"[0.282, 0.341, 0.258, 0.168, 0.223, 0.266, 0.28, 0.292, 0.177, 0.283]"
63,"[0.2, 0.307, 0.217, 0.211, 0.305, 0.26, 0.202, 0.264, 0.255, 0.345]"
64,"[0.279, 0.333, 0.255, 0.244, 0.271, 0.292, 0.284, 0.248, 0.18, 0.284]"
65,"[0.191, 0.311, 0.224, 0.229, 0.305, 0.261, 0.253, 0.273, 0.249, 0.284]"
66,"[0.277, 0.287, 0.249, 0.304, 0.283, 0.369, 0.284, 0.258, 0.185, 0.281]"
67,"[0.21, 0.312, 0.23, 0.239, 0.329, 0.261, 0.36, 0.32, 0.239, 0.25]"
68,"[0.271, 0.27, 0.25, 0.363, 0.295, 0.377, 0.288, 0.258, 0.201, 0.281]"
69,"[0.233, 0.313, 0.223, 0.243, 0.369, 0.269, 0.359, 0.354, 0.238, 0.214]"
70,"[0.272, 0.202, 0.263, 0.363, 0.291, 0.382, 0.223, 0.26, 0.211, 0.281]"
71,"[0.237, 0.311, 0.217, 0.23, 0.39, 0.218, 0.312, 0.388, 0.24, 0.199]"
72,"[0.276, 0.189, 0.276, 0.333, 0.298, 0.37, 0.221, 0.262, 0.205, 0.282]"
73,"[0.228, 0.313, 0.19, 0.255, 0.411, 0.201, 0.295, 0.399, 0.25, 0.198]"
74,"[0.28, 0.215, 0.272, 0.339, 0.328, 0.376, 0.23, 0.274, 0.195, 0.288]"
75,"[0.249, 0.335, 0.191, 0.296, 0.469, 0.212, 0.326, 0.389, 0.252, 0.197]"
76,"[0.281, 0.223, 0.269, 0.356, 0.35, 0.371, 0.254, 0.283, 0.193, 0.349]"
77,"[0.27, 0.362, 0.201, 0.331, 0.45, 0.256, 0.333, 0.371, 0.251, 0.206]"
78,"[0.285, 0.218, 0.263, 0.367, 0.35, 0.366, 0.282, 0.295, 0.224, 0.364]"
79,"[0.282, 0.36, 0.268, 0.338, 0.429, 0.275, 0.341, 0.331, 0.251, 0.246]"
80,"[0.285, 0.24, 0.263, 0.371, 0.36, 0.355, 0.327, 0.321, 0.248, 0.364]"
81,"[0.313, 0.365, 0.327, 0.377, 0.4, 0.337, 0.341, 0.291, 0.243, 0.272]"
82,"[0.283, 0.287, 0.255, 0.331, 0.347, 0.342, 0.342, 0.344, 0.28, 0.356]"
83,"[0.33, 0.357, 0.333, 0.43, 0.395, 0.362, 0.342, 0.277, 0.241, 0.297]"
84,"[0.277, 0.293, 0.254, 0.317, 0.351, 0.332, 0.355, 0.367, 0.303, 0.354]"
85,"[0.391, 0.357, 0.287, 0.459, 0.399, 0.362, 0.345, 0.283, 0.241, 0.309]"
86,"[0.275, 0.292, 0.256, 0.308, 0.357, 0.338, 0.355, 0.39, 0.322, 0.351]"
87,"[0.414, 0.36, 0.289, 0.473, 0.433, 0.362, 0.352, 0.293, 0.243, 0.32]"
88,"[0.272, 0.319, 0.261, 0.306, 0.369, 0.344, 0.355, 0.392, 0.32, 0.367]"
89,"[0.426, 0.371, 0.297, 0.486, 0.429, 0.37, 0.363, 0.301, 0.245, 0.326]"
90,"[0.268, 0.326, 0.268, 0.304, 0.381, 0.357, 0.341, 0.388, 0.302, 0.374]"
91,"[0.427, 0.406, 0.308, 0.402, 0.397, 0.352, 0.367, 0.296, 0.252, 0.311]"
92,"[0.271, 0.289, 0.27, 0.302, 0.41, 0.362, 0.303, 0.38, 0.313, 0.387]"
