eigenvector_centrality,[3]
0,"[0.105, 0.17, 0.097, 0.105, 0.112, 0.1, 0.093, 0.188, 0.099, 0.091]"
1,"[0.145, 0.093, 0.087, 0.189, 0.138, 0.086, 0.103, 0.098, 0.331, 0.103]"
2,"[0.18, 0.12, 0.087, 0.105, 0.178, 0.199, 0.109, 0.174, 0.099, 0.122]"
3,"[0.199, 0.113, 0.088, 0.29, 0.157, 0.086, 0.178, 0.358, 0.283, 0.279]"
4,"[0.247, 0.378, 0.144, 0.145, 0.174, 0.179, 0.336, 0.236, 0.227, 0.208]"
5,"[0.219, 0.236, 0.222, 0.32, 0.133, 0.218, 0.219, 0.367, 0.29, 0.324]"
6,"[0.223, 0.308, 0.269, 0.183, 0.365, 0.194, 0.319, 0.237, 0.214, 0.277]"
7,"[0.179, 0.135, 0.258, 0.392, 0.193, 0.207, 0.262, 0.4, 0.301, 0.375]"
8,"[0.305, 0.326, 0.38, 0.297, 0.408, 0.231, 0.433, 0.175, 0.157, 0.216]"
9,"[0.233, 0.142, 0.226, 0.433, 0.358, 0.279, 0.211, 0.368, 0.332, 0.358]"
10,"[0.347, 0.308, 0.298, 0.325, 0.432, 0.25, 0.366, 0.184, 0.174, 0.194]"
11,"[0.243, 0.184, 0.223, 0.434, 0.21, 0.303, 0.25, 0.379, 0.34, 0.371]"
12,"[0.36, 0.34, 0.289, 0.278, 0.412, 0.275, 0.357, 0.229, 0.21, 0.218]"
13,"[0.251, 0.202, 0.214, 0.43, 0.226, 0.332, 0.261, 0.38, 0.358, 0.351]"
14,"[0.408, 0.362, 0.295, 0.236, 0.378, 0.223, 0.367, 0.229, 0.241, 0.27]"
15,"[0.221, 0.235, 0.238, 0.43, 0.231, 0.36, 0.265, 0.386, 0.364, 0.346]"
16,"[0.423, 0.367, 0.284, 0.273, 0.34, 0.206, 0.371, 0.23, 0.251, 0.28]"
17,"[0.244, 0.233, 0.28, 0.435, 0.253, 0.398, 0.292, 0.387, 0.373, 0.345]"
18,"[0.416, 0.369, 0.282, 0.281, 0.405, 0.232, 0.376, 0.23, 0.251, 0.275]"
19,"[0.261, 0.225, 0.347, 0.455, 0.261, 0.392, 0.316, 0.386, 0.371, 0.344]"
20,"[0.397, 0.372, 0.279, 0.289, 0.467, 0.288, 0.377, 0.326, 0.269, 0.343]"
21,"[0.286, 0.21, 0.42, 0.484, 0.255, 0.388, 0.382, 0.382, 0.367, 0.339]"
22,"[0.381, 0.367, 0.289, 0.289, 0.505, 0.357, 0.378, 0.344, 0.319, 0.352]"
23,"[0.348, 0.251, 0.456, 0.482, 0.258, 0.37, 0.491, 0.38, 0.361, 0.345]"
24,"[0.375, 0.363, 0.296, 0.294, 0.535, 0.374, 0.378, 0.367, 0.389, 0.348]"
25,"[0.371, 0.244, 0.479, 0.462, 0.26, 0.346, 0.46, 0.381, 0.354, 0.359]"
26,"[0.364, 0.355, 0.299, 0.47, 0.581, 0.395, 0.401, 0.387, 0.412, 0.358]"
27,"[0.384, 0.295, 0.504, 0.499, 0.274, 0.34, 0.459, 0.37, 0.362, 0.366]"
28,"[0.331, 0.325, 0.311, 0.399, 0.569, 0.403, 0.417, 0.404, 0.399, 0.378]"
29,"[0.387, 0.322, 0.527, 0.498, 0.452, 0.329, 0.462, 0.336, 0.345, 0.342]"
30,"[0.327, 0.295, 0.387, 0.425, 0.552, 0.407, 0.388, 0.409, 0.392, 0.385]"
31,"[0.396, 0.34, 0.531, 0.488, 0.462, 0.328, 0.429, 0.316, 0.299, 0.312]"
32,"[0.329, 0.291, 0.452, 0.343, 0.525, 0.414, 0.367, 0.409, 0.408, 0.402]"
33,"[0.407, 0.36, 0.47, 0.543, 0.502, 0.329, 0.422, 0.318, 0.299, 0.31]"
34,"[0.328, 0.289, 0.412, 0.332, 0.515, 0.431, 0.36, 0.427, 0.418, 0.433]"
35,"[0.429, 0.369, 0.427, 0.576, 0.532, 0.331, 0.442, 0.327, 0.301, 0.316]"
36,"[0.33, 0.292, 0.47, 0.341, 0.465, 0.443, 0.369, 0.43, 0.429, 0.444]"
37,"[0.451, 0.389, 0.397, 0.553, 0.513, 0.347, 0.442, 0.339, 0.311, 0.331]"
38,"[0.335, 0.301, 0.477, 0.336, 0.451, 0.415, 0.406, 0.437, 0.438, 0.449]"
39,"[0.438, 0.394, 0.38, 0.522, 0.516, 0.382, 0.434, 0.34, 0.318, 0.339]"
40,"[0.361, 0.306, 0.477, 0.32, 0.44, 0.394, 0.439, 0.431, 0.439, 0.445]"
41,"[0.415, 0.395, 0.378, 0.455, 0.476, 0.413, 0.414, 0.358, 0.323, 0.352]"
42,"[0.391, 0.315, 0.483, 0.301, 0.428, 0.378, 0.458, 0.425, 0.444, 0.423]"
43,"[0.39, 0.386, 0.375, 0.429, 0.455, 0.438, 0.411, 0.375, 0.332, 0.366]"
44,"[0.418, 0.323, 0.488, 0.341, 0.419, 0.354, 0.488, 0.417, 0.435, 0.421]"
45,"[0.372, 0.375, 0.36, 0.378, 0.442, 0.463, 0.406, 0.392, 0.342, 0.387]"
46,"[0.452, 0.342, 0.478, 0.384, 0.424, 0.34, 0.498, 0.392, 0.432, 0.398]"
47,"[0.356, 0.364, 0.359, 0.291, 0.439, 0.466, 0.384, 0.438, 0.358, 0.423]"
48,"[0.477, 0.356, 0.453, 0.388, 0.414, 0.337, 0.49, 0.37, 0.422, 0.37]"
49,"[0.345, 0.333, 0.353, 0.332, 0.412, 0.466, 0.399, 0.458, 0.385, 0.439]"
50,"[0.47, 0.391, 0.442, 0.396, 0.395, 0.348, 0.468, 0.363, 0.396, 0.342]"
51,"[0.339, 0.316, 0.344, 0.448, 0.411, 0.496, 0.4, 0.458, 0.441, 0.461]"
52,"[0.471, 0.432, 0.411, 0.373, 0.371, 0.362, 0.461, 0.351, 0.373, 0.334]"
53,"[0.344, 0.31, 0.347, 0.367, 0.386, 0.496, 0.402, 0.48, 0.484, 0.476]"
54,"[0.51, 0.446, 0.389, 0.378, 0.376, 0.369, 0.462, 0.359, 0.361, 0.337]"
55,"[0.37, 0.309, 0.359, 0.356, 0.39, 0.468, 0.417, 0.485, 0.498, 0.477]"
56,"[0.516, 0.458, 0.377, 0.368, 0.395, 0.386, 0.458, 0.369, 0.358, 0.353]"
57,"[0.39, 0.317, 0.372, 0.387, 0.394, 0.435, 0.423, 0.482, 0.504, 0.489]"
58,"[0.473, 0.476, 0.39, 0.37, 0.4, 0.402, 0.438, 0.392, 0.364, 0.385]"
59,"[0.402, 0.336, 0.388, 0.418, 0.388, 0.415, 0.44, 0.445, 0.513, 0.459]"
60,"[0.445, 0.428, 0.388, 0.375, 0.4, 0.415, 0.405, 0.41, 0.38, 0.397]"
61,"[0.421, 0.362, 0.391, 0.457, 0.383, 0.398, 0.444, 0.409, 0.492, 0.425]"
62,"[0.419, 0.404, 0.365, 0.348, 0.396, 0.42, 0.377, 0.423, 0.398, 0.403]"
63,"[0.431, 0.379, 0.389, 0.466, 0.396, 0.371, 0.46, 0.38, 0.44, 0.397]"
64,"[0.391, 0.386, 0.365, 0.347, 0.393, 0.432, 0.353, 0.429, 0.413, 0.421]"
65,"[0.439, 0.393, 0.384, 0.424, 0.391, 0.355, 0.467, 0.362, 0.405, 0.358]"
66,"[0.366, 0.366, 0.358, 0.363, 0.396, 0.44, 0.335, 0.437, 0.418, 0.425]"
67,"[0.443, 0.402, 0.383, 0.428, 0.393, 0.343, 0.471, 0.347, 0.381, 0.344]"
68,"[0.354, 0.355, 0.353, 0.369, 0.395, 0.448, 0.332, 0.443, 0.436, 0.432]"
69,"[0.449, 0.413, 0.38, 0.397, 0.388, 0.331, 0.472, 0.339, 0.375, 0.341]"
70,"[0.347, 0.348, 0.347, 0.338, 0.398, 0.438, 0.316, 0.452, 0.444, 0.433]"
71,"[0.444, 0.424, 0.378, 0.382, 0.395, 0.335, 0.469, 0.328, 0.394, 0.337]"
72,"[0.337, 0.344, 0.34, 0.361, 0.397, 0.428, 0.317, 0.455, 0.457, 0.446]"
73,"[0.455, 0.438, 0.372, 0.361, 0.372, 0.334, 0.465, 0.332, 0.393, 0.332]"
74,"[0.344, 0.331, 0.341, 0.327, 0.39, 0.438, 0.32, 0.49, 0.504, 0.477]"
75,"[0.465, 0.465, 0.37, 0.375, 0.371, 0.345, 0.482, 0.333, 0.381, 0.337]"
76,"[0.352, 0.321, 0.348, 0.336, 0.375, 0.45, 0.337, 0.487, 0.512, 0.472]"
77,"[0.463, 0.452, 0.366, 0.415, 0.368, 0.35, 0.491, 0.343, 0.377, 0.35]"
78,"[0.347, 0.296, 0.349, 0.327, 0.386, 0.452, 0.357, 0.473, 0.496, 0.458]"
79,"[0.451, 0.449, 0.368, 0.416, 0.358, 0.34, 0.486, 0.334, 0.341, 0.345]"
80,"[0.338, 0.28, 0.359, 0.347, 0.379, 0.456, 0.363, 0.463, 0.473, 0.432]"
81,"[0.444, 0.429, 0.361, 0.385, 0.348, 0.332, 0.5, 0.305, 0.317, 0.312]"
82,"[0.344, 0.32, 0.344, 0.348, 0.368, 0.45, 0.319, 0.462, 0.457, 0.422]"
83,"[0.437, 0.421, 0.358, 0.401, 0.338, 0.319, 0.488, 0.306, 0.332, 0.314]"
84,"[0.345, 0.333, 0.318, 0.373, 0.364, 0.44, 0.318, 0.451, 0.452, 0.415]"
85,"[0.435, 0.412, 0.34, 0.425, 0.33, 0.32, 0.477, 0.314, 0.343, 0.313]"
86,"[0.345, 0.335, 0.322, 0.392, 0.356, 0.444, 0.326, 0.451, 0.441, 0.41]"
87,"[0.44, 0.413, 0.31, 0.434, 0.329, 0.317, 0.47, 0.312, 0.346, 0.318]"
88,"[0.344, 0.337, 0.319, 0.435, 0.348, 0.439, 0.334, 0.449, 0.432, 0.418]"
89,"[0.446, 0.412, 0.296, 0.479, 0.337, 0.32, 0.483, 0.315, 0.347, 0.324]"
90,"[0.35, 0.344, 0.305, 0.376, 0.337, 0.452, 0.365, 0.453, 0.44, 0.424]"
91,"[0.448, 0.42, 0.289, 0.519, 0.332, 0.322, 0.492, 0.339, 0.358, 0.346]"
92,"[0.358, 0.349, 0.289, 0.351, 0.316, 0.452, 0.36, 0.461, 0.444, 0.433]"
93,"[0.454, 0.418, 0.283, 0.511, 0.328, 0.348, 0.502, 0.383, 0.404, 0.372]"
94,"[0.401, 0.41, 0.283, 0.315, 0.313, 0.464, 0.336, 0.474, 0.448, 0.44]"
95,"[0.465, 0.424, 0.28, 0.51, 0.329, 0.362, 0.499, 0.357, 0.369, 0.328]"
96,"[0.353, 0.369, 0.273, 0.318, 0.3, 0.478, 0.32, 0.488, 0.455, 0.45]"
97,"[0.477, 0.433, 0.274, 0.42, 0.328, 0.308, 0.491, 0.329, 0.358, 0.309]"
98,"[0.325, 0.348, 0.254, 0.357, 0.295, 0.477, 0.301, 0.499, 0.462, 0.458]"
99,"[0.483, 0.45, 0.271, 0.343, 0.32, 0.291, 0.471, 0.32, 0.357, 0.294]"
