eigenvector_centrality,[6]
0,"[0.116, 0.091, 0.083, 0.105, 0.083, 0.112, 0.102, 0.112, 0.106, 0.102]"
1,"[0.162, 0.094, 0.083, 0.09, 0.091, 0.151, 0.093, 0.089, 0.106, 0.1]"
2,"[0.116, 0.124, 0.083, 0.181, 0.091, 0.112, 0.103, 0.104, 0.106, 0.103]"
3,"[0.116, 0.107, 0.083, 0.09, 0.091, 0.155, 0.093, 0.089, 0.106, 0.1]"
4,"[0.117, 0.091, 0.083, 0.101, 0.11, 0.112, 0.103, 0.104, 0.106, 0.103]"
5,"[0.102, 0.107, 0.083, 0.09, 0.148, 0.092, 0.093, 0.089, 0.106, 0.1]"
6,"[0.117, 0.109, 0.083, 0.101, 0.11, 0.112, 0.108, 0.104, 0.106, 0.102]"
7,"[0.102, 0.107, 0.184, 0.09, 0.094, 0.092, 0.093, 0.089, 0.106, 0.188]"
8,"[0.116, 0.104, 0.083, 0.101, 0.11, 0.112, 0.137, 0.17, 0.191, 0.102]"
9,"[0.161, 0.107, 0.104, 0.09, 0.16, 0.092, 0.093, 0.089, 0.106, 0.28]"
10,"[0.116, 0.104, 0.083, 0.101, 0.11, 0.112, 0.092, 0.2, 0.093, 0.102]"
11,"[0.175, 0.107, 0.197, 0.09, 0.091, 0.092, 0.093, 0.089, 0.106, 0.182]"
12,"[0.116, 0.104, 0.083, 0.101, 0.11, 0.112, 0.092, 0.206, 0.093, 0.102]"
13,"[0.08, 0.107, 0.108, 0.09, 0.091, 0.092, 0.158, 0.089, 0.106, 0.194]"
14,"[0.116, 0.104, 0.083, 0.101, 0.11, 0.112, 0.092, 0.226, 0.164, 0.102]"
15,"[0.08, 0.107, 0.108, 0.09, 0.091, 0.092, 0.177, 0.089, 0.106, 0.204]"
16,"[0.116, 0.104, 0.083, 0.168, 0.11, 0.112, 0.092, 0.169, 0.103, 0.102]"
17,"[0.08, 0.107, 0.108, 0.09, 0.095, 0.116, 0.176, 0.156, 0.106, 0.199]"
18,"[0.116, 0.104, 0.083, 0.181, 0.11, 0.112, 0.092, 0.18, 0.103, 0.102]"
19,"[0.08, 0.107, 0.108, 0.09, 0.142, 0.138, 0.154, 0.172, 0.106, 0.198]"
20,"[0.116, 0.106, 0.083, 0.181, 0.11, 0.112, 0.099, 0.172, 0.103, 0.102]"
21,"[0.08, 0.107, 0.108, 0.09, 0.197, 0.092, 0.093, 0.167, 0.106, 0.198]"
22,"[0.116, 0.181, 0.083, 0.164, 0.114, 0.112, 0.154, 0.181, 0.106, 0.102]"
23,"[0.08, 0.107, 0.108, 0.09, 0.172, 0.092, 0.095, 0.159, 0.106, 0.196]"
24,"[0.117, 0.198, 0.083, 0.102, 0.135, 0.112, 0.162, 0.181, 0.119, 0.102]"
25,"[0.102, 0.107, 0.108, 0.09, 0.175, 0.092, 0.104, 0.149, 0.106, 0.199]"
26,"[0.118, 0.204, 0.083, 0.102, 0.16, 0.112, 0.156, 0.174, 0.134, 0.102]"
27,"[0.186, 0.107, 0.108, 0.09, 0.186, 0.092, 0.093, 0.134, 0.106, 0.201]"
28,"[0.116, 0.21, 0.083, 0.101, 0.11, 0.112, 0.131, 0.156, 0.142, 0.102]"
29,"[0.183, 0.107, 0.11, 0.09, 0.192, 0.092, 0.093, 0.144, 0.106, 0.2]"
30,"[0.177, 0.211, 0.083, 0.101, 0.11, 0.112, 0.128, 0.134, 0.179, 0.102]"
31,"[0.173, 0.107, 0.141, 0.09, 0.216, 0.092, 0.099, 0.128, 0.106, 0.199]"
32,"[0.236, 0.212, 0.088, 0.101, 0.11, 0.112, 0.135, 0.177, 0.165, 0.102]"
33,"[0.167, 0.107, 0.239, 0.096, 0.217, 0.092, 0.184, 0.113, 0.11, 0.2]"
34,"[0.088, 0.211, 0.098, 0.101, 0.11, 0.113, 0.121, 0.272, 0.166, 0.103]"
35,"[0.219, 0.107, 0.256, 0.112, 0.231, 0.099, 0.2, 0.113, 0.108, 0.2]"
36,"[0.088, 0.211, 0.099, 0.101, 0.11, 0.122, 0.136, 0.302, 0.115, 0.116]"
37,"[0.234, 0.107, 0.167, 0.125, 0.244, 0.141, 0.18, 0.113, 0.108, 0.201]"
38,"[0.088, 0.213, 0.083, 0.101, 0.163, 0.136, 0.248, 0.279, 0.101, 0.174]"
39,"[0.217, 0.108, 0.131, 0.126, 0.335, 0.171, 0.092, 0.226, 0.106, 0.203]"
40,"[0.088, 0.203, 0.097, 0.102, 0.094, 0.147, 0.209, 0.26, 0.102, 0.197]"
41,"[0.275, 0.153, 0.107, 0.106, 0.377, 0.174, 0.092, 0.208, 0.11, 0.209]"
42,"[0.088, 0.2, 0.099, 0.113, 0.094, 0.147, 0.265, 0.179, 0.105, 0.2]"
43,"[0.238, 0.182, 0.106, 0.09, 0.405, 0.194, 0.092, 0.181, 0.127, 0.207]"
44,"[0.171, 0.214, 0.131, 0.122, 0.094, 0.123, 0.233, 0.106, 0.109, 0.202]"
45,"[0.151, 0.169, 0.106, 0.09, 0.391, 0.181, 0.092, 0.113, 0.164, 0.201]"
46,"[0.148, 0.211, 0.165, 0.164, 0.094, 0.115, 0.22, 0.085, 0.124, 0.201]"
47,"[0.138, 0.157, 0.106, 0.09, 0.384, 0.194, 0.092, 0.129, 0.178, 0.208]"
48,"[0.095, 0.208, 0.143, 0.169, 0.094, 0.114, 0.147, 0.085, 0.135, 0.201]"
49,"[0.15, 0.165, 0.106, 0.09, 0.321, 0.213, 0.092, 0.126, 0.219, 0.204]"
50,"[0.141, 0.207, 0.2, 0.127, 0.094, 0.132, 0.118, 0.163, 0.143, 0.201]"
51,"[0.155, 0.183, 0.106, 0.124, 0.239, 0.206, 0.092, 0.126, 0.24, 0.205]"
52,"[0.18, 0.239, 0.245, 0.117, 0.094, 0.228, 0.13, 0.202, 0.14, 0.203]"
53,"[0.173, 0.202, 0.106, 0.228, 0.188, 0.198, 0.178, 0.131, 0.268, 0.209]"
54,"[0.243, 0.305, 0.246, 0.12, 0.102, 0.269, 0.164, 0.263, 0.122, 0.203]"
55,"[0.18, 0.206, 0.106, 0.268, 0.165, 0.208, 0.198, 0.13, 0.278, 0.225]"
56,"[0.244, 0.336, 0.224, 0.148, 0.215, 0.276, 0.107, 0.224, 0.137, 0.203]"
57,"[0.159, 0.209, 0.104, 0.252, 0.128, 0.207, 0.227, 0.192, 0.278, 0.319]"
58,"[0.225, 0.331, 0.171, 0.205, 0.235, 0.279, 0.103, 0.22, 0.162, 0.204]"
59,"[0.149, 0.211, 0.16, 0.226, 0.112, 0.217, 0.339, 0.159, 0.271, 0.358]"
60,"[0.241, 0.303, 0.154, 0.226, 0.226, 0.268, 0.141, 0.236, 0.183, 0.203]"
61,"[0.158, 0.211, 0.174, 0.236, 0.112, 0.219, 0.346, 0.157, 0.241, 0.355]"
62,"[0.098, 0.286, 0.12, 0.232, 0.212, 0.251, 0.141, 0.129, 0.191, 0.204]"
63,"[0.163, 0.211, 0.169, 0.24, 0.112, 0.215, 0.222, 0.158, 0.216, 0.336]"
64,"[0.088, 0.257, 0.089, 0.231, 0.191, 0.258, 0.144, 0.111, 0.201, 0.204]"
65,"[0.179, 0.211, 0.187, 0.203, 0.112, 0.213, 0.107, 0.149, 0.193, 0.324]"
66,"[0.089, 0.245, 0.089, 0.218, 0.17, 0.262, 0.111, 0.14, 0.219, 0.203]"
67,"[0.202, 0.211, 0.217, 0.183, 0.112, 0.234, 0.092, 0.176, 0.184, 0.317]"
