eigenvector_centrality,[3]
0,"[0.103, 0.099, 0.108, 0.081, 0.133, 0.103, 0.102, 0.113, 0.091, 0.213]"
1,"[0.102, 0.086, 0.087, 0.105, 0.11, 0.108, 0.197, 0.085, 0.093, 0.184]"
2,"[0.103, 0.088, 0.104, 0.171, 0.112, 0.103, 0.102, 0.195, 0.167, 0.212]"
3,"[0.189, 0.13, 0.111, 0.105, 0.11, 0.102, 0.109, 0.098, 0.093, 0.163]"
4,"[0.103, 0.087, 0.147, 0.093, 0.112, 0.103, 0.102, 0.189, 0.179, 0.103]"
5,"[0.205, 0.104, 0.109, 0.153, 0.11, 0.103, 0.109, 0.092, 0.093, 0.103]"
6,"[0.103, 0.103, 0.106, 0.093, 0.112, 0.103, 0.102, 0.104, 0.179, 0.103]"
7,"[0.205, 0.207, 0.109, 0.101, 0.11, 0.146, 0.109, 0.152, 0.093, 0.103]"
8,"[0.103, 0.099, 0.096, 0.093, 0.112, 0.103, 0.102, 0.104, 0.2, 0.103]"
9,"[0.25, 0.206, 0.109, 0.101, 0.11, 0.19, 0.173, 0.169, 0.093, 0.103]"
10,"[0.103, 0.099, 0.148, 0.093, 0.112, 0.103, 0.102, 0.104, 0.199, 0.103]"
11,"[0.206, 0.178, 0.109, 0.101, 0.11, 0.129, 0.237, 0.188, 0.093, 0.103]"
12,"[0.103, 0.099, 0.169, 0.093, 0.112, 0.103, 0.102, 0.104, 0.192, 0.103]"
13,"[0.199, 0.105, 0.117, 0.128, 0.11, 0.095, 0.221, 0.186, 0.093, 0.103]"
14,"[0.103, 0.099, 0.124, 0.093, 0.112, 0.103, 0.102, 0.118, 0.189, 0.103]"
15,"[0.195, 0.088, 0.087, 0.171, 0.11, 0.095, 0.247, 0.184, 0.093, 0.271]"
16,"[0.103, 0.099, 0.108, 0.094, 0.112, 0.103, 0.102, 0.085, 0.189, 0.103]"
17,"[0.195, 0.096, 0.087, 0.184, 0.11, 0.095, 0.261, 0.187, 0.093, 0.263]"
18,"[0.103, 0.099, 0.108, 0.157, 0.112, 0.103, 0.102, 0.093, 0.191, 0.103]"
19,"[0.2, 0.152, 0.087, 0.201, 0.11, 0.095, 0.253, 0.188, 0.093, 0.276]"
20,"[0.103, 0.099, 0.108, 0.188, 0.112, 0.103, 0.102, 0.138, 0.197, 0.103]"
21,"[0.208, 0.178, 0.087, 0.201, 0.11, 0.095, 0.244, 0.182, 0.093, 0.29]"
22,"[0.103, 0.135, 0.115, 0.203, 0.112, 0.103, 0.102, 0.161, 0.2, 0.103]"
23,"[0.208, 0.188, 0.09, 0.191, 0.11, 0.095, 0.216, 0.161, 0.093, 0.273]"
24,"[0.103, 0.21, 0.157, 0.21, 0.112, 0.103, 0.104, 0.147, 0.2, 0.103]"
25,"[0.208, 0.226, 0.087, 0.17, 0.11, 0.095, 0.21, 0.143, 0.093, 0.245]"
26,"[0.103, 0.267, 0.188, 0.19, 0.112, 0.112, 0.191, 0.156, 0.2, 0.103]"
27,"[0.212, 0.26, 0.166, 0.17, 0.178, 0.1, 0.246, 0.121, 0.093, 0.204]"
28,"[0.103, 0.28, 0.187, 0.19, 0.112, 0.129, 0.231, 0.167, 0.199, 0.103]"
29,"[0.24, 0.252, 0.205, 0.154, 0.196, 0.131, 0.238, 0.108, 0.103, 0.192]"
30,"[0.142, 0.258, 0.207, 0.158, 0.112, 0.192, 0.284, 0.163, 0.199, 0.103]"
31,"[0.265, 0.191, 0.205, 0.081, 0.2, 0.173, 0.235, 0.103, 0.152, 0.183]"
32,"[0.191, 0.217, 0.264, 0.137, 0.112, 0.204, 0.279, 0.14, 0.2, 0.103]"
33,"[0.279, 0.182, 0.205, 0.081, 0.202, 0.196, 0.201, 0.096, 0.173, 0.166]"
34,"[0.189, 0.19, 0.306, 0.068, 0.118, 0.19, 0.266, 0.115, 0.199, 0.103]"
35,"[0.263, 0.17, 0.232, 0.081, 0.222, 0.206, 0.177, 0.092, 0.166, 0.143]"
36,"[0.143, 0.172, 0.321, 0.081, 0.152, 0.18, 0.218, 0.099, 0.18, 0.103]"
37,"[0.268, 0.164, 0.216, 0.0, 0.252, 0.207, 0.095, 0.092, 0.132, 0.13]"
38,"[0.103, 0.163, 0.29, 0.019, 0.179, 0.177, 0.238, 0.093, 0.109, 0.103]"
39,"[0.17, 0.162, 0.197, 0.081, 0.26, 0.21, 0.095, 0.092, 0.122, 0.125]"
40,"[0.103, 0.168, 0.27, 0.081, 0.183, 0.176, 0.095, 0.093, 0.109, 0.103]"
41,"[0.172, 0.164, 0.167, 0.029, 0.268, 0.241, 0.095, 0.092, 0.123, 0.13]"
42,"[0.103, 0.165, 0.173, 0.081, 0.196, 0.151, 0.095, 0.096, 0.109, 0.106]"
43,"[0.174, 0.169, 0.094, 0.08, 0.268, 0.272, 0.095, 0.092, 0.133, 0.131]"
44,"[0.103, 0.168, 0.097, 0.081, 0.201, 0.142, 0.095, 0.097, 0.109, 0.108]"
45,"[0.181, 0.169, 0.094, 0.076, 0.268, 0.277, 0.095, 0.093, 0.152, 0.131]"
46,"[0.103, 0.166, 0.098, 0.081, 0.23, 0.15, 0.095, 0.097, 0.109, 0.124]"
47,"[0.176, 0.169, 0.094, 0.081, 0.26, 0.268, 0.095, 0.097, 0.145, 0.135]"
48,"[0.103, 0.161, 0.094, 0.081, 0.267, 0.153, 0.095, 0.099, 0.109, 0.13]"
49,"[0.137, 0.172, 0.094, 0.081, 0.25, 0.262, 0.095, 0.097, 0.131, 0.142]"
50,"[0.145, 0.164, 0.093, 0.081, 0.287, 0.155, 0.095, 0.102, 0.111, 0.13]"
51,"[0.12, 0.18, 0.092, 0.081, 0.207, 0.255, 0.095, 0.096, 0.183, 0.152]"
52,"[0.192, 0.163, 0.094, 0.08, 0.299, 0.161, 0.095, 0.106, 0.154, 0.136]"
53,"[0.098, 0.194, 0.092, 0.081, 0.191, 0.255, 0.095, 0.095, 0.146, 0.177]"
54,"[0.106, 0.162, 0.094, 0.079, 0.312, 0.173, 0.095, 0.11, 0.183, 0.138]"
55,"[0.11, 0.209, 0.091, 0.081, 0.185, 0.253, 0.095, 0.095, 0.109, 0.187]"
56,"[0.106, 0.162, 0.094, 0.072, 0.329, 0.181, 0.095, 0.117, 0.186, 0.13]"
57,"[0.106, 0.22, 0.088, 0.081, 0.176, 0.251, 0.095, 0.096, 0.109, 0.191]"
58,"[0.106, 0.166, 0.094, 0.056, 0.337, 0.184, 0.095, 0.127, 0.195, 0.12]"
59,"[0.096, 0.228, 0.092, 0.081, 0.174, 0.252, 0.095, 0.096, 0.109, 0.213]"
60,"[0.106, 0.171, 0.094, 0.02, 0.347, 0.184, 0.095, 0.144, 0.186, 0.12]"
61,"[0.081, 0.231, 0.092, 0.081, 0.174, 0.247, 0.095, 0.096, 0.109, 0.223]"
62,"[0.106, 0.172, 0.094, 0.009, 0.352, 0.179, 0.095, 0.154, 0.187, 0.122]"
63,"[0.08, 0.231, 0.092, 0.067, 0.174, 0.247, 0.095, 0.1, 0.109, 0.234]"
64,"[0.106, 0.177, 0.094, 0.081, 0.352, 0.178, 0.095, 0.163, 0.175, 0.13]"
65,"[0.08, 0.226, 0.094, 0.002, 0.175, 0.246, 0.095, 0.107, 0.109, 0.237]"
66,"[0.106, 0.181, 0.094, 0.031, 0.355, 0.172, 0.095, 0.173, 0.158, 0.138]"
67,"[0.08, 0.217, 0.113, 0.017, 0.18, 0.24, 0.095, 0.112, 0.109, 0.236]"
68,"[0.106, 0.184, 0.094, 0.01, 0.364, 0.172, 0.095, 0.174, 0.13, 0.154]"
69,"[0.08, 0.215, 0.089, 0.06, 0.187, 0.245, 0.095, 0.123, 0.109, 0.231]"
70,"[0.106, 0.189, 0.095, 0.008, 0.357, 0.171, 0.095, 0.173, 0.114, 0.174]"
71,"[0.082, 0.212, 0.045, 0.022, 0.2, 0.249, 0.101, 0.125, 0.109, 0.227]"
72,"[0.106, 0.189, 0.092, 0.018, 0.349, 0.175, 0.095, 0.176, 0.113, 0.181]"
73,"[0.088, 0.21, 0.025, 0.091, 0.207, 0.252, 0.086, 0.133, 0.109, 0.228]"
74,"[0.106, 0.193, 0.065, 0.044, 0.351, 0.174, 0.095, 0.174, 0.119, 0.19]"
75,"[0.112, 0.209, 0.028, 0.093, 0.218, 0.253, 0.022, 0.141, 0.109, 0.225]"
76,"[0.106, 0.191, 0.109, 0.007, 0.352, 0.184, 0.079, 0.166, 0.12, 0.197]"
77,"[0.115, 0.204, 0.017, 0.016, 0.23, 0.251, 0.018, 0.143, 0.109, 0.227]"
78,"[0.106, 0.191, 0.097, 0.056, 0.354, 0.187, 0.085, 0.157, 0.115, 0.198]"
79,"[0.088, 0.2, 0.007, 0.015, 0.232, 0.25, 0.006, 0.144, 0.109, 0.223]"
80,"[0.106, 0.191, 0.085, 0.093, 0.335, 0.192, 0.078, 0.147, 0.113, 0.198]"
81,"[0.085, 0.193, 0.092, 0.003, 0.233, 0.252, 0.007, 0.142, 0.109, 0.216]"
82,"[0.106, 0.198, 0.109, 0.003, 0.344, 0.189, 0.081, 0.139, 0.119, 0.197]"
83,"[0.08, 0.186, 0.019, 0.003, 0.239, 0.253, 0.017, 0.137, 0.109, 0.212]"
84,"[0.106, 0.205, 0.076, 0.0, 0.323, 0.198, 0.079, 0.133, 0.133, 0.196]"
85,"[0.08, 0.171, 0.003, 0.001, 0.234, 0.252, 0.028, 0.134, 0.109, 0.21]"
86,"[0.106, 0.212, 0.025, 0.006, 0.272, 0.186, 0.09, 0.135, 0.149, 0.194]"
87,"[0.093, 0.167, 0.038, 0.002, 0.23, 0.259, 0.077, 0.138, 0.109, 0.21]"
88,"[0.106, 0.212, 0.057, 0.08, 0.224, 0.176, 0.095, 0.138, 0.158, 0.192]"
89,"[0.097, 0.171, 0.065, 0.009, 0.218, 0.275, 0.095, 0.138, 0.109, 0.208]"
90,"[0.106, 0.211, 0.069, 0.001, 0.206, 0.174, 0.095, 0.144, 0.16, 0.182]"
91,"[0.099, 0.174, 0.038, 0.078, 0.208, 0.293, 0.074, 0.141, 0.109, 0.211]"
92,"[0.106, 0.21, 0.089, 0.014, 0.195, 0.167, 0.095, 0.149, 0.163, 0.179]"
93,"[0.099, 0.179, 0.02, 0.093, 0.196, 0.305, 0.061, 0.141, 0.109, 0.209]"
94,"[0.106, 0.211, 0.182, 0.003, 0.166, 0.164, 0.094, 0.15, 0.159, 0.174]"
95,"[0.11, 0.188, 0.051, 0.014, 0.201, 0.312, 0.052, 0.132, 0.109, 0.205]"
96,"[0.106, 0.21, 0.15, 0.003, 0.138, 0.164, 0.095, 0.151, 0.157, 0.159]"
97,"[0.116, 0.194, 0.079, 0.005, 0.194, 0.305, 0.07, 0.128, 0.109, 0.208]"
98,"[0.106, 0.207, 0.146, 0.006, 0.116, 0.16, 0.095, 0.145, 0.153, 0.144]"
99,"[0.123, 0.213, 0.073, 0.004, 0.193, 0.306, 0.064, 0.123, 0.109, 0.211]"
