eigenvector_centrality,[1]
0,"[0.138, 0.109, 0.19, 0.097, 0.11, 0.097, 0.103, 0.098, 0.106, 0.128]"
1,"[0.116, 0.126, 0.288, 0.097, 0.2, 0.217, 0.16, 0.102, 0.237, 0.191]"
2,"[0.321, 0.112, 0.254, 0.18, 0.372, 0.169, 0.186, 0.159, 0.228, 0.139]"
3,"[0.14, 0.104, 0.162, 0.191, 0.185, 0.172, 0.226, 0.102, 0.302, 0.304]"
4,"[0.223, 0.268, 0.201, 0.198, 0.39, 0.092, 0.272, 0.174, 0.223, 0.103]"
5,"[0.295, 0.137, 0.193, 0.282, 0.113, 0.15, 0.204, 0.113, 0.34, 0.227]"
6,"[0.261, 0.257, 0.234, 0.26, 0.338, 0.197, 0.354, 0.179, 0.187, 0.107]"
7,"[0.382, 0.24, 0.386, 0.259, 0.119, 0.166, 0.225, 0.296, 0.29, 0.257]"
8,"[0.185, 0.272, 0.283, 0.294, 0.382, 0.278, 0.407, 0.144, 0.187, 0.183]"
9,"[0.346, 0.255, 0.315, 0.275, 0.151, 0.121, 0.217, 0.316, 0.357, 0.203]"
10,"[0.184, 0.297, 0.311, 0.213, 0.37, 0.266, 0.351, 0.111, 0.193, 0.276]"
11,"[0.304, 0.25, 0.281, 0.275, 0.191, 0.113, 0.216, 0.335, 0.318, 0.204]"
12,"[0.183, 0.365, 0.288, 0.108, 0.337, 0.264, 0.333, 0.109, 0.202, 0.307]"
13,"[0.312, 0.311, 0.14, 0.226, 0.222, 0.113, 0.221, 0.336, 0.296, 0.214]"
14,"[0.181, 0.324, 0.289, 0.097, 0.356, 0.243, 0.34, 0.137, 0.211, 0.324]"
15,"[0.313, 0.31, 0.106, 0.227, 0.257, 0.115, 0.221, 0.335, 0.33, 0.309]"
16,"[0.18, 0.32, 0.323, 0.096, 0.375, 0.27, 0.351, 0.154, 0.215, 0.329]"
17,"[0.307, 0.288, 0.105, 0.252, 0.259, 0.117, 0.221, 0.352, 0.347, 0.395]"
18,"[0.193, 0.338, 0.333, 0.096, 0.386, 0.285, 0.345, 0.183, 0.23, 0.345]"
19,"[0.322, 0.289, 0.16, 0.272, 0.264, 0.138, 0.22, 0.336, 0.354, 0.39]"
20,"[0.274, 0.33, 0.33, 0.099, 0.396, 0.288, 0.323, 0.22, 0.234, 0.368]"
21,"[0.299, 0.292, 0.21, 0.266, 0.268, 0.156, 0.226, 0.328, 0.348, 0.362]"
22,"[0.292, 0.309, 0.311, 0.132, 0.386, 0.283, 0.304, 0.299, 0.252, 0.354]"
23,"[0.288, 0.28, 0.242, 0.264, 0.29, 0.183, 0.252, 0.319, 0.323, 0.353]"
24,"[0.285, 0.306, 0.305, 0.232, 0.37, 0.275, 0.298, 0.354, 0.275, 0.352]"
25,"[0.284, 0.257, 0.253, 0.262, 0.344, 0.289, 0.292, 0.321, 0.299, 0.367]"
26,"[0.283, 0.357, 0.298, 0.243, 0.364, 0.272, 0.294, 0.375, 0.381, 0.358]"
27,"[0.329, 0.297, 0.274, 0.279, 0.423, 0.336, 0.28, 0.304, 0.25, 0.354]"
28,"[0.301, 0.308, 0.341, 0.222, 0.289, 0.275, 0.291, 0.38, 0.321, 0.356]"
29,"[0.303, 0.303, 0.267, 0.268, 0.399, 0.318, 0.27, 0.323, 0.267, 0.358]"
30,"[0.368, 0.309, 0.341, 0.215, 0.383, 0.284, 0.272, 0.38, 0.289, 0.423]"
31,"[0.319, 0.302, 0.282, 0.274, 0.34, 0.33, 0.257, 0.373, 0.326, 0.373]"
32,"[0.398, 0.331, 0.379, 0.296, 0.381, 0.28, 0.308, 0.372, 0.271, 0.462]"
33,"[0.34, 0.318, 0.305, 0.319, 0.333, 0.343, 0.264, 0.388, 0.357, 0.42]"
34,"[0.405, 0.365, 0.382, 0.342, 0.426, 0.342, 0.326, 0.331, 0.283, 0.456]"
