eigenvector_centrality,[7]
0,"[0.102, 0.212, 0.166, 0.096, 0.095, 0.107, 0.114, 0.119, 0.113, 0.154]"
1,"[0.102, 0.109, 0.199, 0.227, 0.091, 0.121, 0.222, 0.092, 0.094, 0.109]"
2,"[0.102, 0.107, 0.087, 0.09, 0.097, 0.197, 0.22, 0.119, 0.113, 0.103]"
3,"[0.124, 0.109, 0.195, 0.117, 0.091, 0.095, 0.103, 0.092, 0.093, 0.103]"
4,"[0.105, 0.107, 0.087, 0.09, 0.094, 0.195, 0.109, 0.089, 0.113, 0.103]"
5,"[0.089, 0.109, 0.2, 0.117, 0.091, 0.095, 0.103, 0.104, 0.093, 0.103]"
6,"[0.105, 0.107, 0.087, 0.09, 0.097, 0.198, 0.109, 0.089, 0.113, 0.103]"
7,"[0.137, 0.109, 0.2, 0.117, 0.091, 0.095, 0.103, 0.219, 0.093, 0.103]"
8,"[0.105, 0.107, 0.087, 0.09, 0.102, 0.194, 0.109, 0.089, 0.113, 0.102]"
9,"[0.109, 0.109, 0.191, 0.117, 0.091, 0.095, 0.103, 0.119, 0.093, 0.103]"
10,"[0.105, 0.107, 0.087, 0.09, 0.111, 0.119, 0.259, 0.089, 0.113, 0.102]"
11,"[0.102, 0.109, 0.2, 0.117, 0.091, 0.095, 0.103, 0.119, 0.093, 0.103]"
12,"[0.105, 0.107, 0.087, 0.09, 0.141, 0.107, 0.216, 0.089, 0.113, 0.102]"
13,"[0.102, 0.109, 0.198, 0.117, 0.091, 0.095, 0.104, 0.119, 0.093, 0.103]"
14,"[0.105, 0.107, 0.087, 0.09, 0.158, 0.107, 0.18, 0.089, 0.113, 0.102]"
15,"[0.102, 0.109, 0.097, 0.117, 0.091, 0.095, 0.204, 0.119, 0.093, 0.103]"
16,"[0.105, 0.107, 0.087, 0.09, 0.163, 0.107, 0.148, 0.089, 0.113, 0.102]"
17,"[0.102, 0.109, 0.097, 0.117, 0.091, 0.095, 0.165, 0.119, 0.093, 0.103]"
18,"[0.105, 0.107, 0.087, 0.09, 0.155, 0.108, 0.149, 0.089, 0.113, 0.102]"
19,"[0.102, 0.109, 0.098, 0.117, 0.091, 0.095, 0.102, 0.119, 0.093, 0.103]"
20,"[0.106, 0.107, 0.087, 0.09, 0.112, 0.108, 0.098, 0.089, 0.113, 0.102]"
21,"[0.102, 0.109, 0.103, 0.117, 0.091, 0.095, 0.102, 0.119, 0.093, 0.103]"
22,"[0.172, 0.125, 0.087, 0.09, 0.108, 0.107, 0.095, 0.089, 0.113, 0.102]"
23,"[0.102, 0.109, 0.098, 0.12, 0.091, 0.095, 0.102, 0.119, 0.094, 0.103]"
24,"[0.193, 0.142, 0.121, 0.09, 0.104, 0.107, 0.095, 0.188, 0.113, 0.103]"
25,"[0.124, 0.109, 0.098, 0.144, 0.091, 0.175, 0.108, 0.285, 0.108, 0.103]"
26,"[0.189, 0.159, 0.141, 0.09, 0.1, 0.121, 0.312, 0.119, 0.113, 0.104]"
27,"[0.134, 0.109, 0.111, 0.186, 0.091, 0.154, 0.185, 0.205, 0.134, 0.154]"
28,"[0.189, 0.221, 0.228, 0.09, 0.1, 0.107, 0.095, 0.119, 0.113, 0.213]"
29,"[0.201, 0.109, 0.097, 0.196, 0.091, 0.203, 0.098, 0.203, 0.212, 0.145]"
30,"[0.181, 0.217, 0.196, 0.09, 0.1, 0.107, 0.135, 0.119, 0.113, 0.102]"
31,"[0.213, 0.109, 0.097, 0.205, 0.091, 0.114, 0.094, 0.204, 0.088, 0.1]"
32,"[0.257, 0.091, 0.094, 0.09, 0.101, 0.107, 0.094, 0.119, 0.113, 0.101]"
33,"[0.259, 0.109, 0.097, 0.18, 0.091, 0.108, 0.094, 0.165, 0.088, 0.1]"
34,"[0.177, 0.091, 0.095, 0.09, 0.153, 0.107, 0.094, 0.119, 0.186, 0.101]"
35,"[0.294, 0.134, 0.097, 0.158, 0.091, 0.108, 0.094, 0.189, 0.088, 0.1]"
36,"[0.108, 0.091, 0.094, 0.09, 0.159, 0.107, 0.094, 0.094, 0.187, 0.1]"
37,"[0.277, 0.219, 0.097, 0.13, 0.159, 0.108, 0.1, 0.2, 0.088, 0.1]"
38,"[0.103, 0.091, 0.094, 0.09, 0.14, 0.107, 0.094, 0.094, 0.177, 0.1]"
39,"[0.275, 0.212, 0.097, 0.119, 0.177, 0.108, 0.094, 0.099, 0.088, 0.1]"
40,"[0.103, 0.091, 0.094, 0.103, 0.104, 0.107, 0.094, 0.094, 0.164, 0.1]"
41,"[0.282, 0.21, 0.097, 0.117, 0.165, 0.108, 0.065, 0.095, 0.088, 0.1]"
42,"[0.103, 0.091, 0.094, 0.121, 0.104, 0.107, 0.027, 0.094, 0.173, 0.088]"
43,"[0.281, 0.21, 0.097, 0.129, 0.144, 0.108, 0.095, 0.094, 0.088, 0.098]"
44,"[0.104, 0.091, 0.094, 0.225, 0.097, 0.099, 0.095, 0.094, 0.204, 0.074]"
45,"[0.205, 0.185, 0.094, 0.136, 0.135, 0.108, 0.095, 0.094, 0.088, 0.098]"
46,"[0.104, 0.091, 0.094, 0.21, 0.095, 0.108, 0.095, 0.094, 0.175, 0.096]"
47,"[0.213, 0.183, 0.094, 0.144, 0.189, 0.108, 0.095, 0.094, 0.149, 0.098]"
48,"[0.111, 0.153, 0.094, 0.206, 0.094, 0.108, 0.095, 0.094, 0.156, 0.098]"
49,"[0.106, 0.181, 0.094, 0.124, 0.243, 0.108, 0.095, 0.094, 0.109, 0.098]"
50,"[0.145, 0.112, 0.094, 0.207, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
51,"[0.106, 0.117, 0.094, 0.117, 0.269, 0.108, 0.095, 0.094, 0.109, 0.098]"
52,"[0.106, 0.112, 0.094, 0.207, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
53,"[0.106, 0.112, 0.094, 0.117, 0.232, 0.108, 0.095, 0.094, 0.109, 0.098]"
54,"[0.106, 0.112, 0.094, 0.206, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
55,"[0.106, 0.112, 0.094, 0.117, 0.198, 0.108, 0.095, 0.094, 0.109, 0.098]"
56,"[0.106, 0.112, 0.094, 0.206, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
57,"[0.106, 0.112, 0.094, 0.117, 0.21, 0.108, 0.095, 0.094, 0.109, 0.098]"
58,"[0.106, 0.112, 0.094, 0.202, 0.094, 0.108, 0.095, 0.094, 0.108, 0.098]"
59,"[0.106, 0.112, 0.094, 0.117, 0.224, 0.108, 0.095, 0.094, 0.109, 0.098]"
60,"[0.106, 0.112, 0.094, 0.178, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
61,"[0.199, 0.111, 0.094, 0.117, 0.225, 0.108, 0.095, 0.094, 0.109, 0.098]"
62,"[0.106, 0.112, 0.094, 0.123, 0.097, 0.108, 0.095, 0.094, 0.109, 0.098]"
63,"[0.204, 0.112, 0.094, 0.117, 0.174, 0.108, 0.095, 0.094, 0.109, 0.098]"
64,"[0.106, 0.112, 0.094, 0.117, 0.11, 0.108, 0.095, 0.094, 0.109, 0.098]"
65,"[0.187, 0.112, 0.094, 0.117, 0.166, 0.108, 0.095, 0.094, 0.109, 0.098]"
66,"[0.106, 0.112, 0.094, 0.117, 0.115, 0.108, 0.095, 0.094, 0.109, 0.098]"
67,"[0.168, 0.112, 0.094, 0.117, 0.171, 0.108, 0.095, 0.094, 0.109, 0.098]"
68,"[0.106, 0.112, 0.094, 0.117, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
69,"[0.155, 0.112, 0.094, 0.117, 0.165, 0.108, 0.095, 0.094, 0.109, 0.098]"
70,"[0.106, 0.112, 0.094, 0.117, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
71,"[0.148, 0.112, 0.094, 0.117, 0.14, 0.108, 0.095, 0.094, 0.109, 0.098]"
72,"[0.106, 0.112, 0.094, 0.117, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
73,"[0.131, 0.112, 0.094, 0.117, 0.099, 0.108, 0.095, 0.094, 0.109, 0.098]"
74,"[0.106, 0.112, 0.094, 0.133, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
75,"[0.127, 0.112, 0.094, 0.117, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
76,"[0.106, 0.112, 0.094, 0.108, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
77,"[0.131, 0.112, 0.094, 0.117, 0.099, 0.108, 0.095, 0.094, 0.109, 0.098]"
78,"[0.106, 0.112, 0.094, 0.096, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
79,"[0.135, 0.112, 0.094, 0.117, 0.095, 0.108, 0.095, 0.094, 0.109, 0.098]"
80,"[0.106, 0.112, 0.094, 0.088, 0.094, 0.109, 0.095, 0.094, 0.109, 0.098]"
81,"[0.104, 0.112, 0.094, 0.117, 0.096, 0.108, 0.095, 0.094, 0.109, 0.098]"
82,"[0.106, 0.112, 0.094, 0.076, 0.094, 0.111, 0.095, 0.094, 0.109, 0.098]"
83,"[0.088, 0.112, 0.095, 0.117, 0.096, 0.108, 0.095, 0.094, 0.109, 0.098]"
84,"[0.106, 0.112, 0.094, 0.081, 0.094, 0.111, 0.095, 0.094, 0.109, 0.098]"
85,"[0.096, 0.112, 0.096, 0.117, 0.098, 0.108, 0.095, 0.094, 0.109, 0.098]"
86,"[0.106, 0.112, 0.094, 0.151, 0.094, 0.109, 0.095, 0.094, 0.109, 0.098]"
87,"[0.097, 0.112, 0.096, 0.117, 0.125, 0.108, 0.095, 0.094, 0.109, 0.098]"
88,"[0.106, 0.112, 0.094, 0.153, 0.094, 0.109, 0.095, 0.094, 0.109, 0.098]"
89,"[0.098, 0.112, 0.096, 0.117, 0.158, 0.108, 0.095, 0.094, 0.109, 0.099]"
90,"[0.106, 0.112, 0.094, 0.165, 0.094, 0.109, 0.095, 0.094, 0.109, 0.098]"
91,"[0.122, 0.112, 0.094, 0.117, 0.111, 0.108, 0.095, 0.094, 0.109, 0.099]"
92,"[0.106, 0.112, 0.094, 0.172, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
93,"[0.143, 0.112, 0.094, 0.117, 0.106, 0.108, 0.095, 0.094, 0.109, 0.099]"
94,"[0.106, 0.112, 0.094, 0.176, 0.094, 0.108, 0.095, 0.094, 0.109, 0.098]"
95,"[0.139, 0.112, 0.094, 0.117, 0.104, 0.108, 0.095, 0.094, 0.109, 0.099]"
96,"[0.106, 0.112, 0.094, 0.176, 0.095, 0.108, 0.095, 0.094, 0.109, 0.098]"
97,"[0.141, 0.112, 0.094, 0.119, 0.103, 0.108, 0.095, 0.094, 0.109, 0.099]"
98,"[0.106, 0.112, 0.094, 0.196, 0.113, 0.108, 0.095, 0.094, 0.109, 0.098]"
99,"[0.135, 0.112, 0.094, 0.116, 0.103, 0.108, 0.095, 0.094, 0.109, 0.099]"
