eigenvector_centrality,[0]
0,"[0.116, 0.116, 0.093, 0.105, 0.109, 0.152, 0.093, 0.114, 0.158, 0.122]"
1,"[0.102, 0.093, 0.113, 0.152, 0.11, 0.086, 0.103, 0.17, 0.144, 0.164]"
2,"[0.158, 0.114, 0.087, 0.102, 0.083, 0.09, 0.207, 0.104, 0.144, 0.079]"
3,"[0.102, 0.093, 0.116, 0.114, 0.11, 0.152, 0.103, 0.172, 0.145, 0.183]"
4,"[0.118, 0.129, 0.095, 0.203, 0.101, 0.172, 0.206, 0.151, 0.182, 0.079]"
5,"[0.155, 0.142, 0.187, 0.189, 0.261, 0.168, 0.114, 0.176, 0.192, 0.185]"
6,"[0.184, 0.206, 0.157, 0.213, 0.309, 0.191, 0.215, 0.18, 0.185, 0.159]"
7,"[0.194, 0.328, 0.192, 0.291, 0.264, 0.314, 0.178, 0.259, 0.317, 0.327]"
8,"[0.266, 0.208, 0.172, 0.21, 0.24, 0.191, 0.227, 0.183, 0.185, 0.162]"
9,"[0.194, 0.325, 0.182, 0.295, 0.241, 0.303, 0.206, 0.253, 0.328, 0.316]"
10,"[0.268, 0.208, 0.226, 0.21, 0.187, 0.191, 0.212, 0.211, 0.186, 0.163]"
11,"[0.195, 0.326, 0.193, 0.302, 0.308, 0.317, 0.223, 0.271, 0.336, 0.319]"
12,"[0.277, 0.208, 0.215, 0.211, 0.22, 0.19, 0.21, 0.358, 0.187, 0.165]"
13,"[0.195, 0.34, 0.231, 0.325, 0.35, 0.332, 0.226, 0.281, 0.341, 0.333]"
14,"[0.295, 0.21, 0.22, 0.213, 0.244, 0.19, 0.228, 0.416, 0.187, 0.168]"
15,"[0.195, 0.358, 0.25, 0.367, 0.327, 0.365, 0.308, 0.314, 0.369, 0.366]"
16,"[0.318, 0.234, 0.261, 0.241, 0.273, 0.202, 0.294, 0.42, 0.188, 0.178]"
17,"[0.195, 0.397, 0.273, 0.398, 0.231, 0.405, 0.378, 0.372, 0.405, 0.412]"
18,"[0.336, 0.29, 0.266, 0.275, 0.314, 0.248, 0.323, 0.346, 0.212, 0.227]"
19,"[0.194, 0.4, 0.281, 0.403, 0.278, 0.403, 0.295, 0.4, 0.41, 0.418]"
20,"[0.334, 0.297, 0.257, 0.28, 0.333, 0.269, 0.358, 0.335, 0.256, 0.253]"
21,"[0.266, 0.404, 0.289, 0.401, 0.298, 0.402, 0.258, 0.47, 0.392, 0.436]"
22,"[0.331, 0.274, 0.231, 0.27, 0.41, 0.247, 0.436, 0.304, 0.252, 0.236]"
23,"[0.22, 0.397, 0.354, 0.403, 0.309, 0.396, 0.21, 0.49, 0.401, 0.455]"
