eigenvector_centrality,[0]
0,"[0.105, 0.104, 0.127, 0.192, 0.097, 0.156, 0.182, 0.172, 0.188, 0.168]"
1,"[0.105, 0.107, 0.126, 0.122, 0.165, 0.106, 0.102, 0.104, 0.175, 0.079]"
2,"[0.197, 0.104, 0.083, 0.126, 0.094, 0.191, 0.169, 0.174, 0.101, 0.23]"
3,"[0.105, 0.301, 0.083, 0.196, 0.182, 0.414, 0.111, 0.104, 0.201, 0.332]"
4,"[0.208, 0.209, 0.18, 0.279, 0.138, 0.282, 0.22, 0.194, 0.246, 0.32]"
5,"[0.201, 0.289, 0.305, 0.29, 0.25, 0.336, 0.273, 0.192, 0.216, 0.278]"
6,"[0.268, 0.204, 0.185, 0.191, 0.171, 0.284, 0.241, 0.327, 0.375, 0.296]"
7,"[0.194, 0.336, 0.34, 0.234, 0.276, 0.319, 0.428, 0.22, 0.245, 0.322]"
8,"[0.311, 0.199, 0.207, 0.197, 0.172, 0.268, 0.242, 0.4, 0.361, 0.36]"
9,"[0.18, 0.351, 0.315, 0.28, 0.341, 0.226, 0.395, 0.212, 0.233, 0.328]"
10,"[0.381, 0.173, 0.163, 0.231, 0.166, 0.334, 0.166, 0.357, 0.347, 0.326]"
11,"[0.09, 0.356, 0.325, 0.284, 0.341, 0.211, 0.305, 0.177, 0.185, 0.256]"
12,"[0.398, 0.14, 0.14, 0.213, 0.122, 0.344, 0.112, 0.277, 0.274, 0.353]"
13,"[0.08, 0.344, 0.337, 0.41, 0.321, 0.242, 0.287, 0.125, 0.139, 0.301]"
14,"[0.385, 0.115, 0.126, 0.219, 0.104, 0.334, 0.109, 0.345, 0.348, 0.365]"
15,"[0.08, 0.369, 0.34, 0.431, 0.324, 0.257, 0.364, 0.138, 0.135, 0.362]"
16,"[0.376, 0.112, 0.122, 0.204, 0.093, 0.361, 0.11, 0.376, 0.369, 0.362]"
17,"[0.08, 0.364, 0.322, 0.43, 0.314, 0.26, 0.372, 0.139, 0.135, 0.376]"
18,"[0.37, 0.119, 0.126, 0.218, 0.092, 0.461, 0.112, 0.379, 0.373, 0.313]"
19,"[0.08, 0.364, 0.335, 0.405, 0.352, 0.296, 0.37, 0.145, 0.154, 0.442]"
20,"[0.364, 0.125, 0.131, 0.247, 0.092, 0.442, 0.123, 0.371, 0.361, 0.314]"
21,"[0.08, 0.349, 0.335, 0.34, 0.369, 0.288, 0.36, 0.159, 0.161, 0.45]"
22,"[0.327, 0.156, 0.16, 0.277, 0.116, 0.405, 0.136, 0.364, 0.351, 0.283]"
23,"[0.08, 0.337, 0.322, 0.297, 0.346, 0.29, 0.341, 0.165, 0.171, 0.437]"
24,"[0.312, 0.177, 0.207, 0.221, 0.136, 0.384, 0.147, 0.359, 0.331, 0.281]"
25,"[0.372, 0.324, 0.31, 0.295, 0.338, 0.293, 0.33, 0.177, 0.171, 0.425]"
26,"[0.283, 0.493, 0.484, 0.387, 0.509, 0.361, 0.2, 0.341, 0.317, 0.288]"
27,"[0.176, 0.491, 0.473, 0.446, 0.5, 0.309, 0.315, 0.249, 0.263, 0.399]"
28,"[0.421, 0.484, 0.457, 0.336, 0.477, 0.445, 0.243, 0.314, 0.288, 0.316]"
29,"[0.107, 0.287, 0.3, 0.381, 0.299, 0.315, 0.406, 0.334, 0.324, 0.461]"
