eigenvector_centrality,[3]
0,"[0.105, 0.156, 0.106, 0.137, 0.112, 0.171, 0.103, 0.173, 0.101, 0.266]"
1,"[0.088, 0.104, 0.095, 0.105, 0.112, 0.126, 0.092, 0.179, 0.116, 0.154]"
2,"[0.181, 0.128, 0.138, 0.105, 0.163, 0.199, 0.103, 0.085, 0.102, 0.131]"
3,"[0.106, 0.104, 0.152, 0.105, 0.196, 0.238, 0.161, 0.179, 0.099, 0.105]"
4,"[0.136, 0.136, 0.105, 0.108, 0.314, 0.206, 0.103, 0.085, 0.103, 0.21]"
5,"[0.199, 0.128, 0.137, 0.281, 0.216, 0.285, 0.211, 0.186, 0.239, 0.287]"
6,"[0.229, 0.125, 0.229, 0.269, 0.339, 0.237, 0.339, 0.241, 0.25, 0.327]"
7,"[0.24, 0.238, 0.267, 0.38, 0.219, 0.314, 0.351, 0.341, 0.307, 0.321]"
8,"[0.24, 0.219, 0.354, 0.291, 0.384, 0.241, 0.401, 0.264, 0.26, 0.294]"
9,"[0.281, 0.281, 0.273, 0.355, 0.215, 0.28, 0.367, 0.349, 0.299, 0.307]"
10,"[0.228, 0.265, 0.336, 0.287, 0.319, 0.299, 0.421, 0.266, 0.22, 0.285]"
11,"[0.294, 0.307, 0.212, 0.315, 0.27, 0.291, 0.382, 0.344, 0.28, 0.271]"
12,"[0.243, 0.342, 0.321, 0.297, 0.312, 0.294, 0.429, 0.256, 0.202, 0.277]"
13,"[0.329, 0.259, 0.204, 0.269, 0.302, 0.278, 0.381, 0.344, 0.275, 0.243]"
14,"[0.243, 0.314, 0.312, 0.318, 0.289, 0.283, 0.418, 0.259, 0.2, 0.271]"
15,"[0.345, 0.253, 0.194, 0.259, 0.303, 0.252, 0.379, 0.348, 0.287, 0.238]"
16,"[0.245, 0.305, 0.302, 0.336, 0.285, 0.283, 0.397, 0.285, 0.198, 0.283]"
17,"[0.303, 0.261, 0.193, 0.25, 0.304, 0.233, 0.371, 0.335, 0.303, 0.24]"
18,"[0.263, 0.303, 0.283, 0.346, 0.277, 0.286, 0.315, 0.317, 0.191, 0.297]"
19,"[0.301, 0.308, 0.183, 0.236, 0.31, 0.254, 0.378, 0.33, 0.295, 0.292]"
20,"[0.298, 0.31, 0.273, 0.385, 0.269, 0.31, 0.284, 0.342, 0.203, 0.311]"
21,"[0.294, 0.338, 0.188, 0.215, 0.321, 0.275, 0.439, 0.325, 0.285, 0.337]"
22,"[0.308, 0.301, 0.268, 0.39, 0.264, 0.345, 0.236, 0.346, 0.261, 0.354]"
23,"[0.288, 0.316, 0.223, 0.133, 0.408, 0.306, 0.416, 0.32, 0.272, 0.398]"
24,"[0.252, 0.305, 0.28, 0.362, 0.218, 0.419, 0.179, 0.337, 0.298, 0.362]"
25,"[0.276, 0.322, 0.223, 0.457, 0.38, 0.318, 0.411, 0.347, 0.304, 0.421]"
26,"[0.345, 0.319, 0.291, 0.427, 0.427, 0.416, 0.508, 0.334, 0.316, 0.377]"
27,"[0.316, 0.352, 0.263, 0.446, 0.455, 0.322, 0.464, 0.389, 0.334, 0.418]"
28,"[0.342, 0.368, 0.344, 0.286, 0.373, 0.475, 0.256, 0.338, 0.304, 0.397]"
29,"[0.37, 0.404, 0.28, 0.369, 0.407, 0.295, 0.164, 0.414, 0.363, 0.389]"
30,"[0.356, 0.393, 0.357, 0.367, 0.217, 0.483, 0.135, 0.35, 0.306, 0.412]"
31,"[0.325, 0.41, 0.28, 0.328, 0.388, 0.168, 0.115, 0.44, 0.367, 0.364]"
32,"[0.354, 0.339, 0.304, 0.381, 0.17, 0.463, 0.126, 0.336, 0.289, 0.408]"
33,"[0.297, 0.342, 0.281, 0.338, 0.32, 0.092, 0.11, 0.391, 0.342, 0.348]"
34,"[0.345, 0.322, 0.295, 0.383, 0.105, 0.349, 0.143, 0.368, 0.295, 0.388]"
35,"[0.281, 0.269, 0.295, 0.378, 0.23, 0.087, 0.11, 0.373, 0.311, 0.374]"
36,"[0.322, 0.298, 0.311, 0.36, 0.092, 0.256, 0.145, 0.41, 0.322, 0.379]"
37,"[0.313, 0.186, 0.364, 0.383, 0.228, 0.088, 0.11, 0.362, 0.324, 0.412]"
38,"[0.251, 0.287, 0.315, 0.394, 0.092, 0.238, 0.146, 0.387, 0.387, 0.38]"
39,"[0.293, 0.148, 0.341, 0.369, 0.247, 0.088, 0.111, 0.376, 0.331, 0.414]"
40,"[0.191, 0.28, 0.323, 0.407, 0.088, 0.273, 0.148, 0.349, 0.386, 0.38]"
41,"[0.317, 0.137, 0.276, 0.36, 0.198, 0.086, 0.114, 0.391, 0.341, 0.41]"
42,"[0.153, 0.293, 0.351, 0.447, 0.088, 0.266, 0.147, 0.267, 0.352, 0.394]"
43,"[0.36, 0.132, 0.218, 0.385, 0.203, 0.086, 0.114, 0.407, 0.363, 0.378]"
44,"[0.135, 0.318, 0.392, 0.457, 0.086, 0.213, 0.148, 0.217, 0.269, 0.431]"
45,"[0.384, 0.131, 0.176, 0.365, 0.179, 0.086, 0.115, 0.424, 0.403, 0.316]"
46,"[0.126, 0.336, 0.387, 0.467, 0.085, 0.157, 0.147, 0.187, 0.221, 0.423]"
47,"[0.398, 0.141, 0.144, 0.361, 0.151, 0.086, 0.113, 0.419, 0.373, 0.237]"
48,"[0.124, 0.365, 0.368, 0.46, 0.084, 0.137, 0.144, 0.168, 0.183, 0.478]"
49,"[0.425, 0.202, 0.126, 0.358, 0.149, 0.086, 0.113, 0.404, 0.407, 0.205]"
50,"[0.129, 0.384, 0.373, 0.458, 0.084, 0.14, 0.146, 0.15, 0.149, 0.491]"
51,"[0.445, 0.222, 0.138, 0.354, 0.15, 0.086, 0.116, 0.397, 0.412, 0.187]"
52,"[0.159, 0.4, 0.376, 0.474, 0.084, 0.131, 0.143, 0.16, 0.145, 0.504]"
53,"[0.459, 0.221, 0.142, 0.351, 0.15, 0.086, 0.114, 0.422, 0.431, 0.192]"
54,"[0.163, 0.428, 0.396, 0.44, 0.083, 0.133, 0.141, 0.214, 0.151, 0.498]"
55,"[0.461, 0.215, 0.144, 0.356, 0.155, 0.086, 0.118, 0.452, 0.464, 0.242]"
56,"[0.158, 0.454, 0.409, 0.438, 0.083, 0.143, 0.144, 0.228, 0.158, 0.511]"
57,"[0.483, 0.175, 0.142, 0.364, 0.159, 0.086, 0.119, 0.457, 0.45, 0.255]"
58,"[0.134, 0.467, 0.393, 0.442, 0.083, 0.144, 0.144, 0.215, 0.154, 0.518]"
59,"[0.494, 0.15, 0.133, 0.355, 0.161, 0.086, 0.118, 0.438, 0.433, 0.241]"
60,"[0.111, 0.469, 0.376, 0.435, 0.083, 0.142, 0.156, 0.175, 0.142, 0.501]"
