eigenvector_centrality,[1]
0,"[0.104, 0.086, 0.185, 0.133, 0.239, 0.092, 0.102, 0.102, 0.117, 0.141]"
1,"[0.103, 0.069, 0.108, 0.174, 0.241, 0.238, 0.102, 0.194, 0.091, 0.102]"
2,"[0.092, 0.114, 0.292, 0.093, 0.326, 0.092, 0.102, 0.119, 0.103, 0.11]"
3,"[0.103, 0.12, 0.343, 0.093, 0.213, 0.237, 0.116, 0.259, 0.091, 0.102]"
4,"[0.248, 0.214, 0.244, 0.101, 0.238, 0.112, 0.102, 0.189, 0.2, 0.205]"
5,"[0.107, 0.255, 0.19, 0.278, 0.374, 0.372, 0.243, 0.32, 0.249, 0.102]"
6,"[0.24, 0.205, 0.384, 0.313, 0.221, 0.22, 0.127, 0.263, 0.333, 0.311]"
7,"[0.253, 0.173, 0.209, 0.317, 0.442, 0.36, 0.395, 0.32, 0.25, 0.105]"
8,"[0.244, 0.259, 0.419, 0.279, 0.224, 0.299, 0.126, 0.315, 0.348, 0.377]"
9,"[0.306, 0.198, 0.212, 0.375, 0.437, 0.339, 0.446, 0.324, 0.288, 0.148]"
10,"[0.225, 0.346, 0.379, 0.29, 0.219, 0.304, 0.153, 0.315, 0.311, 0.396]"
11,"[0.317, 0.221, 0.239, 0.408, 0.439, 0.305, 0.353, 0.305, 0.416, 0.158]"
12,"[0.206, 0.389, 0.345, 0.277, 0.27, 0.323, 0.17, 0.347, 0.275, 0.422]"
13,"[0.417, 0.235, 0.304, 0.482, 0.367, 0.376, 0.444, 0.349, 0.464, 0.173]"
14,"[0.211, 0.481, 0.289, 0.282, 0.417, 0.393, 0.184, 0.409, 0.267, 0.368]"
15,"[0.404, 0.234, 0.45, 0.412, 0.309, 0.367, 0.406, 0.361, 0.418, 0.188]"
16,"[0.224, 0.417, 0.264, 0.269, 0.437, 0.408, 0.191, 0.412, 0.251, 0.402]"
17,"[0.411, 0.187, 0.395, 0.377, 0.265, 0.342, 0.402, 0.322, 0.403, 0.234]"
18,"[0.278, 0.37, 0.228, 0.255, 0.429, 0.408, 0.197, 0.418, 0.227, 0.407]"
19,"[0.397, 0.185, 0.369, 0.361, 0.291, 0.323, 0.382, 0.302, 0.396, 0.296]"
20,"[0.29, 0.341, 0.202, 0.272, 0.419, 0.414, 0.188, 0.421, 0.267, 0.414]"
21,"[0.386, 0.19, 0.371, 0.365, 0.299, 0.31, 0.372, 0.299, 0.392, 0.322]"
22,"[0.289, 0.331, 0.241, 0.294, 0.424, 0.421, 0.25, 0.423, 0.284, 0.409]"
23,"[0.388, 0.216, 0.38, 0.369, 0.3, 0.293, 0.378, 0.281, 0.4, 0.328]"
24,"[0.285, 0.34, 0.259, 0.298, 0.43, 0.429, 0.29, 0.429, 0.284, 0.421]"
25,"[0.398, 0.413, 0.392, 0.375, 0.307, 0.273, 0.397, 0.268, 0.403, 0.333]"
26,"[0.338, 0.436, 0.519, 0.453, 0.447, 0.442, 0.556, 0.43, 0.459, 0.432]"
27,"[0.398, 0.448, 0.491, 0.551, 0.429, 0.373, 0.46, 0.351, 0.528, 0.425]"
28,"[0.367, 0.434, 0.458, 0.469, 0.498, 0.418, 0.471, 0.425, 0.459, 0.473]"
29,"[0.423, 0.379, 0.36, 0.316, 0.331, 0.44, 0.384, 0.396, 0.306, 0.33]"
30,"[0.352, 0.188, 0.29, 0.301, 0.43, 0.429, 0.289, 0.422, 0.294, 0.4]"
31,"[0.324, 0.427, 0.21, 0.264, 0.289, 0.353, 0.23, 0.321, 0.272, 0.177]"
32,"[0.313, 0.223, 0.279, 0.262, 0.298, 0.242, 0.127, 0.235, 0.242, 0.202]"
33,"[0.19, 0.354, 0.218, 0.23, 0.217, 0.323, 0.229, 0.295, 0.24, 0.099]"
34,"[0.302, 0.23, 0.217, 0.209, 0.315, 0.212, 0.11, 0.208, 0.225, 0.228]"
35,"[0.213, 0.362, 0.25, 0.169, 0.197, 0.264, 0.216, 0.236, 0.191, 0.098]"
36,"[0.26, 0.224, 0.19, 0.185, 0.261, 0.268, 0.119, 0.269, 0.194, 0.243]"
37,"[0.268, 0.348, 0.251, 0.166, 0.179, 0.203, 0.177, 0.19, 0.191, 0.097]"
38,"[0.202, 0.198, 0.18, 0.184, 0.227, 0.297, 0.119, 0.302, 0.196, 0.23]"
39,"[0.285, 0.359, 0.217, 0.166, 0.168, 0.205, 0.161, 0.199, 0.191, 0.095]"
40,"[0.197, 0.18, 0.161, 0.183, 0.2, 0.316, 0.127, 0.319, 0.196, 0.222]"
41,"[0.338, 0.366, 0.198, 0.172, 0.165, 0.187, 0.168, 0.203, 0.192, 0.094]"
42,"[0.183, 0.172, 0.158, 0.187, 0.198, 0.367, 0.15, 0.374, 0.196, 0.196]"
43,"[0.351, 0.358, 0.19, 0.171, 0.157, 0.172, 0.177, 0.171, 0.193, 0.104]"
44,"[0.178, 0.166, 0.157, 0.187, 0.197, 0.375, 0.159, 0.38, 0.198, 0.188]"
45,"[0.32, 0.361, 0.187, 0.177, 0.16, 0.166, 0.182, 0.166, 0.195, 0.129]"
46,"[0.175, 0.139, 0.155, 0.189, 0.197, 0.337, 0.159, 0.33, 0.198, 0.187]"
47,"[0.272, 0.359, 0.19, 0.179, 0.156, 0.168, 0.178, 0.168, 0.197, 0.139]"
48,"[0.175, 0.148, 0.157, 0.188, 0.199, 0.287, 0.16, 0.281, 0.198, 0.187]"
49,"[0.259, 0.381, 0.19, 0.182, 0.157, 0.166, 0.181, 0.165, 0.2, 0.143]"
50,"[0.172, 0.187, 0.157, 0.19, 0.2, 0.274, 0.159, 0.269, 0.198, 0.185]"
51,"[0.237, 0.398, 0.191, 0.181, 0.157, 0.165, 0.179, 0.162, 0.201, 0.141]"
52,"[0.172, 0.152, 0.157, 0.189, 0.199, 0.26, 0.159, 0.259, 0.202, 0.185]"
53,"[0.224, 0.392, 0.188, 0.181, 0.161, 0.162, 0.176, 0.168, 0.201, 0.155]"
54,"[0.175, 0.202, 0.178, 0.188, 0.195, 0.251, 0.164, 0.254, 0.203, 0.183]"
55,"[0.211, 0.309, 0.189, 0.181, 0.168, 0.166, 0.176, 0.173, 0.202, 0.161]"
56,"[0.186, 0.404, 0.185, 0.186, 0.198, 0.244, 0.188, 0.245, 0.211, 0.187]"
57,"[0.209, 0.273, 0.193, 0.187, 0.174, 0.173, 0.186, 0.181, 0.207, 0.165]"
58,"[0.198, 0.48, 0.212, 0.241, 0.204, 0.233, 0.207, 0.23, 0.246, 0.188]"
59,"[0.21, 0.279, 0.196, 0.198, 0.177, 0.183, 0.193, 0.188, 0.225, 0.168]"
60,"[0.204, 0.472, 0.226, 0.189, 0.204, 0.224, 0.215, 0.221, 0.218, 0.191]"
61,"[0.203, 0.275, 0.192, 0.225, 0.175, 0.177, 0.193, 0.181, 0.237, 0.169]"
62,"[0.195, 0.445, 0.226, 0.197, 0.205, 0.207, 0.222, 0.215, 0.22, 0.191]"
63,"[0.194, 0.291, 0.19, 0.257, 0.175, 0.172, 0.19, 0.174, 0.257, 0.17]"
64,"[0.186, 0.359, 0.222, 0.236, 0.204, 0.207, 0.216, 0.209, 0.241, 0.19]"
65,"[0.178, 0.451, 0.188, 0.254, 0.173, 0.164, 0.176, 0.167, 0.243, 0.166]"
66,"[0.172, 0.338, 0.21, 0.254, 0.2, 0.203, 0.209, 0.205, 0.257, 0.187]"
67,"[0.163, 0.49, 0.185, 0.255, 0.176, 0.165, 0.175, 0.172, 0.259, 0.17]"
68,"[0.174, 0.31, 0.201, 0.263, 0.199, 0.2, 0.194, 0.202, 0.256, 0.186]"
69,"[0.163, 0.521, 0.184, 0.255, 0.177, 0.174, 0.174, 0.177, 0.259, 0.169]"
70,"[0.181, 0.282, 0.193, 0.26, 0.198, 0.195, 0.187, 0.202, 0.251, 0.186]"
71,"[0.165, 0.506, 0.186, 0.262, 0.18, 0.177, 0.177, 0.181, 0.256, 0.169]"
72,"[0.185, 0.298, 0.193, 0.253, 0.201, 0.197, 0.188, 0.201, 0.241, 0.187]"
73,"[0.176, 0.442, 0.195, 0.264, 0.183, 0.177, 0.187, 0.183, 0.25, 0.17]"
74,"[0.186, 0.386, 0.189, 0.242, 0.205, 0.197, 0.182, 0.201, 0.225, 0.19]"
75,"[0.192, 0.409, 0.202, 0.256, 0.177, 0.181, 0.197, 0.186, 0.24, 0.169]"
76,"[0.187, 0.456, 0.189, 0.238, 0.209, 0.2, 0.183, 0.209, 0.226, 0.195]"
77,"[0.2, 0.408, 0.204, 0.26, 0.173, 0.174, 0.196, 0.18, 0.239, 0.164]"
78,"[0.182, 0.475, 0.185, 0.241, 0.209, 0.204, 0.178, 0.212, 0.223, 0.193]"
79,"[0.202, 0.39, 0.197, 0.248, 0.166, 0.164, 0.191, 0.172, 0.223, 0.155]"
80,"[0.18, 0.479, 0.189, 0.246, 0.21, 0.2, 0.179, 0.211, 0.232, 0.193]"
81,"[0.207, 0.39, 0.191, 0.234, 0.171, 0.164, 0.189, 0.171, 0.204, 0.159]"
82,"[0.18, 0.482, 0.189, 0.25, 0.204, 0.202, 0.177, 0.209, 0.234, 0.192]"
83,"[0.206, 0.384, 0.189, 0.227, 0.172, 0.169, 0.183, 0.173, 0.198, 0.156]"
84,"[0.18, 0.477, 0.185, 0.245, 0.203, 0.202, 0.177, 0.206, 0.233, 0.191]"
85,"[0.208, 0.388, 0.188, 0.228, 0.166, 0.174, 0.182, 0.175, 0.2, 0.153]"
86,"[0.183, 0.512, 0.183, 0.241, 0.203, 0.202, 0.174, 0.208, 0.226, 0.188]"
87,"[0.209, 0.377, 0.188, 0.228, 0.166, 0.176, 0.182, 0.177, 0.198, 0.153]"
88,"[0.182, 0.533, 0.184, 0.239, 0.204, 0.201, 0.173, 0.211, 0.226, 0.187]"
89,"[0.211, 0.321, 0.188, 0.225, 0.168, 0.173, 0.182, 0.175, 0.198, 0.154]"
90,"[0.178, 0.506, 0.18, 0.238, 0.202, 0.202, 0.17, 0.212, 0.22, 0.185]"
91,"[0.204, 0.35, 0.188, 0.229, 0.158, 0.175, 0.179, 0.177, 0.199, 0.154]"
92,"[0.175, 0.42, 0.175, 0.237, 0.202, 0.203, 0.171, 0.207, 0.213, 0.183]"
93,"[0.194, 0.473, 0.185, 0.226, 0.157, 0.172, 0.174, 0.179, 0.207, 0.152]"
94,"[0.173, 0.402, 0.172, 0.237, 0.201, 0.206, 0.167, 0.209, 0.21, 0.181]"
95,"[0.188, 0.512, 0.187, 0.229, 0.168, 0.18, 0.172, 0.184, 0.209, 0.159]"
96,"[0.175, 0.389, 0.175, 0.239, 0.199, 0.209, 0.17, 0.208, 0.216, 0.182]"
97,"[0.187, 0.518, 0.187, 0.229, 0.176, 0.188, 0.173, 0.192, 0.207, 0.167]"
98,"[0.178, 0.334, 0.176, 0.237, 0.202, 0.208, 0.17, 0.213, 0.205, 0.183]"
