eigenvector_centrality,[0]
0,"[0.105, 0.104, 0.193, 0.186, 0.104, 0.194, 0.102, 0.243, 0.228, 0.1]"
1,"[0.105, 0.109, 0.083, 0.09, 0.155, 0.279, 0.166, 0.104, 0.106, 0.171]"
2,"[0.105, 0.104, 0.163, 0.097, 0.091, 0.106, 0.102, 0.102, 0.113, 0.102]"
3,"[0.105, 0.109, 0.083, 0.09, 0.151, 0.183, 0.102, 0.102, 0.106, 0.176]"
4,"[0.172, 0.104, 0.155, 0.097, 0.17, 0.271, 0.267, 0.102, 0.113, 0.102]"
5,"[0.143, 0.109, 0.183, 0.174, 0.224, 0.197, 0.104, 0.381, 0.167, 0.409]"
6,"[0.209, 0.203, 0.206, 0.178, 0.183, 0.289, 0.234, 0.123, 0.224, 0.103]"
7,"[0.261, 0.225, 0.315, 0.245, 0.285, 0.167, 0.114, 0.28, 0.215, 0.354]"
8,"[0.343, 0.245, 0.305, 0.303, 0.148, 0.27, 0.278, 0.151, 0.392, 0.123]"
9,"[0.248, 0.409, 0.431, 0.329, 0.287, 0.178, 0.155, 0.322, 0.311, 0.355]"
10,"[0.389, 0.328, 0.251, 0.417, 0.143, 0.261, 0.305, 0.223, 0.448, 0.209]"
11,"[0.205, 0.454, 0.459, 0.326, 0.253, 0.292, 0.241, 0.319, 0.332, 0.338]"
12,"[0.384, 0.279, 0.241, 0.322, 0.237, 0.279, 0.306, 0.263, 0.349, 0.251]"
13,"[0.199, 0.364, 0.438, 0.266, 0.267, 0.306, 0.292, 0.326, 0.269, 0.357]"
14,"[0.383, 0.207, 0.225, 0.278, 0.277, 0.309, 0.311, 0.335, 0.278, 0.324]"
15,"[0.213, 0.321, 0.427, 0.283, 0.289, 0.318, 0.362, 0.36, 0.29, 0.394]"
16,"[0.415, 0.211, 0.269, 0.287, 0.291, 0.356, 0.304, 0.384, 0.287, 0.368]"
17,"[0.269, 0.323, 0.421, 0.294, 0.388, 0.31, 0.351, 0.365, 0.299, 0.412]"
18,"[0.399, 0.217, 0.314, 0.31, 0.301, 0.362, 0.289, 0.422, 0.323, 0.409]"
19,"[0.32, 0.353, 0.392, 0.311, 0.406, 0.342, 0.341, 0.361, 0.312, 0.384]"
20,"[0.392, 0.232, 0.333, 0.344, 0.314, 0.381, 0.284, 0.43, 0.365, 0.403]"
21,"[0.358, 0.384, 0.39, 0.328, 0.417, 0.357, 0.337, 0.349, 0.329, 0.377]"
22,"[0.387, 0.251, 0.392, 0.387, 0.315, 0.401, 0.293, 0.44, 0.404, 0.415]"
23,"[0.381, 0.412, 0.389, 0.342, 0.415, 0.326, 0.366, 0.318, 0.343, 0.308]"
24,"[0.37, 0.262, 0.355, 0.408, 0.278, 0.399, 0.266, 0.469, 0.421, 0.439]"
25,"[0.415, 0.398, 0.375, 0.357, 0.409, 0.325, 0.394, 0.305, 0.342, 0.301]"
