eigenvector_centrality,"[2, 0]"
0,"[0.184, 0.109, 0.227, 0.09, 0.154, 0.102, 0.27, 0.218, 0.113, 0.103]"
1,"[0.08, 0.086, 0.11, 0.097, 0.085, 0.112, 0.194, 0.112, 0.17, 0.103]"
2,"[0.286, 0.19, 0.128, 0.089, 0.091, 0.124, 0.115, 0.257, 0.113, 0.115]"
3,"[0.183, 0.101, 0.385, 0.097, 0.083, 0.138, 0.109, 0.114, 0.219, 0.103]"
4,"[0.277, 0.211, 0.11, 0.178, 0.091, 0.187, 0.165, 0.322, 0.399, 0.131]"
5,"[0.18, 0.219, 0.235, 0.187, 0.083, 0.188, 0.216, 0.179, 0.219, 0.106]"
6,"[0.209, 0.212, 0.156, 0.164, 0.102, 0.24, 0.235, 0.288, 0.195, 0.103]"
7,"[0.184, 0.131, 0.329, 0.094, 0.083, 0.189, 0.291, 0.246, 0.215, 0.177]"
8,"[0.204, 0.175, 0.208, 0.097, 0.142, 0.209, 0.357, 0.357, 0.198, 0.103]"
9,"[0.193, 0.141, 0.314, 0.09, 0.173, 0.189, 0.332, 0.316, 0.204, 0.193]"
10,"[0.27, 0.112, 0.195, 0.199, 0.121, 0.254, 0.319, 0.295, 0.273, 0.299]"
11,"[0.192, 0.148, 0.218, 0.091, 0.32, 0.204, 0.316, 0.296, 0.219, 0.218]"
12,"[0.294, 0.107, 0.243, 0.318, 0.113, 0.268, 0.193, 0.204, 0.303, 0.306]"
13,"[0.185, 0.204, 0.1, 0.115, 0.28, 0.194, 0.265, 0.269, 0.177, 0.253]"
14,"[0.366, 0.106, 0.215, 0.323, 0.161, 0.386, 0.185, 0.169, 0.369, 0.257]"
15,"[0.226, 0.265, 0.089, 0.139, 0.264, 0.228, 0.354, 0.359, 0.186, 0.263]"
16,"[0.373, 0.107, 0.323, 0.32, 0.165, 0.34, 0.19, 0.156, 0.381, 0.256]"
17,"[0.247, 0.334, 0.086, 0.145, 0.266, 0.248, 0.361, 0.377, 0.221, 0.276]"
18,"[0.333, 0.112, 0.359, 0.294, 0.165, 0.309, 0.225, 0.151, 0.356, 0.26]"
19,"[0.258, 0.339, 0.093, 0.148, 0.271, 0.267, 0.36, 0.37, 0.23, 0.279]"
20,"[0.32, 0.134, 0.359, 0.3, 0.168, 0.31, 0.257, 0.18, 0.34, 0.263]"
21,"[0.285, 0.342, 0.124, 0.155, 0.279, 0.277, 0.356, 0.353, 0.235, 0.274]"
22,"[0.316, 0.155, 0.355, 0.314, 0.182, 0.303, 0.284, 0.222, 0.334, 0.271]"
23,"[0.291, 0.346, 0.15, 0.166, 0.296, 0.292, 0.364, 0.37, 0.254, 0.286]"
24,"[0.326, 0.171, 0.364, 0.316, 0.208, 0.314, 0.307, 0.288, 0.334, 0.306]"
25,"[0.437, 0.346, 0.357, 0.169, 0.317, 0.33, 0.385, 0.397, 0.296, 0.302]"
26,"[0.495, 0.374, 0.401, 0.322, 0.239, 0.325, 0.516, 0.519, 0.343, 0.354]"
27,"[0.324, 0.375, 0.308, 0.259, 0.341, 0.407, 0.547, 0.554, 0.371, 0.313]"
28,"[0.253, 0.369, 0.242, 0.331, 0.273, 0.392, 0.39, 0.353, 0.404, 0.363]"
29,"[0.34, 0.501, 0.343, 0.312, 0.355, 0.405, 0.202, 0.199, 0.377, 0.332]"
30,"[0.245, 0.266, 0.234, 0.349, 0.306, 0.485, 0.192, 0.193, 0.467, 0.362]"
31,"[0.392, 0.513, 0.494, 0.291, 0.35, 0.213, 0.173, 0.178, 0.188, 0.35]"
32,"[0.275, 0.226, 0.259, 0.373, 0.318, 0.542, 0.19, 0.193, 0.553, 0.382]"
33,"[0.449, 0.447, 0.488, 0.2, 0.355, 0.188, 0.171, 0.172, 0.179, 0.353]"
34,"[0.299, 0.228, 0.295, 0.369, 0.294, 0.534, 0.188, 0.196, 0.525, 0.418]"
35,"[0.484, 0.397, 0.406, 0.223, 0.408, 0.244, 0.173, 0.168, 0.216, 0.33]"
36,"[0.349, 0.228, 0.322, 0.382, 0.294, 0.485, 0.181, 0.184, 0.492, 0.434]"
37,"[0.486, 0.419, 0.411, 0.248, 0.422, 0.254, 0.183, 0.181, 0.233, 0.322]"
38,"[0.363, 0.228, 0.311, 0.376, 0.295, 0.494, 0.183, 0.187, 0.487, 0.451]"
39,"[0.508, 0.468, 0.497, 0.229, 0.414, 0.186, 0.189, 0.188, 0.173, 0.322]"
40,"[0.346, 0.203, 0.291, 0.427, 0.287, 0.513, 0.192, 0.195, 0.521, 0.442]"
41,"[0.517, 0.508, 0.531, 0.193, 0.41, 0.196, 0.2, 0.2, 0.184, 0.324]"
42,"[0.335, 0.214, 0.272, 0.454, 0.234, 0.55, 0.195, 0.201, 0.544, 0.439]"
43,"[0.547, 0.55, 0.524, 0.21, 0.456, 0.244, 0.206, 0.203, 0.212, 0.316]"
44,"[0.322, 0.228, 0.304, 0.487, 0.22, 0.572, 0.19, 0.198, 0.559, 0.448]"
45,"[0.504, 0.538, 0.495, 0.222, 0.467, 0.218, 0.205, 0.215, 0.201, 0.313]"
46,"[0.323, 0.219, 0.332, 0.55, 0.226, 0.524, 0.198, 0.199, 0.516, 0.488]"
47,"[0.492, 0.52, 0.507, 0.214, 0.51, 0.191, 0.21, 0.218, 0.178, 0.311]"
48,"[0.273, 0.198, 0.313, 0.564, 0.222, 0.508, 0.21, 0.216, 0.497, 0.532]"
49,"[0.445, 0.508, 0.484, 0.191, 0.544, 0.18, 0.225, 0.226, 0.171, 0.289]"
50,"[0.291, 0.183, 0.336, 0.564, 0.204, 0.51, 0.214, 0.217, 0.49, 0.549]"
51,"[0.435, 0.487, 0.51, 0.183, 0.559, 0.178, 0.22, 0.218, 0.17, 0.265]"
52,"[0.302, 0.177, 0.329, 0.552, 0.181, 0.497, 0.222, 0.222, 0.487, 0.553]"
53,"[0.476, 0.47, 0.487, 0.175, 0.562, 0.178, 0.216, 0.209, 0.167, 0.235]"
54,"[0.308, 0.169, 0.326, 0.544, 0.169, 0.495, 0.199, 0.208, 0.472, 0.552]"
55,"[0.446, 0.46, 0.432, 0.166, 0.572, 0.175, 0.224, 0.223, 0.163, 0.222]"
56,"[0.328, 0.166, 0.337, 0.529, 0.168, 0.497, 0.195, 0.202, 0.468, 0.553]"
57,"[0.446, 0.451, 0.374, 0.163, 0.572, 0.173, 0.222, 0.23, 0.162, 0.208]"
58,"[0.361, 0.167, 0.462, 0.527, 0.167, 0.482, 0.197, 0.2, 0.455, 0.546]"
59,"[0.447, 0.453, 0.363, 0.163, 0.572, 0.169, 0.219, 0.227, 0.162, 0.206]"
60,"[0.348, 0.165, 0.491, 0.515, 0.168, 0.46, 0.209, 0.203, 0.428, 0.536]"
61,"[0.492, 0.453, 0.347, 0.161, 0.565, 0.166, 0.239, 0.232, 0.158, 0.195]"
62,"[0.325, 0.163, 0.522, 0.49, 0.164, 0.45, 0.207, 0.202, 0.424, 0.522]"
63,"[0.479, 0.435, 0.344, 0.156, 0.548, 0.155, 0.245, 0.244, 0.146, 0.182]"
64,"[0.325, 0.151, 0.542, 0.483, 0.163, 0.443, 0.196, 0.194, 0.415, 0.509]"
65,"[0.517, 0.435, 0.329, 0.148, 0.54, 0.14, 0.242, 0.243, 0.132, 0.177]"
66,"[0.33, 0.138, 0.542, 0.463, 0.158, 0.434, 0.202, 0.187, 0.414, 0.503]"
67,"[0.522, 0.44, 0.31, 0.143, 0.533, 0.132, 0.229, 0.232, 0.118, 0.171]"
68,"[0.371, 0.132, 0.522, 0.464, 0.158, 0.431, 0.183, 0.172, 0.4, 0.496]"
69,"[0.428, 0.444, 0.288, 0.143, 0.517, 0.13, 0.223, 0.227, 0.115, 0.173]"
70,"[0.464, 0.12, 0.496, 0.463, 0.155, 0.412, 0.163, 0.145, 0.378, 0.494]"
71,"[0.4, 0.453, 0.308, 0.139, 0.512, 0.119, 0.235, 0.235, 0.111, 0.171]"
72,"[0.487, 0.121, 0.471, 0.467, 0.153, 0.385, 0.188, 0.17, 0.36, 0.482]"
73,"[0.425, 0.438, 0.357, 0.132, 0.506, 0.116, 0.228, 0.238, 0.109, 0.17]"
74,"[0.469, 0.123, 0.439, 0.459, 0.148, 0.344, 0.195, 0.194, 0.325, 0.474]"
75,"[0.414, 0.418, 0.463, 0.125, 0.49, 0.114, 0.223, 0.23, 0.109, 0.168]"
76,"[0.461, 0.129, 0.379, 0.44, 0.139, 0.322, 0.22, 0.221, 0.29, 0.455]"
77,"[0.401, 0.381, 0.493, 0.117, 0.46, 0.114, 0.203, 0.21, 0.11, 0.162]"
78,"[0.48, 0.129, 0.427, 0.423, 0.126, 0.309, 0.223, 0.225, 0.289, 0.42]"
79,"[0.401, 0.386, 0.487, 0.101, 0.436, 0.114, 0.21, 0.211, 0.11, 0.152]"
80,"[0.486, 0.127, 0.439, 0.415, 0.112, 0.349, 0.223, 0.227, 0.329, 0.397]"
81,"[0.41, 0.379, 0.486, 0.097, 0.421, 0.113, 0.21, 0.213, 0.109, 0.143]"
82,"[0.495, 0.118, 0.438, 0.402, 0.105, 0.332, 0.227, 0.233, 0.307, 0.388]"
83,"[0.42, 0.37, 0.487, 0.093, 0.408, 0.113, 0.211, 0.219, 0.108, 0.137]"
84,"[0.518, 0.118, 0.459, 0.401, 0.093, 0.3, 0.23, 0.234, 0.227, 0.375]"
85,"[0.434, 0.359, 0.496, 0.092, 0.4, 0.113, 0.219, 0.218, 0.108, 0.133]"
86,"[0.458, 0.115, 0.477, 0.382, 0.092, 0.311, 0.233, 0.235, 0.288, 0.367]"
87,"[0.471, 0.343, 0.502, 0.092, 0.397, 0.113, 0.222, 0.223, 0.108, 0.122]"
88,"[0.391, 0.116, 0.513, 0.371, 0.091, 0.233, 0.232, 0.24, 0.269, 0.354]"
89,"[0.53, 0.345, 0.502, 0.092, 0.385, 0.113, 0.223, 0.225, 0.108, 0.108]"
90,"[0.358, 0.113, 0.512, 0.374, 0.091, 0.204, 0.234, 0.242, 0.296, 0.346]"
91,"[0.534, 0.349, 0.497, 0.092, 0.372, 0.113, 0.22, 0.23, 0.108, 0.105]"
92,"[0.435, 0.114, 0.505, 0.377, 0.091, 0.2, 0.227, 0.23, 0.191, 0.334]"
93,"[0.52, 0.184, 0.495, 0.092, 0.37, 0.113, 0.224, 0.227, 0.108, 0.103]"
94,"[0.454, 0.115, 0.479, 0.382, 0.091, 0.192, 0.227, 0.233, 0.174, 0.332]"
95,"[0.497, 0.177, 0.552, 0.092, 0.358, 0.113, 0.22, 0.226, 0.108, 0.103]"
96,"[0.436, 0.119, 0.471, 0.288, 0.091, 0.19, 0.251, 0.26, 0.174, 0.325]"
97,"[0.417, 0.184, 0.55, 0.092, 0.349, 0.113, 0.229, 0.237, 0.108, 0.103]"
98,"[0.472, 0.123, 0.485, 0.254, 0.091, 0.191, 0.247, 0.249, 0.172, 0.307]"
99,"[0.405, 0.177, 0.515, 0.092, 0.273, 0.113, 0.234, 0.239, 0.108, 0.103]"
