eigenvector_centrality,[1]
0,"[0.101, 0.107, 0.1, 0.103, 0.15, 0.086, 0.207, 0.145, 0.16, 0.322]"
1,"[0.103, 0.099, 0.167, 0.169, 0.091, 0.086, 0.187, 0.102, 0.152, 0.12]"
2,"[0.109, 0.127, 0.167, 0.122, 0.083, 0.159, 0.109, 0.098, 0.113, 0.119]"
3,"[0.19, 0.174, 0.257, 0.165, 0.122, 0.086, 0.265, 0.196, 0.177, 0.232]"
4,"[0.172, 0.225, 0.223, 0.263, 0.083, 0.227, 0.109, 0.183, 0.113, 0.218]"
5,"[0.198, 0.215, 0.195, 0.253, 0.171, 0.086, 0.388, 0.24, 0.394, 0.22]"
6,"[0.18, 0.237, 0.212, 0.294, 0.1, 0.418, 0.109, 0.311, 0.153, 0.257]"
7,"[0.213, 0.304, 0.273, 0.247, 0.378, 0.086, 0.431, 0.249, 0.458, 0.254]"
8,"[0.287, 0.202, 0.232, 0.355, 0.142, 0.481, 0.235, 0.34, 0.237, 0.245]"
9,"[0.188, 0.368, 0.33, 0.24, 0.393, 0.119, 0.476, 0.241, 0.487, 0.395]"
10,"[0.4, 0.15, 0.216, 0.358, 0.156, 0.484, 0.245, 0.34, 0.215, 0.205]"
11,"[0.135, 0.348, 0.378, 0.246, 0.416, 0.111, 0.481, 0.244, 0.523, 0.405]"
12,"[0.42, 0.143, 0.248, 0.404, 0.169, 0.519, 0.212, 0.371, 0.216, 0.229]"
13,"[0.108, 0.36, 0.353, 0.265, 0.462, 0.091, 0.447, 0.255, 0.447, 0.372]"
14,"[0.388, 0.168, 0.255, 0.397, 0.142, 0.378, 0.177, 0.384, 0.183, 0.264]"
15,"[0.133, 0.357, 0.356, 0.27, 0.384, 0.088, 0.386, 0.278, 0.362, 0.368]"
16,"[0.368, 0.173, 0.259, 0.379, 0.165, 0.341, 0.173, 0.381, 0.178, 0.274]"
17,"[0.166, 0.34, 0.418, 0.295, 0.38, 0.091, 0.378, 0.333, 0.376, 0.395]"
18,"[0.375, 0.173, 0.294, 0.396, 0.213, 0.359, 0.237, 0.359, 0.245, 0.275]"
19,"[0.17, 0.333, 0.408, 0.361, 0.402, 0.159, 0.378, 0.377, 0.352, 0.41]"
20,"[0.385, 0.207, 0.319, 0.436, 0.186, 0.363, 0.236, 0.439, 0.247, 0.309]"
21,"[0.139, 0.382, 0.395, 0.382, 0.404, 0.172, 0.38, 0.393, 0.341, 0.388]"
22,"[0.382, 0.251, 0.33, 0.431, 0.179, 0.378, 0.217, 0.429, 0.224, 0.314]"
23,"[0.178, 0.358, 0.399, 0.383, 0.386, 0.178, 0.382, 0.361, 0.373, 0.384]"
24,"[0.361, 0.273, 0.33, 0.408, 0.178, 0.362, 0.229, 0.42, 0.224, 0.319]"
25,"[0.228, 0.17, 0.406, 0.393, 0.366, 0.178, 0.372, 0.402, 0.378, 0.385]"
26,"[0.434, 0.328, 0.34, 0.572, 0.24, 0.336, 0.29, 0.537, 0.288, 0.314]"
27,"[0.233, 0.533, 0.426, 0.492, 0.367, 0.223, 0.361, 0.437, 0.369, 0.43]"
28,"[0.429, 0.475, 0.331, 0.465, 0.249, 0.33, 0.308, 0.45, 0.29, 0.315]"
29,"[0.236, 0.323, 0.431, 0.25, 0.37, 0.25, 0.386, 0.27, 0.384, 0.438]"
30,"[0.421, 0.376, 0.387, 0.169, 0.249, 0.348, 0.306, 0.191, 0.278, 0.359]"
31,"[0.25, 0.408, 0.43, 0.192, 0.372, 0.238, 0.397, 0.217, 0.397, 0.423]"
32,"[0.375, 0.345, 0.254, 0.194, 0.164, 0.367, 0.259, 0.226, 0.27, 0.246]"
33,"[0.252, 0.434, 0.385, 0.196, 0.371, 0.178, 0.396, 0.214, 0.389, 0.374]"
34,"[0.366, 0.466, 0.27, 0.176, 0.158, 0.371, 0.3, 0.196, 0.303, 0.29]"
35,"[0.306, 0.446, 0.321, 0.161, 0.344, 0.178, 0.405, 0.183, 0.391, 0.318]"
36,"[0.327, 0.26, 0.268, 0.14, 0.18, 0.367, 0.285, 0.151, 0.261, 0.275]"
37,"[0.272, 0.372, 0.279, 0.147, 0.319, 0.146, 0.408, 0.158, 0.398, 0.282]"
38,"[0.282, 0.13, 0.232, 0.105, 0.231, 0.34, 0.219, 0.126, 0.204, 0.225]"
39,"[0.254, 0.407, 0.202, 0.097, 0.318, 0.179, 0.393, 0.108, 0.391, 0.223]"
40,"[0.252, 0.161, 0.143, 0.091, 0.203, 0.338, 0.191, 0.101, 0.188, 0.151]"
41,"[0.199, 0.304, 0.209, 0.088, 0.306, 0.171, 0.37, 0.097, 0.341, 0.228]"
42,"[0.256, 0.114, 0.14, 0.083, 0.209, 0.332, 0.206, 0.094, 0.194, 0.148]"
43,"[0.175, 0.435, 0.212, 0.081, 0.243, 0.183, 0.345, 0.094, 0.316, 0.231]"
44,"[0.256, 0.261, 0.163, 0.081, 0.215, 0.34, 0.211, 0.094, 0.214, 0.174]"
45,"[0.193, 0.287, 0.221, 0.081, 0.236, 0.215, 0.334, 0.094, 0.301, 0.234]"
46,"[0.238, 0.215, 0.198, 0.081, 0.17, 0.32, 0.22, 0.094, 0.234, 0.196]"
47,"[0.211, 0.298, 0.206, 0.081, 0.221, 0.225, 0.342, 0.094, 0.32, 0.225]"
48,"[0.191, 0.128, 0.219, 0.081, 0.135, 0.295, 0.235, 0.094, 0.242, 0.236]"
49,"[0.214, 0.366, 0.178, 0.081, 0.21, 0.177, 0.329, 0.094, 0.304, 0.217]"
50,"[0.147, 0.243, 0.205, 0.081, 0.139, 0.249, 0.193, 0.094, 0.202, 0.248]"
51,"[0.19, 0.326, 0.155, 0.081, 0.201, 0.122, 0.302, 0.094, 0.275, 0.19]"
52,"[0.114, 0.201, 0.184, 0.085, 0.159, 0.211, 0.166, 0.097, 0.17, 0.225]"
53,"[0.175, 0.332, 0.117, 0.081, 0.191, 0.12, 0.307, 0.095, 0.292, 0.166]"
54,"[0.108, 0.205, 0.128, 0.086, 0.186, 0.205, 0.164, 0.1, 0.176, 0.186]"
55,"[0.169, 0.387, 0.107, 0.083, 0.197, 0.124, 0.303, 0.095, 0.289, 0.129]"
56,"[0.108, 0.17, 0.112, 0.087, 0.197, 0.211, 0.159, 0.101, 0.169, 0.143]"
57,"[0.145, 0.417, 0.104, 0.083, 0.197, 0.121, 0.293, 0.095, 0.27, 0.131]"
58,"[0.107, 0.224, 0.099, 0.089, 0.21, 0.19, 0.146, 0.102, 0.149, 0.119]"
59,"[0.119, 0.399, 0.103, 0.083, 0.193, 0.119, 0.277, 0.095, 0.258, 0.111]"
