eigenvector_centrality,"[0, 5]"
0,"[0.101, 0.107, 0.1, 0.103, 0.15, 0.086, 0.207, 0.145, 0.16, 0.322]"
1,"[0.103, 0.099, 0.167, 0.169, 0.091, 0.086, 0.187, 0.102, 0.152, 0.12]"
2,"[0.109, 0.127, 0.167, 0.122, 0.083, 0.159, 0.109, 0.098, 0.113, 0.119]"
3,"[0.19, 0.174, 0.257, 0.165, 0.122, 0.086, 0.265, 0.196, 0.177, 0.232]"
4,"[0.172, 0.225, 0.223, 0.263, 0.083, 0.227, 0.109, 0.183, 0.113, 0.218]"
5,"[0.198, 0.215, 0.195, 0.253, 0.171, 0.086, 0.388, 0.24, 0.394, 0.22]"
6,"[0.18, 0.237, 0.212, 0.294, 0.1, 0.418, 0.109, 0.311, 0.153, 0.255]"
7,"[0.213, 0.304, 0.274, 0.247, 0.377, 0.086, 0.431, 0.249, 0.458, 0.253]"
8,"[0.288, 0.202, 0.232, 0.355, 0.142, 0.48, 0.235, 0.34, 0.237, 0.245]"
9,"[0.188, 0.368, 0.33, 0.24, 0.393, 0.119, 0.476, 0.241, 0.487, 0.394]"
10,"[0.401, 0.15, 0.216, 0.358, 0.156, 0.484, 0.245, 0.34, 0.215, 0.205]"
11,"[0.134, 0.348, 0.378, 0.246, 0.416, 0.111, 0.481, 0.244, 0.523, 0.405]"
12,"[0.42, 0.142, 0.248, 0.404, 0.169, 0.519, 0.212, 0.371, 0.216, 0.229]"
13,"[0.108, 0.36, 0.354, 0.265, 0.462, 0.091, 0.447, 0.255, 0.447, 0.373]"
14,"[0.388, 0.168, 0.256, 0.397, 0.143, 0.378, 0.177, 0.385, 0.183, 0.264]"
15,"[0.133, 0.357, 0.355, 0.27, 0.385, 0.088, 0.386, 0.277, 0.362, 0.368]"
16,"[0.369, 0.173, 0.259, 0.379, 0.166, 0.341, 0.173, 0.381, 0.178, 0.274]"
17,"[0.166, 0.34, 0.419, 0.295, 0.38, 0.091, 0.378, 0.338, 0.376, 0.394]"
18,"[0.374, 0.173, 0.294, 0.396, 0.212, 0.359, 0.237, 0.359, 0.245, 0.274]"
19,"[0.171, 0.335, 0.409, 0.363, 0.402, 0.16, 0.378, 0.374, 0.352, 0.41]"
20,"[0.384, 0.207, 0.319, 0.436, 0.186, 0.363, 0.236, 0.439, 0.247, 0.309]"
21,"[0.139, 0.383, 0.396, 0.383, 0.402, 0.172, 0.38, 0.392, 0.341, 0.388]"
22,"[0.381, 0.252, 0.33, 0.431, 0.179, 0.378, 0.217, 0.429, 0.224, 0.314]"
23,"[0.178, 0.358, 0.399, 0.384, 0.386, 0.178, 0.381, 0.357, 0.373, 0.383]"
24,"[0.361, 0.273, 0.331, 0.408, 0.178, 0.361, 0.229, 0.422, 0.224, 0.318]"
25,"[0.462, 0.353, 0.406, 0.393, 0.366, 0.492, 0.372, 0.402, 0.378, 0.384]"
26,"[0.474, 0.361, 0.479, 0.422, 0.513, 0.499, 0.481, 0.421, 0.502, 0.499]"
27,"[0.55, 0.383, 0.569, 0.412, 0.559, 0.54, 0.53, 0.372, 0.519, 0.563]"
28,"[0.53, 0.357, 0.497, 0.405, 0.503, 0.359, 0.4, 0.408, 0.382, 0.487]"
29,"[0.151, 0.32, 0.32, 0.518, 0.27, 0.108, 0.2, 0.458, 0.197, 0.297]"
30,"[0.495, 0.492, 0.31, 0.313, 0.262, 0.452, 0.224, 0.315, 0.223, 0.289]"
31,"[0.197, 0.323, 0.302, 0.406, 0.245, 0.11, 0.158, 0.436, 0.174, 0.279]"
32,"[0.466, 0.321, 0.21, 0.255, 0.252, 0.345, 0.178, 0.237, 0.186, 0.205]"
33,"[0.304, 0.242, 0.17, 0.298, 0.22, 0.108, 0.182, 0.309, 0.187, 0.165]"
34,"[0.314, 0.246, 0.188, 0.184, 0.212, 0.353, 0.18, 0.17, 0.19, 0.202]"
35,"[0.406, 0.207, 0.163, 0.204, 0.248, 0.109, 0.19, 0.206, 0.189, 0.159]"
36,"[0.31, 0.192, 0.139, 0.145, 0.167, 0.412, 0.151, 0.137, 0.156, 0.154]"
37,"[0.417, 0.182, 0.187, 0.172, 0.219, 0.11, 0.186, 0.168, 0.195, 0.177]"
38,"[0.324, 0.189, 0.132, 0.188, 0.178, 0.401, 0.153, 0.179, 0.169, 0.142]"
39,"[0.418, 0.184, 0.205, 0.189, 0.247, 0.108, 0.184, 0.182, 0.19, 0.194]"
40,"[0.313, 0.194, 0.142, 0.166, 0.208, 0.41, 0.148, 0.145, 0.153, 0.158]"
41,"[0.469, 0.119, 0.207, 0.185, 0.268, 0.111, 0.161, 0.187, 0.178, 0.196]"
42,"[0.341, 0.179, 0.15, 0.099, 0.25, 0.417, 0.175, 0.092, 0.188, 0.156]"
43,"[0.497, 0.093, 0.205, 0.165, 0.264, 0.137, 0.177, 0.17, 0.19, 0.198]"
44,"[0.341, 0.175, 0.171, 0.097, 0.232, 0.385, 0.184, 0.086, 0.192, 0.172]"
45,"[0.518, 0.089, 0.209, 0.159, 0.281, 0.137, 0.16, 0.149, 0.169, 0.197]"
46,"[0.311, 0.184, 0.185, 0.097, 0.235, 0.241, 0.176, 0.085, 0.189, 0.185]"
47,"[0.528, 0.089, 0.254, 0.205, 0.303, 0.278, 0.227, 0.199, 0.231, 0.248]"
48,"[0.298, 0.291, 0.23, 0.097, 0.252, 0.215, 0.164, 0.085, 0.18, 0.222]"
49,"[0.439, 0.089, 0.266, 0.3, 0.312, 0.474, 0.249, 0.285, 0.253, 0.259]"
50,"[0.329, 0.28, 0.24, 0.099, 0.292, 0.222, 0.181, 0.09, 0.191, 0.229]"
51,"[0.382, 0.094, 0.237, 0.327, 0.271, 0.497, 0.243, 0.305, 0.248, 0.224]"
52,"[0.372, 0.308, 0.288, 0.101, 0.283, 0.233, 0.175, 0.094, 0.191, 0.268]"
53,"[0.349, 0.094, 0.221, 0.263, 0.26, 0.492, 0.237, 0.276, 0.215, 0.221]"
54,"[0.363, 0.305, 0.315, 0.1, 0.273, 0.253, 0.176, 0.094, 0.184, 0.303]"
55,"[0.32, 0.093, 0.237, 0.242, 0.27, 0.445, 0.184, 0.253, 0.186, 0.242]"
56,"[0.356, 0.306, 0.319, 0.101, 0.255, 0.265, 0.191, 0.094, 0.186, 0.301]"
57,"[0.334, 0.092, 0.253, 0.236, 0.277, 0.406, 0.189, 0.252, 0.192, 0.239]"
58,"[0.371, 0.267, 0.316, 0.1, 0.258, 0.236, 0.196, 0.094, 0.206, 0.296]"
59,"[0.333, 0.09, 0.256, 0.224, 0.289, 0.369, 0.223, 0.227, 0.231, 0.237]"
