eigenvector_centrality,[0]
0,"[0.102, 0.093, 0.109, 0.105, 0.126, 0.183, 0.109, 0.104, 0.091, 0.105]"
1,"[0.102, 0.091, 0.109, 0.105, 0.109, 0.095, 0.109, 0.104, 0.091, 0.135]"
2,"[0.102, 0.093, 0.109, 0.093, 0.109, 0.095, 0.109, 0.104, 0.091, 0.079]"
3,"[0.102, 0.093, 0.109, 0.104, 0.109, 0.095, 0.109, 0.14, 0.091, 0.079]"
4,"[0.34, 0.093, 0.151, 0.171, 0.2, 0.119, 0.11, 0.125, 0.196, 0.098]"
5,"[0.236, 0.32, 0.241, 0.276, 0.256, 0.199, 0.272, 0.347, 0.197, 0.237]"
6,"[0.19, 0.323, 0.224, 0.318, 0.13, 0.25, 0.233, 0.319, 0.228, 0.177]"
7,"[0.321, 0.325, 0.309, 0.306, 0.34, 0.354, 0.286, 0.282, 0.243, 0.269]"
8,"[0.321, 0.442, 0.429, 0.377, 0.295, 0.362, 0.452, 0.425, 0.409, 0.349]"
9,"[0.399, 0.292, 0.471, 0.34, 0.327, 0.463, 0.276, 0.251, 0.316, 0.342]"
10,"[0.267, 0.4, 0.383, 0.37, 0.339, 0.286, 0.404, 0.4, 0.371, 0.319]"
11,"[0.374, 0.241, 0.441, 0.291, 0.307, 0.339, 0.212, 0.243, 0.218, 0.357]"
12,"[0.249, 0.316, 0.276, 0.357, 0.358, 0.21, 0.4, 0.389, 0.316, 0.313]"
13,"[0.337, 0.21, 0.397, 0.248, 0.299, 0.322, 0.26, 0.242, 0.222, 0.359]"
14,"[0.237, 0.296, 0.237, 0.312, 0.362, 0.241, 0.362, 0.347, 0.299, 0.367]"
15,"[0.306, 0.201, 0.379, 0.226, 0.279, 0.32, 0.218, 0.215, 0.257, 0.317]"
16,"[0.212, 0.297, 0.23, 0.292, 0.364, 0.322, 0.335, 0.325, 0.306, 0.397]"
17,"[0.306, 0.25, 0.36, 0.239, 0.285, 0.319, 0.221, 0.225, 0.341, 0.286]"
18,"[0.198, 0.292, 0.25, 0.296, 0.359, 0.378, 0.337, 0.327, 0.31, 0.425]"
19,"[0.306, 0.275, 0.356, 0.264, 0.306, 0.319, 0.241, 0.248, 0.405, 0.282]"
20,"[0.194, 0.291, 0.266, 0.301, 0.357, 0.404, 0.33, 0.328, 0.316, 0.436]"
21,"[0.302, 0.283, 0.357, 0.296, 0.315, 0.331, 0.272, 0.285, 0.438, 0.287]"
22,"[0.21, 0.302, 0.29, 0.306, 0.351, 0.412, 0.333, 0.334, 0.33, 0.43]"
23,"[0.304, 0.279, 0.344, 0.334, 0.316, 0.358, 0.311, 0.343, 0.442, 0.31]"
24,"[0.228, 0.32, 0.307, 0.321, 0.349, 0.415, 0.341, 0.346, 0.371, 0.402]"
25,"[0.461, 0.283, 0.353, 0.381, 0.332, 0.395, 0.371, 0.384, 0.446, 0.34]"
26,"[0.533, 0.492, 0.286, 0.421, 0.414, 0.405, 0.446, 0.437, 0.361, 0.384]"
27,"[0.491, 0.433, 0.372, 0.401, 0.361, 0.477, 0.387, 0.396, 0.367, 0.348]"
28,"[0.437, 0.358, 0.324, 0.343, 0.359, 0.366, 0.375, 0.373, 0.387, 0.367]"
29,"[0.432, 0.364, 0.317, 0.4, 0.379, 0.404, 0.415, 0.396, 0.327, 0.356]"
30,"[0.464, 0.342, 0.314, 0.286, 0.301, 0.331, 0.315, 0.313, 0.337, 0.312]"
31,"[0.402, 0.328, 0.271, 0.331, 0.342, 0.362, 0.353, 0.34, 0.29, 0.341]"
32,"[0.444, 0.305, 0.271, 0.267, 0.284, 0.296, 0.294, 0.291, 0.279, 0.265]"
33,"[0.437, 0.304, 0.259, 0.259, 0.282, 0.29, 0.286, 0.284, 0.265, 0.287]"
34,"[0.398, 0.275, 0.239, 0.256, 0.279, 0.284, 0.294, 0.284, 0.243, 0.254]"
35,"[0.462, 0.274, 0.258, 0.234, 0.258, 0.246, 0.269, 0.27, 0.254, 0.23]"
36,"[0.342, 0.265, 0.22, 0.24, 0.27, 0.267, 0.278, 0.273, 0.234, 0.249]"
37,"[0.497, 0.26, 0.235, 0.215, 0.247, 0.23, 0.256, 0.255, 0.232, 0.212]"
38,"[0.326, 0.253, 0.214, 0.222, 0.253, 0.225, 0.26, 0.258, 0.213, 0.22]"
39,"[0.504, 0.245, 0.213, 0.209, 0.232, 0.206, 0.234, 0.242, 0.212, 0.189]"
40,"[0.329, 0.228, 0.212, 0.207, 0.231, 0.192, 0.237, 0.24, 0.201, 0.17]"
41,"[0.503, 0.214, 0.199, 0.195, 0.216, 0.197, 0.213, 0.235, 0.182, 0.18]"
42,"[0.32, 0.214, 0.212, 0.191, 0.213, 0.172, 0.211, 0.226, 0.192, 0.151]"
43,"[0.498, 0.205, 0.18, 0.188, 0.216, 0.198, 0.205, 0.224, 0.174, 0.185]"
44,"[0.322, 0.219, 0.211, 0.178, 0.191, 0.126, 0.197, 0.214, 0.205, 0.111]"
45,"[0.478, 0.187, 0.155, 0.183, 0.215, 0.2, 0.201, 0.219, 0.152, 0.195]"
46,"[0.322, 0.21, 0.211, 0.172, 0.178, 0.098, 0.188, 0.198, 0.198, 0.082]"
47,"[0.483, 0.171, 0.129, 0.185, 0.207, 0.158, 0.199, 0.217, 0.125, 0.146]"
48,"[0.33, 0.196, 0.196, 0.165, 0.17, 0.092, 0.182, 0.193, 0.175, 0.079]"
49,"[0.481, 0.16, 0.124, 0.181, 0.199, 0.118, 0.192, 0.206, 0.11, 0.101]"
50,"[0.327, 0.189, 0.175, 0.16, 0.151, 0.09, 0.184, 0.192, 0.156, 0.079]"
51,"[0.489, 0.151, 0.12, 0.166, 0.175, 0.102, 0.186, 0.195, 0.103, 0.08]"
52,"[0.336, 0.183, 0.151, 0.163, 0.15, 0.09, 0.184, 0.189, 0.131, 0.079]"
53,"[0.497, 0.149, 0.119, 0.166, 0.167, 0.092, 0.186, 0.197, 0.103, 0.079]"
54,"[0.33, 0.175, 0.141, 0.167, 0.158, 0.09, 0.184, 0.191, 0.134, 0.079]"
55,"[0.488, 0.146, 0.117, 0.17, 0.173, 0.09, 0.186, 0.197, 0.106, 0.079]"
56,"[0.328, 0.163, 0.138, 0.164, 0.149, 0.09, 0.18, 0.187, 0.137, 0.079]"
57,"[0.487, 0.146, 0.116, 0.167, 0.17, 0.09, 0.182, 0.193, 0.107, 0.079]"
58,"[0.34, 0.162, 0.133, 0.158, 0.154, 0.09, 0.176, 0.182, 0.13, 0.079]"
