eigenvector_centrality,[0]
0,"[0.088, 0.085, 0.083, 0.148, 0.112, 0.102, 0.093, 0.299, 0.099, 0.12]"
1,"[0.116, 0.086, 0.106, 0.132, 0.152, 0.264, 0.092, 0.259, 0.12, 0.103]"
2,"[0.088, 0.085, 0.141, 0.097, 0.112, 0.102, 0.093, 0.121, 0.099, 0.12]"
3,"[0.216, 0.086, 0.106, 0.117, 0.094, 0.28, 0.092, 0.264, 0.1, 0.103]"
4,"[0.088, 0.22, 0.23, 0.237, 0.239, 0.214, 0.196, 0.148, 0.346, 0.281]"
5,"[0.291, 0.2, 0.106, 0.177, 0.131, 0.215, 0.199, 0.216, 0.133, 0.204]"
6,"[0.18, 0.233, 0.289, 0.19, 0.333, 0.243, 0.326, 0.296, 0.325, 0.241]"
7,"[0.359, 0.35, 0.241, 0.429, 0.247, 0.326, 0.29, 0.262, 0.218, 0.26]"
8,"[0.223, 0.401, 0.272, 0.284, 0.33, 0.455, 0.324, 0.488, 0.282, 0.385]"
9,"[0.306, 0.49, 0.236, 0.36, 0.15, 0.289, 0.174, 0.228, 0.166, 0.219]"
10,"[0.181, 0.33, 0.262, 0.204, 0.279, 0.487, 0.343, 0.438, 0.274, 0.358]"
11,"[0.299, 0.469, 0.271, 0.297, 0.151, 0.16, 0.151, 0.166, 0.158, 0.163]"
12,"[0.195, 0.188, 0.253, 0.166, 0.283, 0.362, 0.303, 0.351, 0.277, 0.316]"
13,"[0.306, 0.443, 0.288, 0.355, 0.168, 0.149, 0.154, 0.147, 0.167, 0.168]"
14,"[0.205, 0.192, 0.254, 0.178, 0.288, 0.398, 0.293, 0.385, 0.277, 0.284]"
15,"[0.305, 0.415, 0.248, 0.424, 0.238, 0.159, 0.204, 0.162, 0.292, 0.231]"
16,"[0.205, 0.196, 0.256, 0.213, 0.293, 0.376, 0.291, 0.382, 0.293, 0.284]"
17,"[0.306, 0.382, 0.213, 0.39, 0.283, 0.169, 0.212, 0.174, 0.265, 0.244]"
18,"[0.167, 0.202, 0.265, 0.246, 0.337, 0.346, 0.33, 0.344, 0.344, 0.32]"
19,"[0.306, 0.357, 0.214, 0.334, 0.251, 0.184, 0.2, 0.194, 0.251, 0.233]"
20,"[0.165, 0.205, 0.293, 0.281, 0.375, 0.305, 0.373, 0.307, 0.343, 0.341]"
21,"[0.315, 0.333, 0.269, 0.315, 0.222, 0.198, 0.188, 0.213, 0.238, 0.201]"
22,"[0.169, 0.219, 0.29, 0.321, 0.373, 0.288, 0.352, 0.295, 0.337, 0.337]"
23,"[0.309, 0.318, 0.307, 0.318, 0.223, 0.228, 0.184, 0.225, 0.236, 0.196]"
24,"[0.225, 0.234, 0.307, 0.334, 0.374, 0.295, 0.369, 0.298, 0.339, 0.336]"
25,"[0.444, 0.322, 0.353, 0.32, 0.261, 0.247, 0.195, 0.248, 0.265, 0.207]"
26,"[0.583, 0.221, 0.569, 0.311, 0.405, 0.299, 0.455, 0.309, 0.422, 0.411]"
27,"[0.513, 0.331, 0.544, 0.348, 0.334, 0.249, 0.344, 0.26, 0.34, 0.323]"
28,"[0.463, 0.289, 0.315, 0.359, 0.398, 0.311, 0.365, 0.326, 0.363, 0.337]"
29,"[0.474, 0.313, 0.274, 0.35, 0.325, 0.278, 0.333, 0.261, 0.328, 0.326]"
30,"[0.469, 0.282, 0.256, 0.254, 0.382, 0.317, 0.34, 0.325, 0.348, 0.31]"
31,"[0.437, 0.304, 0.259, 0.333, 0.255, 0.219, 0.28, 0.198, 0.247, 0.27]"
32,"[0.444, 0.219, 0.264, 0.198, 0.287, 0.308, 0.291, 0.318, 0.262, 0.314]"
33,"[0.503, 0.239, 0.264, 0.233, 0.247, 0.195, 0.257, 0.186, 0.24, 0.251]"
34,"[0.428, 0.211, 0.251, 0.202, 0.263, 0.223, 0.268, 0.235, 0.238, 0.266]"
35,"[0.536, 0.229, 0.266, 0.23, 0.245, 0.208, 0.26, 0.211, 0.24, 0.25]"
36,"[0.434, 0.198, 0.229, 0.187, 0.263, 0.255, 0.263, 0.24, 0.243, 0.262]"
37,"[0.508, 0.232, 0.248, 0.237, 0.24, 0.205, 0.253, 0.191, 0.226, 0.24]"
38,"[0.4, 0.182, 0.23, 0.171, 0.263, 0.266, 0.268, 0.247, 0.242, 0.262]"
39,"[0.499, 0.2, 0.202, 0.201, 0.213, 0.205, 0.225, 0.193, 0.205, 0.214]"
40,"[0.406, 0.181, 0.239, 0.172, 0.256, 0.226, 0.262, 0.214, 0.227, 0.253]"
41,"[0.511, 0.177, 0.198, 0.175, 0.191, 0.205, 0.204, 0.193, 0.185, 0.192]"
42,"[0.43, 0.182, 0.235, 0.171, 0.244, 0.187, 0.247, 0.187, 0.214, 0.235]"
43,"[0.535, 0.163, 0.19, 0.155, 0.186, 0.207, 0.196, 0.195, 0.18, 0.19]"
44,"[0.42, 0.184, 0.235, 0.171, 0.215, 0.174, 0.218, 0.175, 0.2, 0.211]"
45,"[0.525, 0.156, 0.181, 0.15, 0.188, 0.206, 0.198, 0.195, 0.18, 0.192]"
46,"[0.427, 0.186, 0.234, 0.171, 0.194, 0.167, 0.197, 0.17, 0.187, 0.193]"
47,"[0.532, 0.163, 0.19, 0.15, 0.187, 0.207, 0.198, 0.195, 0.18, 0.193]"
48,"[0.423, 0.188, 0.233, 0.173, 0.209, 0.17, 0.213, 0.172, 0.201, 0.211]"
49,"[0.542, 0.164, 0.201, 0.157, 0.188, 0.207, 0.198, 0.197, 0.179, 0.192]"
50,"[0.418, 0.189, 0.228, 0.173, 0.216, 0.175, 0.214, 0.176, 0.209, 0.215]"
51,"[0.543, 0.164, 0.179, 0.16, 0.186, 0.207, 0.197, 0.197, 0.18, 0.193]"
52,"[0.409, 0.189, 0.215, 0.174, 0.218, 0.18, 0.22, 0.177, 0.21, 0.219]"
53,"[0.522, 0.169, 0.161, 0.161, 0.187, 0.206, 0.199, 0.196, 0.184, 0.194]"
54,"[0.401, 0.188, 0.201, 0.173, 0.233, 0.185, 0.225, 0.184, 0.218, 0.22]"
55,"[0.512, 0.18, 0.165, 0.18, 0.187, 0.206, 0.2, 0.197, 0.187, 0.193]"
56,"[0.403, 0.187, 0.204, 0.172, 0.236, 0.187, 0.231, 0.199, 0.22, 0.235]"
57,"[0.524, 0.191, 0.169, 0.2, 0.186, 0.201, 0.201, 0.193, 0.188, 0.197]"
58,"[0.382, 0.188, 0.195, 0.174, 0.235, 0.203, 0.22, 0.217, 0.216, 0.225]"
59,"[0.53, 0.189, 0.171, 0.199, 0.186, 0.201, 0.201, 0.193, 0.188, 0.198]"
60,"[0.366, 0.188, 0.187, 0.173, 0.214, 0.195, 0.216, 0.208, 0.211, 0.221]"
61,"[0.544, 0.18, 0.164, 0.201, 0.187, 0.199, 0.2, 0.192, 0.187, 0.197]"
62,"[0.364, 0.187, 0.191, 0.173, 0.22, 0.196, 0.212, 0.207, 0.209, 0.213]"
63,"[0.55, 0.179, 0.18, 0.189, 0.185, 0.199, 0.2, 0.193, 0.187, 0.197]"
64,"[0.376, 0.187, 0.198, 0.174, 0.206, 0.186, 0.208, 0.199, 0.2, 0.21]"
65,"[0.515, 0.179, 0.184, 0.18, 0.185, 0.199, 0.201, 0.194, 0.187, 0.197]"
66,"[0.4, 0.189, 0.197, 0.175, 0.207, 0.184, 0.21, 0.197, 0.199, 0.209]"
67,"[0.514, 0.177, 0.189, 0.177, 0.186, 0.2, 0.204, 0.192, 0.187, 0.197]"
68,"[0.406, 0.189, 0.202, 0.177, 0.206, 0.186, 0.209, 0.194, 0.205, 0.212]"
69,"[0.482, 0.176, 0.181, 0.178, 0.187, 0.203, 0.204, 0.193, 0.186, 0.196]"
70,"[0.466, 0.19, 0.174, 0.178, 0.213, 0.179, 0.226, 0.196, 0.212, 0.215]"
71,"[0.455, 0.178, 0.19, 0.18, 0.186, 0.204, 0.206, 0.194, 0.187, 0.204]"
72,"[0.426, 0.191, 0.159, 0.178, 0.212, 0.182, 0.222, 0.192, 0.215, 0.214]"
73,"[0.452, 0.177, 0.187, 0.179, 0.187, 0.204, 0.207, 0.194, 0.187, 0.207]"
74,"[0.409, 0.192, 0.146, 0.179, 0.211, 0.178, 0.22, 0.191, 0.211, 0.21]"
75,"[0.462, 0.175, 0.187, 0.183, 0.189, 0.205, 0.207, 0.191, 0.189, 0.212]"
