eigenvector_centrality,[0]
0,"[0.187, 0.112, 0.121, 0.081, 0.094, 0.112, 0.198, 0.085, 0.103, 0.191]"
1,"[0.105, 0.093, 0.083, 0.083, 0.091, 0.108, 0.207, 0.133, 0.1, 0.114]"
2,"[0.219, 0.112, 0.083, 0.081, 0.091, 0.158, 0.165, 0.18, 0.128, 0.226]"
3,"[0.126, 0.228, 0.083, 0.217, 0.096, 0.108, 0.114, 0.096, 0.207, 0.101]"
4,"[0.233, 0.141, 0.083, 0.318, 0.091, 0.341, 0.206, 0.207, 0.296, 0.276]"
5,"[0.272, 0.359, 0.202, 0.353, 0.183, 0.137, 0.251, 0.276, 0.295, 0.293]"
6,"[0.323, 0.251, 0.213, 0.25, 0.277, 0.4, 0.308, 0.305, 0.346, 0.27]"
7,"[0.347, 0.355, 0.277, 0.438, 0.255, 0.203, 0.287, 0.339, 0.25, 0.35]"
8,"[0.352, 0.237, 0.307, 0.263, 0.277, 0.305, 0.376, 0.39, 0.388, 0.352]"
9,"[0.328, 0.337, 0.256, 0.312, 0.261, 0.127, 0.316, 0.299, 0.298, 0.37]"
10,"[0.222, 0.144, 0.238, 0.165, 0.406, 0.302, 0.253, 0.366, 0.248, 0.297]"
11,"[0.22, 0.286, 0.359, 0.194, 0.212, 0.11, 0.404, 0.394, 0.376, 0.262]"
12,"[0.249, 0.157, 0.177, 0.212, 0.489, 0.236, 0.196, 0.335, 0.207, 0.332]"
13,"[0.203, 0.259, 0.4, 0.184, 0.192, 0.136, 0.428, 0.409, 0.44, 0.234]"
14,"[0.323, 0.181, 0.174, 0.231, 0.521, 0.256, 0.188, 0.303, 0.208, 0.347]"
15,"[0.188, 0.269, 0.408, 0.222, 0.192, 0.176, 0.427, 0.418, 0.45, 0.232]"
16,"[0.368, 0.228, 0.194, 0.224, 0.509, 0.257, 0.214, 0.265, 0.21, 0.365]"
17,"[0.174, 0.316, 0.39, 0.254, 0.199, 0.21, 0.413, 0.428, 0.452, 0.26]"
