eigenvector_centrality,[1]
0,"[0.102, 0.112, 0.094, 0.097, 0.1, 0.146, 0.15, 0.089, 0.103, 0.12]"
1,"[0.106, 0.099, 0.108, 0.097, 0.103, 0.181, 0.089, 0.104, 0.103, 0.214]"
2,"[0.095, 0.112, 0.198, 0.148, 0.1, 0.108, 0.095, 0.098, 0.103, 0.12]"
3,"[0.106, 0.124, 0.108, 0.097, 0.149, 0.108, 0.089, 0.183, 0.103, 0.187]"
4,"[0.169, 0.202, 0.123, 0.205, 0.1, 0.201, 0.16, 0.098, 0.213, 0.212]"
5,"[0.422, 0.115, 0.25, 0.233, 0.106, 0.136, 0.089, 0.377, 0.312, 0.266]"
6,"[0.171, 0.311, 0.306, 0.307, 0.23, 0.367, 0.287, 0.192, 0.322, 0.184]"
7,"[0.364, 0.339, 0.434, 0.357, 0.351, 0.256, 0.343, 0.395, 0.412, 0.485]"
8,"[0.375, 0.455, 0.497, 0.509, 0.329, 0.401, 0.43, 0.235, 0.439, 0.436]"
9,"[0.417, 0.456, 0.503, 0.448, 0.44, 0.243, 0.368, 0.32, 0.505, 0.459]"
10,"[0.22, 0.411, 0.414, 0.448, 0.257, 0.289, 0.438, 0.155, 0.404, 0.346]"
11,"[0.308, 0.359, 0.367, 0.309, 0.4, 0.168, 0.198, 0.275, 0.353, 0.327]"
12,"[0.101, 0.337, 0.338, 0.413, 0.175, 0.3, 0.328, 0.154, 0.379, 0.26]"
13,"[0.308, 0.266, 0.262, 0.337, 0.318, 0.204, 0.12, 0.281, 0.323, 0.308]"
14,"[0.114, 0.29, 0.309, 0.444, 0.109, 0.332, 0.297, 0.199, 0.352, 0.24]"
15,"[0.316, 0.242, 0.207, 0.396, 0.304, 0.19, 0.128, 0.285, 0.359, 0.342]"
16,"[0.15, 0.307, 0.319, 0.468, 0.114, 0.364, 0.297, 0.212, 0.367, 0.261]"
17,"[0.328, 0.234, 0.199, 0.379, 0.302, 0.197, 0.159, 0.301, 0.344, 0.364]"
18,"[0.231, 0.341, 0.329, 0.476, 0.178, 0.373, 0.315, 0.19, 0.368, 0.255]"
19,"[0.37, 0.245, 0.204, 0.352, 0.352, 0.198, 0.221, 0.331, 0.339, 0.373]"
20,"[0.223, 0.335, 0.335, 0.46, 0.22, 0.376, 0.36, 0.201, 0.364, 0.258]"
21,"[0.339, 0.227, 0.24, 0.321, 0.326, 0.202, 0.243, 0.363, 0.344, 0.378]"
22,"[0.227, 0.307, 0.341, 0.449, 0.241, 0.378, 0.333, 0.233, 0.361, 0.273]"
23,"[0.315, 0.228, 0.275, 0.318, 0.291, 0.212, 0.263, 0.396, 0.356, 0.362]"
24,"[0.231, 0.312, 0.346, 0.431, 0.232, 0.401, 0.307, 0.25, 0.364, 0.329]"
25,"[0.312, 0.407, 0.307, 0.342, 0.288, 0.225, 0.23, 0.365, 0.364, 0.364]"
26,"[0.298, 0.505, 0.35, 0.371, 0.362, 0.359, 0.31, 0.441, 0.365, 0.346]"
27,"[0.319, 0.531, 0.352, 0.389, 0.296, 0.355, 0.32, 0.382, 0.395, 0.331]"
28,"[0.327, 0.41, 0.376, 0.379, 0.323, 0.383, 0.312, 0.39, 0.371, 0.382]"
29,"[0.343, 0.451, 0.344, 0.342, 0.294, 0.33, 0.295, 0.41, 0.389, 0.361]"
30,"[0.307, 0.227, 0.393, 0.46, 0.276, 0.447, 0.33, 0.265, 0.402, 0.425]"
31,"[0.405, 0.485, 0.3, 0.284, 0.318, 0.261, 0.226, 0.345, 0.354, 0.424]"
32,"[0.25, 0.214, 0.378, 0.432, 0.208, 0.406, 0.306, 0.19, 0.38, 0.368]"
33,"[0.406, 0.434, 0.252, 0.223, 0.38, 0.163, 0.156, 0.26, 0.261, 0.467]"
34,"[0.198, 0.203, 0.344, 0.409, 0.18, 0.339, 0.339, 0.107, 0.36, 0.222]"
35,"[0.476, 0.378, 0.204, 0.186, 0.385, 0.132, 0.145, 0.229, 0.182, 0.445]"
36,"[0.186, 0.154, 0.306, 0.383, 0.167, 0.383, 0.372, 0.102, 0.267, 0.209]"
37,"[0.425, 0.362, 0.188, 0.169, 0.338, 0.15, 0.179, 0.267, 0.141, 0.411]"
38,"[0.19, 0.113, 0.257, 0.388, 0.186, 0.375, 0.326, 0.115, 0.212, 0.189]"
39,"[0.357, 0.315, 0.18, 0.191, 0.363, 0.168, 0.191, 0.261, 0.116, 0.306]"
40,"[0.184, 0.113, 0.182, 0.361, 0.19, 0.325, 0.289, 0.114, 0.212, 0.207]"
41,"[0.355, 0.281, 0.181, 0.164, 0.356, 0.159, 0.179, 0.227, 0.113, 0.204]"
42,"[0.167, 0.115, 0.144, 0.295, 0.171, 0.267, 0.295, 0.122, 0.268, 0.222]"
43,"[0.319, 0.123, 0.215, 0.123, 0.36, 0.153, 0.125, 0.229, 0.108, 0.211]"
44,"[0.149, 0.149, 0.142, 0.308, 0.16, 0.271, 0.3, 0.135, 0.272, 0.179]"
45,"[0.341, 0.122, 0.201, 0.114, 0.385, 0.157, 0.131, 0.225, 0.105, 0.259]"
46,"[0.13, 0.174, 0.159, 0.319, 0.14, 0.268, 0.328, 0.107, 0.253, 0.143]"
47,"[0.34, 0.123, 0.182, 0.114, 0.376, 0.136, 0.133, 0.214, 0.104, 0.294]"
48,"[0.128, 0.271, 0.161, 0.302, 0.146, 0.276, 0.329, 0.099, 0.246, 0.142]"
49,"[0.343, 0.123, 0.158, 0.136, 0.377, 0.139, 0.141, 0.206, 0.105, 0.306]"
50,"[0.123, 0.322, 0.185, 0.263, 0.138, 0.255, 0.329, 0.094, 0.22, 0.146]"
51,"[0.337, 0.121, 0.146, 0.138, 0.363, 0.126, 0.137, 0.189, 0.122, 0.312]"
52,"[0.106, 0.318, 0.184, 0.234, 0.121, 0.244, 0.318, 0.088, 0.197, 0.152]"
53,"[0.305, 0.124, 0.135, 0.116, 0.331, 0.107, 0.121, 0.172, 0.128, 0.296]"
54,"[0.114, 0.135, 0.17, 0.217, 0.138, 0.248, 0.314, 0.091, 0.182, 0.138]"
55,"[0.285, 0.146, 0.13, 0.111, 0.299, 0.107, 0.126, 0.179, 0.126, 0.277]"
56,"[0.139, 0.134, 0.161, 0.194, 0.161, 0.246, 0.309, 0.105, 0.168, 0.143]"
57,"[0.28, 0.153, 0.148, 0.119, 0.285, 0.11, 0.142, 0.168, 0.134, 0.252]"
58,"[0.157, 0.126, 0.158, 0.17, 0.173, 0.232, 0.303, 0.12, 0.169, 0.153]"
59,"[0.253, 0.193, 0.153, 0.121, 0.276, 0.111, 0.157, 0.156, 0.154, 0.239]"
60,"[0.157, 0.115, 0.147, 0.154, 0.17, 0.19, 0.293, 0.105, 0.162, 0.16]"
61,"[0.232, 0.243, 0.154, 0.118, 0.258, 0.108, 0.153, 0.151, 0.155, 0.214]"
62,"[0.145, 0.112, 0.136, 0.141, 0.148, 0.18, 0.278, 0.093, 0.159, 0.16]"
63,"[0.23, 0.266, 0.151, 0.116, 0.253, 0.108, 0.141, 0.153, 0.142, 0.198]"
64,"[0.11, 0.117, 0.138, 0.126, 0.121, 0.17, 0.282, 0.088, 0.161, 0.158]"
65,"[0.241, 0.208, 0.145, 0.14, 0.291, 0.127, 0.121, 0.185, 0.144, 0.184]"
66,"[0.12, 0.127, 0.147, 0.133, 0.128, 0.182, 0.31, 0.089, 0.169, 0.161]"
67,"[0.224, 0.174, 0.152, 0.14, 0.27, 0.125, 0.141, 0.163, 0.15, 0.184]"
68,"[0.149, 0.159, 0.145, 0.145, 0.161, 0.178, 0.28, 0.1, 0.168, 0.17]"
69,"[0.199, 0.134, 0.159, 0.152, 0.209, 0.133, 0.16, 0.152, 0.159, 0.183]"
70,"[0.173, 0.169, 0.14, 0.151, 0.185, 0.176, 0.232, 0.135, 0.165, 0.18]"
71,"[0.177, 0.112, 0.166, 0.155, 0.192, 0.154, 0.173, 0.136, 0.164, 0.183]"
72,"[0.175, 0.192, 0.132, 0.15, 0.185, 0.17, 0.199, 0.145, 0.163, 0.182]"
73,"[0.158, 0.112, 0.167, 0.152, 0.177, 0.154, 0.174, 0.127, 0.164, 0.176]"
74,"[0.173, 0.266, 0.121, 0.142, 0.185, 0.166, 0.18, 0.139, 0.151, 0.182]"
75,"[0.153, 0.113, 0.162, 0.151, 0.184, 0.151, 0.172, 0.13, 0.163, 0.175]"
76,"[0.167, 0.288, 0.123, 0.139, 0.18, 0.169, 0.195, 0.136, 0.15, 0.18]"
77,"[0.157, 0.119, 0.16, 0.151, 0.182, 0.147, 0.171, 0.142, 0.16, 0.176]"
78,"[0.162, 0.373, 0.13, 0.134, 0.161, 0.174, 0.2, 0.12, 0.149, 0.178]"
79,"[0.182, 0.151, 0.158, 0.158, 0.218, 0.158, 0.158, 0.189, 0.158, 0.176]"
80,"[0.144, 0.213, 0.147, 0.123, 0.142, 0.168, 0.235, 0.097, 0.155, 0.18]"
81,"[0.194, 0.153, 0.157, 0.157, 0.221, 0.155, 0.156, 0.193, 0.159, 0.182]"
82,"[0.143, 0.238, 0.155, 0.124, 0.143, 0.171, 0.247, 0.097, 0.162, 0.18]"
83,"[0.214, 0.154, 0.162, 0.158, 0.231, 0.154, 0.157, 0.19, 0.163, 0.19]"
84,"[0.146, 0.223, 0.164, 0.145, 0.144, 0.176, 0.253, 0.099, 0.161, 0.181]"
85,"[0.209, 0.145, 0.162, 0.155, 0.233, 0.152, 0.159, 0.169, 0.164, 0.178]"
86,"[0.15, 0.287, 0.167, 0.149, 0.154, 0.169, 0.231, 0.109, 0.157, 0.181]"
87,"[0.202, 0.142, 0.159, 0.152, 0.222, 0.152, 0.16, 0.153, 0.163, 0.178]"
88,"[0.146, 0.307, 0.166, 0.159, 0.152, 0.166, 0.213, 0.113, 0.161, 0.179]"
89,"[0.193, 0.157, 0.158, 0.149, 0.191, 0.145, 0.151, 0.148, 0.155, 0.182]"
90,"[0.135, 0.326, 0.16, 0.159, 0.145, 0.166, 0.196, 0.108, 0.157, 0.171]"
91,"[0.186, 0.163, 0.146, 0.146, 0.189, 0.145, 0.143, 0.153, 0.143, 0.181]"
92,"[0.116, 0.239, 0.162, 0.137, 0.126, 0.163, 0.184, 0.095, 0.168, 0.16]"
93,"[0.184, 0.172, 0.142, 0.141, 0.19, 0.138, 0.12, 0.163, 0.14, 0.197]"
94,"[0.104, 0.2, 0.164, 0.129, 0.122, 0.163, 0.189, 0.095, 0.16, 0.156]"
95,"[0.175, 0.176, 0.134, 0.136, 0.19, 0.129, 0.117, 0.172, 0.131, 0.193]"
96,"[0.101, 0.241, 0.157, 0.126, 0.119, 0.164, 0.188, 0.093, 0.157, 0.152]"
97,"[0.169, 0.181, 0.131, 0.131, 0.191, 0.126, 0.115, 0.168, 0.124, 0.172]"
98,"[0.1, 0.122, 0.147, 0.126, 0.117, 0.166, 0.187, 0.091, 0.147, 0.145]"
99,"[0.164, 0.347, 0.126, 0.122, 0.189, 0.122, 0.112, 0.164, 0.122, 0.162]"
