eigenvector_centrality,[9]
0,"[0.08, 0.099, 0.109, 0.097, 0.107, 0.108, 0.109, 0.098, 0.19, 0.097]"
1,"[0.102, 0.109, 0.116, 0.122, 0.083, 0.086, 0.069, 0.104, 0.113, 0.091]"
2,"[0.08, 0.099, 0.116, 0.097, 0.1, 0.109, 0.109, 0.141, 0.113, 0.103]"
3,"[0.149, 0.109, 0.116, 0.124, 0.083, 0.086, 0.124, 0.104, 0.113, 0.091]"
4,"[0.08, 0.103, 0.116, 0.097, 0.1, 0.086, 0.109, 0.104, 0.113, 0.103]"
5,"[0.087, 0.109, 0.116, 0.158, 0.083, 0.086, 0.109, 0.104, 0.113, 0.141]"
6,"[0.08, 0.103, 0.151, 0.097, 0.109, 0.153, 0.127, 0.18, 0.113, 0.103]"
7,"[0.172, 0.109, 0.168, 0.329, 0.083, 0.092, 0.179, 0.256, 0.296, 0.153]"
8,"[0.236, 0.223, 0.362, 0.107, 0.209, 0.335, 0.204, 0.217, 0.222, 0.103]"
9,"[0.162, 0.117, 0.172, 0.455, 0.083, 0.17, 0.375, 0.442, 0.349, 0.264]"
10,"[0.296, 0.267, 0.399, 0.112, 0.317, 0.425, 0.201, 0.206, 0.223, 0.103]"
11,"[0.163, 0.2, 0.204, 0.45, 0.083, 0.222, 0.433, 0.446, 0.415, 0.376]"
12,"[0.4, 0.304, 0.4, 0.148, 0.444, 0.449, 0.145, 0.222, 0.175, 0.103]"
13,"[0.207, 0.296, 0.197, 0.409, 0.085, 0.245, 0.443, 0.436, 0.411, 0.399]"
14,"[0.407, 0.337, 0.388, 0.206, 0.427, 0.445, 0.215, 0.226, 0.206, 0.173]"
15,"[0.21, 0.354, 0.265, 0.369, 0.129, 0.242, 0.432, 0.422, 0.412, 0.407]"
16,"[0.402, 0.34, 0.391, 0.239, 0.414, 0.421, 0.207, 0.25, 0.207, 0.232]"
17,"[0.226, 0.376, 0.388, 0.339, 0.224, 0.22, 0.427, 0.383, 0.394, 0.402]"
18,"[0.385, 0.327, 0.388, 0.253, 0.398, 0.401, 0.207, 0.295, 0.207, 0.322]"
19,"[0.232, 0.375, 0.392, 0.291, 0.345, 0.219, 0.393, 0.345, 0.37, 0.387]"
20,"[0.333, 0.294, 0.368, 0.258, 0.4, 0.354, 0.216, 0.32, 0.211, 0.365]"
21,"[0.202, 0.368, 0.399, 0.267, 0.393, 0.205, 0.337, 0.331, 0.336, 0.361]"
22,"[0.298, 0.263, 0.349, 0.288, 0.381, 0.315, 0.208, 0.354, 0.207, 0.372]"
23,"[0.201, 0.355, 0.429, 0.258, 0.42, 0.214, 0.297, 0.336, 0.307, 0.348]"
24,"[0.272, 0.3, 0.341, 0.316, 0.368, 0.305, 0.217, 0.397, 0.218, 0.405]"
25,"[0.213, 0.372, 0.431, 0.279, 0.416, 0.233, 0.292, 0.366, 0.287, 0.463]"
26,"[0.295, 0.444, 0.344, 0.345, 0.449, 0.302, 0.225, 0.415, 0.227, 0.494]"
27,"[0.241, 0.281, 0.425, 0.306, 0.409, 0.254, 0.316, 0.391, 0.302, 0.482]"
28,"[0.31, 0.451, 0.362, 0.378, 0.446, 0.313, 0.248, 0.413, 0.257, 0.414]"
29,"[0.264, 0.375, 0.411, 0.306, 0.401, 0.274, 0.327, 0.386, 0.298, 0.56]"
30,"[0.359, 0.353, 0.36, 0.391, 0.436, 0.328, 0.291, 0.416, 0.303, 0.492]"
31,"[0.261, 0.412, 0.405, 0.325, 0.4, 0.31, 0.36, 0.387, 0.338, 0.56]"
32,"[0.415, 0.327, 0.342, 0.383, 0.363, 0.359, 0.296, 0.423, 0.31, 0.503]"
33,"[0.233, 0.452, 0.414, 0.36, 0.346, 0.289, 0.418, 0.398, 0.369, 0.564]"
34,"[0.452, 0.31, 0.314, 0.343, 0.336, 0.409, 0.263, 0.416, 0.259, 0.543]"
35,"[0.215, 0.454, 0.387, 0.377, 0.336, 0.248, 0.448, 0.396, 0.404, 0.576]"
36,"[0.48, 0.291, 0.288, 0.307, 0.323, 0.441, 0.233, 0.389, 0.225, 0.554]"
37,"[0.212, 0.451, 0.387, 0.403, 0.326, 0.229, 0.468, 0.417, 0.439, 0.547]"
38,"[0.53, 0.286, 0.269, 0.264, 0.303, 0.494, 0.223, 0.357, 0.211, 0.531]"
39,"[0.215, 0.449, 0.422, 0.484, 0.331, 0.226, 0.519, 0.396, 0.506, 0.48]"
40,"[0.539, 0.274, 0.265, 0.229, 0.301, 0.551, 0.225, 0.309, 0.206, 0.528]"
41,"[0.207, 0.469, 0.444, 0.499, 0.339, 0.222, 0.544, 0.391, 0.51, 0.462]"
42,"[0.526, 0.262, 0.258, 0.199, 0.293, 0.532, 0.21, 0.3, 0.195, 0.544]"
43,"[0.204, 0.464, 0.429, 0.483, 0.355, 0.218, 0.511, 0.361, 0.489, 0.464]"
44,"[0.485, 0.256, 0.249, 0.214, 0.29, 0.506, 0.202, 0.289, 0.188, 0.558]"
45,"[0.204, 0.441, 0.408, 0.48, 0.371, 0.219, 0.48, 0.388, 0.453, 0.459]"
46,"[0.456, 0.248, 0.255, 0.213, 0.296, 0.464, 0.204, 0.292, 0.191, 0.541]"
47,"[0.201, 0.389, 0.386, 0.452, 0.371, 0.22, 0.422, 0.397, 0.413, 0.446]"
48,"[0.415, 0.225, 0.268, 0.228, 0.296, 0.4, 0.208, 0.297, 0.192, 0.522]"
49,"[0.202, 0.348, 0.36, 0.428, 0.368, 0.226, 0.37, 0.4, 0.364, 0.444]"
50,"[0.374, 0.208, 0.267, 0.217, 0.29, 0.336, 0.209, 0.311, 0.197, 0.537]"
51,"[0.208, 0.307, 0.342, 0.402, 0.362, 0.216, 0.319, 0.421, 0.317, 0.417]"
52,"[0.321, 0.193, 0.267, 0.203, 0.269, 0.298, 0.214, 0.297, 0.195, 0.506]"
53,"[0.213, 0.304, 0.315, 0.387, 0.343, 0.221, 0.293, 0.418, 0.282, 0.432]"
54,"[0.303, 0.191, 0.259, 0.195, 0.225, 0.28, 0.213, 0.278, 0.192, 0.422]"
55,"[0.217, 0.292, 0.315, 0.368, 0.327, 0.221, 0.269, 0.397, 0.261, 0.454]"
56,"[0.291, 0.189, 0.229, 0.194, 0.206, 0.279, 0.212, 0.254, 0.195, 0.47]"
