eigenvector_centrality,[0]
0,"[0.095, 0.086, 0.107, 0.097, 0.112, 0.095, 0.183, 0.161, 0.098, 0.09]"
1,"[0.116, 0.169, 0.109, 0.102, 0.11, 0.105, 0.093, 0.144, 0.103, 0.229]"
2,"[0.095, 0.086, 0.216, 0.122, 0.243, 0.09, 0.089, 0.112, 0.098, 0.091]"
3,"[0.148, 0.099, 0.223, 0.144, 0.11, 0.169, 0.093, 0.09, 0.11, 0.142]"
4,"[0.197, 0.224, 0.2, 0.265, 0.222, 0.184, 0.089, 0.097, 0.111, 0.243]"
5,"[0.286, 0.125, 0.24, 0.284, 0.198, 0.235, 0.25, 0.201, 0.253, 0.282]"
6,"[0.305, 0.281, 0.367, 0.263, 0.235, 0.292, 0.101, 0.272, 0.105, 0.274]"
7,"[0.378, 0.109, 0.238, 0.354, 0.415, 0.213, 0.42, 0.194, 0.33, 0.353]"
8,"[0.421, 0.35, 0.383, 0.249, 0.245, 0.488, 0.15, 0.519, 0.15, 0.267]"
9,"[0.322, 0.183, 0.246, 0.299, 0.369, 0.179, 0.341, 0.179, 0.32, 0.33]"
10,"[0.444, 0.339, 0.384, 0.21, 0.234, 0.528, 0.242, 0.531, 0.233, 0.191]"
11,"[0.363, 0.279, 0.252, 0.317, 0.431, 0.14, 0.359, 0.172, 0.326, 0.331]"
12,"[0.421, 0.352, 0.428, 0.22, 0.193, 0.502, 0.27, 0.51, 0.268, 0.179]"
13,"[0.338, 0.376, 0.288, 0.346, 0.472, 0.175, 0.353, 0.197, 0.341, 0.366]"
14,"[0.335, 0.357, 0.438, 0.205, 0.223, 0.484, 0.28, 0.495, 0.282, 0.192]"
15,"[0.295, 0.36, 0.315, 0.364, 0.468, 0.2, 0.343, 0.222, 0.343, 0.359]"
16,"[0.346, 0.36, 0.423, 0.212, 0.214, 0.479, 0.344, 0.495, 0.341, 0.204]"
17,"[0.292, 0.332, 0.322, 0.364, 0.463, 0.238, 0.35, 0.258, 0.335, 0.35]"
18,"[0.351, 0.358, 0.392, 0.248, 0.216, 0.459, 0.361, 0.481, 0.363, 0.248]"
19,"[0.316, 0.324, 0.349, 0.34, 0.452, 0.34, 0.338, 0.337, 0.326, 0.33]"
20,"[0.347, 0.359, 0.352, 0.268, 0.232, 0.45, 0.359, 0.471, 0.359, 0.277]"
21,"[0.356, 0.334, 0.429, 0.338, 0.457, 0.382, 0.328, 0.397, 0.324, 0.322]"
22,"[0.319, 0.361, 0.351, 0.279, 0.264, 0.453, 0.357, 0.471, 0.356, 0.314]"
23,"[0.379, 0.34, 0.414, 0.31, 0.449, 0.382, 0.339, 0.407, 0.326, 0.303]"
24,"[0.324, 0.364, 0.35, 0.348, 0.351, 0.429, 0.35, 0.461, 0.338, 0.324]"
25,"[0.437, 0.357, 0.402, 0.301, 0.412, 0.361, 0.346, 0.372, 0.335, 0.304]"
26,"[0.505, 0.32, 0.273, 0.517, 0.355, 0.489, 0.428, 0.487, 0.441, 0.507]"
27,"[0.475, 0.41, 0.428, 0.332, 0.422, 0.353, 0.353, 0.366, 0.339, 0.335]"
28,"[0.452, 0.348, 0.306, 0.477, 0.295, 0.499, 0.448, 0.5, 0.442, 0.456]"
29,"[0.413, 0.351, 0.378, 0.365, 0.423, 0.366, 0.352, 0.378, 0.354, 0.336]"
30,"[0.484, 0.341, 0.276, 0.3, 0.27, 0.398, 0.298, 0.378, 0.29, 0.311]"
31,"[0.402, 0.267, 0.231, 0.266, 0.221, 0.277, 0.186, 0.277, 0.179, 0.26]"
32,"[0.525, 0.165, 0.15, 0.259, 0.165, 0.231, 0.247, 0.222, 0.255, 0.248]"
33,"[0.392, 0.244, 0.183, 0.176, 0.168, 0.2, 0.174, 0.193, 0.166, 0.193]"
34,"[0.529, 0.178, 0.162, 0.27, 0.164, 0.221, 0.235, 0.219, 0.233, 0.264]"
35,"[0.404, 0.239, 0.237, 0.177, 0.182, 0.199, 0.192, 0.195, 0.174, 0.19]"
36,"[0.505, 0.183, 0.168, 0.283, 0.176, 0.232, 0.242, 0.23, 0.234, 0.278]"
37,"[0.342, 0.257, 0.252, 0.178, 0.196, 0.208, 0.196, 0.196, 0.18, 0.195]"
38,"[0.527, 0.168, 0.164, 0.287, 0.173, 0.249, 0.265, 0.25, 0.263, 0.274]"
39,"[0.327, 0.272, 0.243, 0.178, 0.202, 0.206, 0.193, 0.196, 0.183, 0.191]"
40,"[0.519, 0.168, 0.161, 0.29, 0.174, 0.264, 0.282, 0.255, 0.269, 0.269]"
41,"[0.313, 0.279, 0.249, 0.178, 0.215, 0.201, 0.194, 0.193, 0.184, 0.192]"
42,"[0.52, 0.171, 0.16, 0.281, 0.168, 0.279, 0.282, 0.265, 0.274, 0.279]"
43,"[0.319, 0.286, 0.243, 0.177, 0.231, 0.2, 0.197, 0.194, 0.187, 0.193]"
44,"[0.491, 0.174, 0.158, 0.283, 0.167, 0.286, 0.298, 0.267, 0.281, 0.286]"
45,"[0.328, 0.293, 0.245, 0.183, 0.239, 0.203, 0.202, 0.194, 0.194, 0.195]"
46,"[0.488, 0.173, 0.158, 0.278, 0.169, 0.285, 0.291, 0.271, 0.291, 0.288]"
47,"[0.316, 0.299, 0.25, 0.185, 0.246, 0.208, 0.212, 0.195, 0.203, 0.197]"
48,"[0.463, 0.182, 0.157, 0.285, 0.168, 0.28, 0.293, 0.272, 0.287, 0.283]"
49,"[0.335, 0.297, 0.252, 0.186, 0.248, 0.211, 0.213, 0.201, 0.207, 0.197]"
50,"[0.455, 0.178, 0.155, 0.286, 0.166, 0.286, 0.31, 0.274, 0.296, 0.284]"
51,"[0.366, 0.304, 0.251, 0.194, 0.251, 0.218, 0.223, 0.204, 0.208, 0.199]"
52,"[0.419, 0.184, 0.147, 0.28, 0.166, 0.283, 0.313, 0.269, 0.298, 0.277]"
53,"[0.439, 0.306, 0.251, 0.199, 0.254, 0.216, 0.225, 0.211, 0.216, 0.204]"
54,"[0.418, 0.183, 0.145, 0.297, 0.165, 0.282, 0.313, 0.27, 0.296, 0.281]"
55,"[0.473, 0.298, 0.254, 0.194, 0.253, 0.216, 0.223, 0.205, 0.216, 0.203]"
56,"[0.391, 0.18, 0.156, 0.292, 0.169, 0.289, 0.301, 0.282, 0.287, 0.293]"
57,"[0.442, 0.297, 0.25, 0.192, 0.254, 0.209, 0.221, 0.202, 0.203, 0.203]"
58,"[0.375, 0.18, 0.162, 0.28, 0.173, 0.296, 0.301, 0.273, 0.28, 0.273]"
59,"[0.45, 0.287, 0.243, 0.192, 0.262, 0.208, 0.222, 0.2, 0.2, 0.201]"
60,"[0.385, 0.18, 0.168, 0.278, 0.174, 0.299, 0.284, 0.283, 0.272, 0.274]"
61,"[0.426, 0.282, 0.239, 0.192, 0.262, 0.21, 0.218, 0.2, 0.203, 0.207]"
62,"[0.376, 0.175, 0.171, 0.276, 0.177, 0.298, 0.282, 0.283, 0.274, 0.275]"
63,"[0.426, 0.279, 0.246, 0.194, 0.27, 0.213, 0.223, 0.204, 0.206, 0.212]"
64,"[0.357, 0.177, 0.172, 0.28, 0.179, 0.297, 0.28, 0.283, 0.273, 0.271]"
65,"[0.431, 0.282, 0.247, 0.199, 0.271, 0.218, 0.221, 0.209, 0.207, 0.21]"
66,"[0.299, 0.177, 0.171, 0.281, 0.179, 0.298, 0.282, 0.287, 0.273, 0.272]"
67,"[0.427, 0.283, 0.242, 0.201, 0.27, 0.22, 0.216, 0.215, 0.201, 0.211]"
68,"[0.292, 0.179, 0.172, 0.275, 0.178, 0.296, 0.278, 0.281, 0.272, 0.269]"
69,"[0.413, 0.274, 0.24, 0.201, 0.268, 0.219, 0.217, 0.204, 0.202, 0.208]"
70,"[0.259, 0.179, 0.172, 0.279, 0.178, 0.291, 0.279, 0.279, 0.263, 0.267]"
71,"[0.435, 0.272, 0.245, 0.203, 0.269, 0.217, 0.219, 0.209, 0.203, 0.208]"
72,"[0.328, 0.178, 0.172, 0.279, 0.178, 0.292, 0.278, 0.279, 0.266, 0.264]"
73,"[0.418, 0.274, 0.24, 0.2, 0.269, 0.219, 0.207, 0.206, 0.199, 0.206]"
74,"[0.352, 0.18, 0.172, 0.278, 0.177, 0.289, 0.274, 0.278, 0.266, 0.269]"
75,"[0.426, 0.277, 0.247, 0.195, 0.27, 0.222, 0.205, 0.208, 0.195, 0.202]"
76,"[0.437, 0.182, 0.172, 0.272, 0.178, 0.284, 0.269, 0.273, 0.266, 0.27]"
77,"[0.372, 0.273, 0.245, 0.192, 0.267, 0.221, 0.21, 0.203, 0.193, 0.198]"
78,"[0.473, 0.185, 0.175, 0.277, 0.179, 0.289, 0.276, 0.279, 0.271, 0.268]"
79,"[0.334, 0.277, 0.24, 0.191, 0.266, 0.22, 0.208, 0.203, 0.192, 0.2]"
80,"[0.476, 0.188, 0.177, 0.279, 0.18, 0.29, 0.272, 0.278, 0.276, 0.268]"
81,"[0.335, 0.273, 0.238, 0.189, 0.262, 0.224, 0.215, 0.206, 0.194, 0.208]"
82,"[0.432, 0.195, 0.182, 0.289, 0.184, 0.293, 0.276, 0.281, 0.275, 0.275]"
83,"[0.353, 0.273, 0.233, 0.192, 0.248, 0.229, 0.219, 0.21, 0.201, 0.214]"
84,"[0.354, 0.201, 0.186, 0.295, 0.184, 0.302, 0.277, 0.291, 0.277, 0.28]"
85,"[0.432, 0.268, 0.229, 0.194, 0.25, 0.228, 0.222, 0.214, 0.2, 0.215]"
86,"[0.325, 0.208, 0.187, 0.29, 0.188, 0.302, 0.278, 0.289, 0.282, 0.276]"
87,"[0.493, 0.267, 0.232, 0.19, 0.253, 0.216, 0.221, 0.205, 0.211, 0.209]"
88,"[0.305, 0.197, 0.187, 0.288, 0.19, 0.3, 0.298, 0.285, 0.293, 0.279]"
89,"[0.51, 0.29, 0.24, 0.191, 0.257, 0.215, 0.221, 0.205, 0.219, 0.214]"
90,"[0.235, 0.193, 0.188, 0.292, 0.193, 0.31, 0.302, 0.29, 0.302, 0.284]"
91,"[0.496, 0.275, 0.258, 0.202, 0.28, 0.219, 0.224, 0.213, 0.225, 0.218]"
92,"[0.11, 0.195, 0.178, 0.294, 0.191, 0.306, 0.283, 0.295, 0.282, 0.285]"
93,"[0.398, 0.272, 0.261, 0.212, 0.281, 0.228, 0.239, 0.222, 0.236, 0.228]"
94,"[0.164, 0.209, 0.181, 0.288, 0.192, 0.303, 0.287, 0.283, 0.275, 0.284]"
95,"[0.402, 0.272, 0.256, 0.222, 0.283, 0.237, 0.255, 0.226, 0.25, 0.231]"
96,"[0.323, 0.211, 0.177, 0.278, 0.193, 0.288, 0.287, 0.28, 0.274, 0.268]"
97,"[0.373, 0.271, 0.25, 0.223, 0.261, 0.237, 0.249, 0.228, 0.245, 0.234]"
98,"[0.454, 0.21, 0.181, 0.272, 0.191, 0.281, 0.28, 0.272, 0.282, 0.261]"
99,"[0.333, 0.294, 0.242, 0.223, 0.266, 0.235, 0.244, 0.226, 0.244, 0.231]"
