none,[]
0,"[0.10972568578553615, 0.1, 0.11, 0.0925, 0.0825, 0.1, 0.0875, 0.1175, 0.105, 0.1075, 0.0825, 0.1, 0.08, 0.0925, 0.075, 0.085, 0.075, 0.1125, 0.08, 0.1, 0.1075, 0.1025, 0.105, 0.0925, 0.11278195488721804]"
1,"[0.08977556109725686, 0.0975, 0.0975, 0.09, 0.0825, 0.16, 0.0875, 0.0975, 0.085, 0.125, 0.0925, 0.11, 0.085, 0.0925, 0.11, 0.0775, 0.1, 0.11, 0.0975, 0.1125, 0.12, 0.09, 0.075, 0.0975, 0.09774436090225563]"
2,"[0.09725685785536159, 0.1, 0.11, 0.09, 0.0825, 0.085, 0.0875, 0.0975, 0.105, 0.1075, 0.0825, 0.1, 0.08, 0.0925, 0.075, 0.085, 0.0775, 0.1125, 0.08, 0.1, 0.2275, 0.1025, 0.105, 0.0925, 0.11278195488721804]"
3,"[0.0798004987531172, 0.0975, 0.0975, 0.09, 0.095, 0.0925, 0.0875, 0.0975, 0.085, 0.0925, 0.0775, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1025, 0.11, 0.0925, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.10275689223057644]"
4,"[0.11221945137157108, 0.1, 0.11, 0.1425, 0.19, 0.085, 0.0875, 0.12, 0.105, 0.1075, 0.0775, 0.1, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.08, 0.0875, 0.1075, 0.1025, 0.105, 0.0925, 0.11278195488721804]"
5,"[0.10473815461346633, 0.0975, 0.0975, 0.0975, 0.0825, 0.0925, 0.0875, 0.0975, 0.105, 0.0925, 0.0775, 0.1, 0.1, 0.0925, 0.075, 0.0775, 0.075, 0.11, 0.09, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
6,"[0.09975062344139651, 0.1, 0.145, 0.0925, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.1075, 0.0775, 0.1, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.0825, 0.0875, 0.1075, 0.1025, 0.105, 0.0925, 0.11278195488721804]"
7,"[0.10473815461346633, 0.0975, 0.0975, 0.0925, 0.0825, 0.0875, 0.0875, 0.0975, 0.085, 0.0925, 0.0775, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.075, 0.11, 0.0925, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
8,"[0.09975062344139651, 0.1, 0.11, 0.0925, 0.0825, 0.085, 0.0875, 0.1175, 0.105, 0.1075, 0.0775, 0.1, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.08, 0.1, 0.1075, 0.1025, 0.105, 0.0925, 0.13533834586466165]"
9,"[0.10473815461346633, 0.0975, 0.0975, 0.0925, 0.0825, 0.085, 0.0875, 0.0975, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.075, 0.11, 0.08, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
10,"[0.09975062344139651, 0.1, 0.11, 0.1175, 0.0825, 0.085, 0.0875, 0.1175, 0.105, 0.1075, 0.0775, 0.135, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.08, 0.1, 0.1075, 0.1025, 0.2, 0.0925, 0.11278195488721804]"
11,"[0.10473815461346633, 0.0975, 0.0975, 0.0925, 0.0825, 0.085, 0.0875, 0.0975, 0.085, 0.0925, 0.0925, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.145, 0.11, 0.08, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
12,"[0.09975062344139651, 0.115, 0.11, 0.1975, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.1075, 0.0775, 0.1025, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.1625, 0.1, 0.1075, 0.1025, 0.115, 0.0925, 0.11278195488721804]"
13,"[0.10473815461346633, 0.0975, 0.0975, 0.1725, 0.0825, 0.085, 0.08, 0.0975, 0.085, 0.0925, 0.0925, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1, 0.11, 0.0925, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
14,"[0.09975062344139651, 0.115, 0.11, 0.1575, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.195, 0.0775, 0.1025, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.0825, 0.1, 0.1075, 0.1025, 0.115, 0.0925, 0.11278195488721804]"
15,"[0.10473815461346633, 0.0975, 0.0975, 0.1625, 0.0825, 0.085, 0.08, 0.0975, 0.085, 0.0925, 0.1825, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1, 0.11, 0.0925, 0.0875, 0.12, 0.09, 0.105, 0.0975, 0.09774436090225563]"
16,"[0.11221945137157108, 0.115, 0.11, 0.2025, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.09, 0.0775, 0.125, 0.08, 0.115, 0.075, 0.085, 0.075, 0.1125, 0.0825, 0.1, 0.1075, 0.1025, 0.115, 0.0925, 0.11278195488721804]"
17,"[0.10473815461346633, 0.0975, 0.0975, 0.1625, 0.095, 0.085, 0.08, 0.1425, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1, 0.11, 0.0925, 0.0875, 0.12, 0.1175, 0.105, 0.0975, 0.09774436090225563]"
18,"[0.11221945137157108, 0.115, 0.11, 0.095, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.09, 0.0775, 0.0975, 0.08, 0.115, 0.075, 0.165, 0.075, 0.1125, 0.0825, 0.1, 0.1075, 0.1025, 0.1075, 0.0925, 0.11278195488721804]"
19,"[0.10473815461346633, 0.0975, 0.0975, 0.175, 0.095, 0.085, 0.08, 0.0925, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1, 0.11, 0.1125, 0.0875, 0.12, 0.1175, 0.105, 0.0975, 0.09774436090225563]"
20,"[0.11221945137157108, 0.115, 0.11, 0.095, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.0925, 0.0775, 0.0875, 0.08, 0.115, 0.075, 0.1225, 0.075, 0.1125, 0.0825, 0.21, 0.1075, 0.1525, 0.1, 0.0925, 0.11528822055137844]"
21,"[0.10473815461346633, 0.17, 0.0975, 0.1025, 0.15, 0.085, 0.105, 0.08, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.13, 0.11, 0.215, 0.0875, 0.12, 0.1175, 0.105, 0.0975, 0.09774436090225563]"
22,"[0.11221945137157108, 0.115, 0.11, 0.095, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.1975, 0.0775, 0.0875, 0.08, 0.115, 0.075, 0.12, 0.075, 0.1125, 0.0825, 0.12, 0.1075, 0.1675, 0.1, 0.0925, 0.19298245614035087]"
23,"[0.10473815461346633, 0.1725, 0.0975, 0.0925, 0.2425, 0.085, 0.17, 0.0775, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.1575, 0.11, 0.155, 0.0875, 0.12, 0.1175, 0.105, 0.0975, 0.09774436090225563]"
24,"[0.11221945137157108, 0.115, 0.11, 0.095, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.1875, 0.0775, 0.0875, 0.08, 0.115, 0.075, 0.1425, 0.075, 0.1125, 0.0825, 0.0975, 0.1075, 0.09, 0.1, 0.0925, 0.19047619047619047]"
25,"[0.10473815461346633, 0.115, 0.0975, 0.0925, 0.2375, 0.085, 0.195, 0.0775, 0.085, 0.0925, 0.1075, 0.1, 0.085, 0.0925, 0.11, 0.0775, 0.185, 0.11, 0.1675, 0.0875, 0.12, 0.1175, 0.105, 0.0975, 0.09774436090225563]"
26,"[0.11221945137157108, 0.115, 0.11, 0.095, 0.135, 0.085, 0.0875, 0.1175, 0.105, 0.1075, 0.0775, 0.0875, 0.08, 0.115, 0.075, 0.1225, 0.075, 0.1125, 0.0825, 0.0975, 0.1075, 0.09, 0.1, 0.0925, 0.10025062656641603]"
