eigenvector_centrality,"[5, 6]"
0,"[0.11970074812967581, 0.1, 0.155, 0.095, 0.095, 0.0925, 0.08, 0.12, 0.0775, 0.0875, 0.0775, 0.09, 0.105, 0.0775, 0.1075, 0.125, 0.095, 0.22, 0.13, 0.125, 0.085, 0.11, 0.1025, 0.0875, 0.20300751879699247]"
1,"[0.16458852867830423, 0.095, 0.1075, 0.2425, 0.135, 0.085, 0.11, 0.12, 0.0925, 0.2, 0.12, 0.115, 0.1, 0.1025, 0.0925, 0.1225, 0.1, 0.1, 0.1175, 0.1325, 0.0825, 0.105, 0.105, 0.0875, 0.09523809523809523]"
2,"[0.1371571072319202, 0.1375, 0.155, 0.315, 0.0925, 0.13, 0.08, 0.12, 0.095, 0.0875, 0.0775, 0.1175, 0.105, 0.0775, 0.075, 0.115, 0.095, 0.2275, 0.13, 0.1325, 0.085, 0.1025, 0.1025, 0.0875, 0.10025062656641603]"
3,"[0.1596009975062344, 0.1075, 0.225, 0.2425, 0.135, 0.085, 0.13, 0.1225, 0.0925, 0.1125, 0.1075, 0.115, 0.125, 0.1025, 0.0925, 0.0925, 0.1, 0.0725, 0.2225, 0.1325, 0.0825, 0.185, 0.105, 0.0875, 0.13784461152882205]"
4,"[0.09725685785536159, 0.0825, 0.08, 0.335, 0.14, 0.13, 0.08, 0.165, 0.1, 0.215, 0.0775, 0.13, 0.105, 0.1025, 0.075, 0.115, 0.1725, 0.2, 0.13, 0.2025, 0.0825, 0.1025, 0.1475, 0.135, 0.10025062656641603]"
5,"[0.14463840399002495, 0.1275, 0.1775, 0.245, 0.135, 0.13, 0.11, 0.0975, 0.0925, 0.145, 0.1075, 0.115, 0.125, 0.1025, 0.0925, 0.2025, 0.1075, 0.0725, 0.2225, 0.1325, 0.0825, 0.105, 0.105, 0.115, 0.12280701754385964]"
6,"[0.0798004987531172, 0.0825, 0.08, 0.3175, 0.1675, 0.13, 0.08, 0.1125, 0.2275, 0.2175, 0.0775, 0.155, 0.1925, 0.1025, 0.075, 0.115, 0.1875, 0.21, 0.13, 0.1625, 0.0825, 0.1025, 0.1, 0.0875, 0.11528822055137844]"
7,"[0.14214463840399003, 0.0825, 0.0975, 0.275, 0.135, 0.13, 0.155, 0.0975, 0.0925, 0.0925, 0.1075, 0.115, 0.125, 0.1025, 0.0925, 0.205, 0.1075, 0.0725, 0.18, 0.14, 0.0825, 0.1075, 0.105, 0.0875, 0.09273182957393483]"
8,"[0.0798004987531172, 0.1575, 0.08, 0.1025, 0.1675, 0.13, 0.08, 0.15, 0.0975, 0.215, 0.0775, 0.1125, 0.26, 0.1025, 0.075, 0.115, 0.1025, 0.2225, 0.13, 0.1275, 0.0825, 0.26, 0.1, 0.0875, 0.18045112781954886]"
9,"[0.1546134663341646, 0.0825, 0.0975, 0.3225, 0.135, 0.13, 0.175, 0.0975, 0.0925, 0.0925, 0.1075, 0.115, 0.235, 0.1025, 0.0925, 0.205, 0.1075, 0.0725, 0.1375, 0.22, 0.0825, 0.105, 0.105, 0.0875, 0.09273182957393483]"
