eigenvector_centrality,"[11, 13]"
0,"[0.08229426433915212, 0.0875, 0.1125, 0.12, 0.095, 0.0875, 0.095, 0.0975, 0.0775, 0.1125, 0.11, 0.0975, 0.125, 0.1075, 0.0875, 0.1125, 0.095, 0.11, 0.0925, 0.1125, 0.1075, 0.2225, 0.12, 0.0975, 0.09523809523809523]"
1,"[0.10972568578553615, 0.085, 0.085, 0.09, 0.0825, 0.085, 0.11, 0.1725, 0.12, 0.1075, 0.0825, 0.1025, 0.1075, 0.0775, 0.075, 0.1175, 0.14, 0.11, 0.0925, 0.1125, 0.2175, 0.175, 0.12, 0.125, 0.10275689223057644]"
2,"[0.08229426433915212, 0.0775, 0.1375, 0.115, 0.09, 0.2075, 0.11, 0.0975, 0.0775, 0.115, 0.1125, 0.08, 0.095, 0.1025, 0.0875, 0.1125, 0.0925, 0.11, 0.0925, 0.145, 0.1075, 0.205, 0.12, 0.0975, 0.09523809523809523]"
3,"[0.0798004987531172, 0.105, 0.075, 0.09, 0.1075, 0.085, 0.125, 0.12, 0.0775, 0.1075, 0.11, 0.08, 0.095, 0.0775, 0.075, 0.12, 0.1575, 0.11, 0.0925, 0.1125, 0.145, 0.07, 0.145, 0.255, 0.19298245614035087]"
4,"[0.08229426433915212, 0.16, 0.115, 0.115, 0.095, 0.175, 0.11, 0.28, 0.0775, 0.1075, 0.1075, 0.08, 0.095, 0.12, 0.0925, 0.22, 0.0925, 0.11, 0.0925, 0.1125, 0.1075, 0.115, 0.12, 0.0875, 0.09523809523809523]"
5,"[0.0798004987531172, 0.135, 0.1925, 0.09, 0.12, 0.085, 0.11, 0.12, 0.0775, 0.1075, 0.1075, 0.08, 0.095, 0.0775, 0.075, 0.1075, 0.1875, 0.11, 0.0925, 0.1125, 0.145, 0.1075, 0.105, 0.175, 0.16290726817042606]"
6,"[0.0798004987531172, 0.0875, 0.0975, 0.115, 0.0975, 0.17, 0.11, 0.195, 0.16, 0.1075, 0.1075, 0.08, 0.095, 0.1, 0.075, 0.115, 0.0925, 0.11, 0.0925, 0.1125, 0.1075, 0.23, 0.12, 0.0875, 0.09523809523809523]"
7,"[0.0798004987531172, 0.135, 0.1025, 0.13, 0.12, 0.085, 0.125, 0.12, 0.0775, 0.1075, 0.1075, 0.08, 0.095, 0.0775, 0.075, 0.1075, 0.2925, 0.11, 0.0925, 0.1125, 0.115, 0.105, 0.095, 0.1775, 0.10275689223057644]"
8,"[0.08229426433915212, 0.0875, 0.0975, 0.1275, 0.0975, 0.1225, 0.11, 0.0925, 0.1625, 0.1075, 0.1075, 0.08, 0.095, 0.1, 0.075, 0.0775, 0.0925, 0.11, 0.1775, 0.1125, 0.1075, 0.115, 0.12, 0.1375, 0.09523809523809523]"
9,"[0.0798004987531172, 0.135, 0.0975, 0.1875, 0.12, 0.085, 0.125, 0.12, 0.0775, 0.1075, 0.1075, 0.08, 0.1075, 0.0775, 0.075, 0.215, 0.225, 0.11, 0.0925, 0.1125, 0.1075, 0.105, 0.095, 0.0975, 0.10275689223057644]"
