eigenvector_centrality,"[1, 5]"
0,"[0.14214463840399003, 0.0825, 0.095, 0.115, 0.1075, 0.13, 0.19, 0.085, 0.165, 0.1125, 0.11, 0.1, 0.2, 0.0925, 0.1225, 0.1225, 0.1175, 0.1125, 0.1125, 0.0875, 0.135, 0.1175, 0.125, 0.12, 0.09774436090225563]"
1,"[0.12967581047381546, 0.0975, 0.1125, 0.085, 0.1075, 0.0875, 0.0675, 0.1225, 0.0925, 0.1125, 0.11, 0.0775, 0.1075, 0.0775, 0.1225, 0.1175, 0.1175, 0.1125, 0.1125, 0.1025, 0.145, 0.07, 0.1125, 0.11, 0.10275689223057644]"
2,"[0.0798004987531172, 0.13, 0.095, 0.115, 0.1075, 0.13, 0.1925, 0.0525, 0.0775, 0.1125, 0.1125, 0.1, 0.105, 0.0925, 0.1225, 0.1175, 0.1175, 0.1125, 0.1125, 0.09, 0.145, 0.1175, 0.125, 0.21, 0.16541353383458646]"
3,"[0.12967581047381546, 0.0775, 0.075, 0.1675, 0.08, 0.0875, 0.0675, 0.0975, 0.1625, 0.1125, 0.11, 0.09, 0.1075, 0.0775, 0.1225, 0.1175, 0.12, 0.1125, 0.0875, 0.1025, 0.145, 0.1175, 0.12, 0.205, 0.10275689223057644]"
4,"[0.09975062344139651, 0.0775, 0.095, 0.095, 0.1075, 0.1, 0.1875, 0.1025, 0.18, 0.1125, 0.1125, 0.115, 0.1275, 0.0925, 0.1725, 0.1175, 0.1175, 0.0725, 0.1125, 0.13, 0.105, 0.1175, 0.125, 0.215, 0.17794486215538846]"
5,"[0.14962593516209477, 0.1075, 0.075, 0.0925, 0.1675, 0.1525, 0.175, 0.0975, 0.16, 0.1125, 0.11, 0.2, 0.0825, 0.0775, 0.1225, 0.1175, 0.0975, 0.1125, 0.0925, 0.1025, 0.145, 0.175, 0.12, 0.165, 0.18045112781954886]"
6,"[0.09975062344139651, 0.0775, 0.095, 0.095, 0.0975, 0.1, 0.1925, 0.0925, 0.12, 0.1125, 0.1125, 0.115, 0.1275, 0.0925, 0.1125, 0.0875, 0.0975, 0.0975, 0.1125, 0.1275, 0.1075, 0.1175, 0.125, 0.2, 0.15789473684210525]"
7,"[0.11970074812967581, 0.0975, 0.075, 0.0925, 0.12, 0.1325, 0.1375, 0.0975, 0.1625, 0.1125, 0.11, 0.0925, 0.18, 0.0775, 0.1225, 0.2425, 0.1, 0.1125, 0.0925, 0.18, 0.145, 0.1025, 0.12, 0.0875, 0.20050125313283207]"
8,"[0.09975062344139651, 0.1775, 0.095, 0.095, 0.095, 0.1, 0.1875, 0.0925, 0.14, 0.1125, 0.1125, 0.16, 0.1275, 0.185, 0.1725, 0.0875, 0.1775, 0.1, 0.11, 0.1275, 0.1075, 0.1175, 0.125, 0.17, 0.10275689223057644]"
9,"[0.11970074812967581, 0.0975, 0.175, 0.0925, 0.12, 0.1325, 0.1075, 0.0975, 0.16, 0.1125, 0.11, 0.095, 0.1075, 0.0775, 0.1225, 0.2475, 0.1, 0.1125, 0.0925, 0.1475, 0.145, 0.1075, 0.12, 0.16, 0.13784461152882205]"
10,"[0.09975062344139651, 0.1675, 0.095, 0.095, 0.095, 0.1, 0.0675, 0.1625, 0.21, 0.1125, 0.1125, 0.13, 0.1275, 0.1, 0.22, 0.0875, 0.1025, 0.1, 0.11, 0.1275, 0.1075, 0.1175, 0.125, 0.12, 0.10275689223057644]"
11,"[0.11970074812967581, 0.0975, 0.1, 0.0925, 0.12, 0.1325, 0.1075, 0.0975, 0.0775, 0.1125, 0.11, 0.175, 0.1075, 0.0775, 0.1225, 0.155, 0.225, 0.1125, 0.0925, 0.1025, 0.145, 0.1075, 0.12, 0.0875, 0.10025062656641603]"
12,"[0.09975062344139651, 0.1675, 0.095, 0.095, 0.095, 0.1, 0.0675, 0.1875, 0.185, 0.1125, 0.185, 0.12, 0.1275, 0.1, 0.2025, 0.0875, 0.1025, 0.1, 0.125, 0.1275, 0.1175, 0.1175, 0.125, 0.12, 0.19548872180451127]"
13,"[0.11970074812967581, 0.0975, 0.15, 0.0925, 0.12, 0.1325, 0.1075, 0.0975, 0.0775, 0.1125, 0.11, 0.1025, 0.1075, 0.0775, 0.1225, 0.0775, 0.185, 0.1125, 0.0925, 0.1025, 0.145, 0.1075, 0.12, 0.0875, 0.10025062656641603]"
14,"[0.09975062344139651, 0.1275, 0.095, 0.095, 0.095, 0.1575, 0.0675, 0.125, 0.1325, 0.1125, 0.185, 0.125, 0.1275, 0.1, 0.17, 0.255, 0.1025, 0.1, 0.19, 0.1275, 0.165, 0.1175, 0.125, 0.12, 0.18796992481203006]"
15,"[0.11970074812967581, 0.1, 0.1925, 0.1975, 0.19, 0.1325, 0.1075, 0.0975, 0.0775, 0.1125, 0.11, 0.1075, 0.1075, 0.0775, 0.1225, 0.0775, 0.19, 0.1125, 0.0925, 0.1175, 0.145, 0.1075, 0.12, 0.0875, 0.10025062656641603]"
16,"[0.09975062344139651, 0.0825, 0.095, 0.095, 0.095, 0.1825, 0.0675, 0.1025, 0.12, 0.1125, 0.18, 0.1425, 0.1275, 0.1, 0.165, 0.2225, 0.1025, 0.1, 0.2175, 0.1275, 0.2, 0.1175, 0.125, 0.12, 0.10275689223057644]"
