betweeness_centrality,[3.]
67,"[tensor(2.1946), tensor(2.2115), tensor(2.1896), tensor(2.2195), tensor(2.1938), tensor(2.1792), tensor(2.2116), tensor(2.1771), tensor(2.1887), tensor(2.2107)]"
68,"[tensor(2.2001), tensor(2.1826), tensor(2.2030), tensor(2.1819), tensor(2.1995), tensor(2.1873), tensor(2.1811), tensor(2.1985), tensor(2.2044), tensor(2.1874)]"
69,"[tensor(2.1863), tensor(2.2009), tensor(2.1852), tensor(2.2101), tensor(2.1841), tensor(2.1682), tensor(2.2010), tensor(2.1729), tensor(2.1802), tensor(2.2026)]"
70,"[tensor(2.1892), tensor(2.1752), tensor(2.1943), tensor(2.1733), tensor(2.1899), tensor(2.1759), tensor(2.1715), tensor(2.1887), tensor(2.1979), tensor(2.1878)]"
71,"[tensor(2.1776), tensor(2.1919), tensor(2.1784), tensor(2.1998), tensor(2.1802), tensor(2.1596), tensor(2.1917), tensor(2.1666), tensor(2.1738), tensor(2.1954)]"
72,"[tensor(2.1780), tensor(2.1714), tensor(2.1859), tensor(2.1671), tensor(2.1801), tensor(2.1650), tensor(2.1688), tensor(2.1787), tensor(2.1880), tensor(2.1881)]"
73,"[tensor(2.1719), tensor(2.1836), tensor(2.1712), tensor(2.1931), tensor(2.1768), tensor(2.1556), tensor(2.1828), tensor(2.1618), tensor(2.1711), tensor(2.1879)]"
74,"[tensor(2.1713), tensor(2.1687), tensor(2.1773), tensor(2.1711), tensor(2.1751), tensor(2.1630), tensor(2.1712), tensor(2.1691), tensor(2.1787), tensor(2.1823)]"
75,"[tensor(2.1716), tensor(2.1809), tensor(2.1599), tensor(2.1882), tensor(2.1757), tensor(2.1532), tensor(2.1817), tensor(2.1528), tensor(2.1770), tensor(2.1808)]"
76,"[tensor(2.1680), tensor(2.1687), tensor(2.1717), tensor(2.1689), tensor(2.1699), tensor(2.1610), tensor(2.1718), tensor(2.1663), tensor(2.1705), tensor(2.1672)]"
77,"[tensor(2.1696), tensor(2.1780), tensor(2.1531), tensor(2.1859), tensor(2.1680), tensor(2.1457), tensor(2.1781), tensor(2.1463), tensor(2.1716), tensor(2.1767)]"
78,"[tensor(2.1646), tensor(2.1633), tensor(2.1682), tensor(2.1614), tensor(2.1655), tensor(2.1588), tensor(2.1674), tensor(2.1655), tensor(2.1669), tensor(2.1530)]"
79,"[tensor(2.1632), tensor(2.1758), tensor(2.1525), tensor(2.1833), tensor(2.1572), tensor(2.1345), tensor(2.1757), tensor(2.1394), tensor(2.1598), tensor(2.1730)]"
80,"[tensor(2.1611), tensor(2.1556), tensor(2.1651), tensor(2.1536), tensor(2.1617), tensor(2.1501), tensor(2.1580), tensor(2.1636), tensor(2.1624), tensor(2.1493)]"
81,"[tensor(2.1554), tensor(2.1696), tensor(2.1479), tensor(2.1753), tensor(2.1493), tensor(2.1264), tensor(2.1683), tensor(2.1322), tensor(2.1511), tensor(2.1674)]"
82,"[tensor(2.1535), tensor(2.1483), tensor(2.1544), tensor(2.1429), tensor(2.1548), tensor(2.1287), tensor(2.1486), tensor(2.1557), tensor(2.1542), tensor(2.1453)]"
83,"[tensor(2.1480), tensor(2.1548), tensor(2.1450), tensor(2.1565), tensor(2.1450), tensor(2.1090), tensor(2.1512), tensor(2.1282), tensor(2.1393), tensor(2.1585)]"
84,"[tensor(2.1413), tensor(2.1416), tensor(2.1424), tensor(2.1276), tensor(2.1442), tensor(2.1293), tensor(2.1381), tensor(2.1411), tensor(2.1462), tensor(2.1483)]"
85,"[tensor(2.1414), tensor(2.1363), tensor(2.1420), tensor(2.1419), tensor(2.1447), tensor(2.1072), tensor(2.1327), tensor(2.1280), tensor(2.1198), tensor(2.1480)]"
86,"[tensor(2.1278), tensor(2.1370), tensor(2.1296), tensor(2.1167), tensor(2.1311), tensor(2.1281), tensor(2.1279), tensor(2.1255), tensor(2.1364), tensor(2.1562)]"
87,"[tensor(2.1296), tensor(2.1192), tensor(2.1376), tensor(2.1279), tensor(2.1485), tensor(2.1100), tensor(2.1134), tensor(2.1300), tensor(2.1109), tensor(2.1372)]"
88,"[tensor(2.1134), tensor(2.1251), tensor(2.1127), tensor(2.1068), tensor(2.1194), tensor(2.1143), tensor(2.1158), tensor(2.1076), tensor(2.1337), tensor(2.1579)]"
89,"[tensor(2.1184), tensor(2.1079), tensor(2.1207), tensor(2.1174), tensor(2.1530), tensor(2.0981), tensor(2.1075), tensor(2.1204), tensor(2.1024), tensor(2.1209)]"
90,"[tensor(2.1027), tensor(2.1038), tensor(2.1001), tensor(2.0925), tensor(2.1083), tensor(2.0960), tensor(2.1061), tensor(2.0949), tensor(2.1264), tensor(2.1499)]"
91,"[tensor(2.1006), tensor(2.1009), tensor(2.1039), tensor(2.1069), tensor(2.1431), tensor(2.0776), tensor(2.1007), tensor(2.1021), tensor(2.0889), tensor(2.1092)]"
92,"[tensor(2.0907), tensor(2.0900), tensor(2.0865), tensor(2.0778), tensor(2.0960), tensor(2.0750), tensor(2.0978), tensor(2.0876), tensor(2.1077), tensor(2.1326)]"
93,"[tensor(2.0833), tensor(2.0898), tensor(2.0837), tensor(2.0959), tensor(2.1219), tensor(2.0611), tensor(2.0884), tensor(2.0856), tensor(2.0766), tensor(2.0965)]"
94,"[tensor(2.0774), tensor(2.0825), tensor(2.0768), tensor(2.0657), tensor(2.0846), tensor(2.0579), tensor(2.0885), tensor(2.0787), tensor(2.0915), tensor(2.1102)]"
95,"[tensor(2.0786), tensor(2.0809), tensor(2.0746), tensor(2.0873), tensor(2.1038), tensor(2.0435), tensor(2.0800), tensor(2.0729), tensor(2.0616), tensor(2.0873)]"
96,"[tensor(2.0663), tensor(2.0768), tensor(2.0706), tensor(2.0546), tensor(2.0746), tensor(2.0469), tensor(2.0772), tensor(2.0735), tensor(2.0771), tensor(2.0961)]"
97,"[tensor(2.0672), tensor(2.0723), tensor(2.0703), tensor(2.0793), tensor(2.0877), tensor(2.0319), tensor(2.0720), tensor(2.0659), tensor(2.0464), tensor(2.0793)]"
98,"[tensor(2.0548), tensor(2.0683), tensor(2.0637), tensor(2.0433), tensor(2.0641), tensor(2.0396), tensor(2.0657), tensor(2.0703), tensor(2.0752), tensor(2.0860)]"
99,"[tensor(2.0580), tensor(2.0574), tensor(2.0655), tensor(2.0658), tensor(2.0841), tensor(2.0383), tensor(2.0563), tensor(2.0620), tensor(2.0398), tensor(2.0722)]"
